source,method,alpha,position_bp,distance_bp,selected_positions,selected_called,power,neutral_positions,neutral_called,positional_fpr
decoded,mass_30000,0.05,5010000,10000,100,95,0.95,1000,48,0.048
decoded,mass_30000,0.05,5020000,20000,100,90,0.9,1000,46,0.046
decoded,mass_30000,0.05,5050000,50000,100,83,0.83,1000,45,0.045
decoded,mass_30000,0.05,5100000,100000,100,64,0.64,1000,51,0.051
decoded,mass_30000,0.05,5200000,200000,100,46,0.46,1000,52,0.052
decoded,mass_30000,0.05,5500000,500000,100,14,0.14,1000,46,0.046
decoded,mass_30000,0.05,6000000,1000000,100,10,0.1,1000,51,0.051
decoded,mass_30000,0.05,7000000,2000000,100,8,0.08,1000,57,0.057
decoded,all_40000,0.01,3000000,-2000000,100,1,0.01,1000,8,0.008
decoded,all_40000,0.01,4000000,-1000000,100,0,0.0,1000,8,0.008
decoded,all_40000,0.01,4500000,-500000,100,1,0.01,1000,9,0.009
decoded,all_40000,0.01,4800000,-200000,100,2,0.02,1000,9,0.009
decoded,all_40000,0.01,4900000,-100000,100,8,0.08,1000,11,0.011
decoded,all_40000,0.01,4950000,-50000,100,21,0.21,1000,10,0.01
decoded,all_40000,0.01,4980000,-20000,100,37,0.37,1000,10,0.01
decoded,all_40000,0.01,4990000,-10000,100,44,0.44,1000,12,0.012
decoded,all_40000,0.01,5000000,0,100,41,0.41,1000,8,0.008
decoded,all_40000,0.01,5010000,10000,100,36,0.36,1000,9,0.009
decoded,all_40000,0.01,5020000,20000,100,33,0.33,1000,9,0.009
decoded,all_40000,0.01,5050000,50000,100,17,0.17,1000,7,0.007
decoded,all_40000,0.01,5100000,100000,100,9,0.09,1000,14,0.014
decoded,all_40000,0.01,5200000,200000,100,2,0.02,1000,12,0.012
decoded,all_40000,0.01,5500000,500000,100,1,0.01,1000,9,0.009
decoded,all_40000,0.01,6000000,1000000,100,1,0.01,1000,11,0.011
decoded,all_40000,0.01,7000000,2000000,100,0,0.0,1000,11,0.011
decoded,all_40000,0.05,3000000,-2000000,100,6,0.06,1000,50,0.05
decoded,all_40000,0.05,4000000,-1000000,100,4,0.04,1000,48,0.048
decoded,all_40000,0.05,4500000,-500000,100,2,0.02,1000,50,0.05
decoded,all_40000,0.05,4800000,-200000,100,8,0.08,1000,48,0.048
decoded,all_40000,0.05,4900000,-100000,100,24,0.24,1000,48,0.048
decoded,all_40000,0.05,4950000,-50000,100,35,0.35,1000,47,0.047
decoded,all_40000,0.05,4980000,-20000,100,56,0.56,1000,52,0.052
decoded,all_40000,0.05,4990000,-10000,100,61,0.61,1000,47,0.047
decoded,all_40000,0.05,5000000,0,100,64,0.64,1000,56,0.056
decoded,all_40000,0.05,5010000,10000,100,56,0.56,1000,55,0.055
decoded,all_40000,0.05,5020000,20000,100,53,0.53,1000,50,0.05
decoded,all_40000,0.05,5050000,50000,100,39,0.39,1000,52,0.052
decoded,all_40000,0.05,5100000,100000,100,24,0.24,1000,49,0.049
decoded,all_40000,0.05,5200000,200000,100,8,0.08,1000,43,0.043
decoded,all_40000,0.05,5500000,500000,100,7,0.07,1000,51,0.051
decoded,all_40000,0.05,6000000,1000000,100,5,0.05,1000,48,0.048
decoded,all_40000,0.05,7000000,2000000,100,2,0.02,1000,51,0.051
decoded,mass_40000,0.01,3000000,-2000000,100,1,0.01,1000,12,0.012
decoded,mass_40000,0.01,4000000,-1000000,100,0,0.0,1000,8,0.008
decoded,mass_40000,0.01,4500000,-500000,100,4,0.04,1000,11,0.011
decoded,mass_40000,0.01,4800000,-200000,100,18,0.18,1000,14,0.014
decoded,mass_40000,0.01,4900000,-100000,100,43,0.43,1000,8,0.008
decoded,mass_40000,0.01,4950000,-50000,100,56,0.56,1000,9,0.009
decoded,mass_40000,0.01,4980000,-20000,100,84,0.84,1000,9,0.009
decoded,mass_40000,0.01,4990000,-10000,100,90,0.9,1000,10,0.01
decoded,mass_40000,0.01,5000000,0,100,99,0.99,1000,11,0.011
decoded,mass_40000,0.01,5010000,10000,100,89,0.89,1000,8,0.008
decoded,mass_40000,0.01,5020000,20000,100,82,0.82,1000,10,0.01
decoded,mass_40000,0.01,5050000,50000,100,69,0.69,1000,9,0.009
decoded,mass_40000,0.01,5100000,100000,100,47,0.47,1000,10,0.01
decoded,mass_40000,0.01,5200000,200000,100,13,0.13,1000,9,0.009
decoded,mass_40000,0.01,5500000,500000,100,8,0.08,1000,9,0.009
decoded,mass_40000,0.01,6000000,1000000,100,0,0.0,1000,11,0.011
decoded,mass_40000,0.01,7000000,2000000,100,1,0.01,1000,9,0.009
decoded,mass_40000,0.05,3000000,-2000000,100,4,0.04,1000,44,0.044
decoded,mass_40000,0.05,4000000,-1000000,100,6,0.06,1000,51,0.051
decoded,mass_40000,0.05,4500000,-500000,100,13,0.13,1000,51,0.051
decoded,mass_40000,0.05,4800000,-200000,100,31,0.31,1000,44,0.044
decoded,mass_40000,0.05,4900000,-100000,100,59,0.59,1000,42,0.042
decoded,mass_40000,0.05,4950000,-50000,100,78,0.78,1000,50,0.05
decoded,mass_40000,0.05,4980000,-20000,100,94,0.94,1000,55,0.055
decoded,mass_40000,0.05,4990000,-10000,100,95,0.95,1000,51,0.051
decoded,mass_40000,0.05,5000000,0,100,100,1.0,1000,49,0.049
decoded,mass_40000,0.05,5010000,10000,100,95,0.95,1000,48,0.048
decoded,mass_40000,0.05,5020000,20000,100,90,0.9,1000,50,0.05
decoded,mass_40000,0.05,5050000,50000,100,83,0.83,1000,47,0.047
decoded,mass_40000,0.05,5100000,100000,100,62,0.62,1000,50,0.05
decoded,mass_40000,0.05,5200000,200000,100,46,0.46,1000,52,0.052
decoded,mass_40000,0.05,5500000,500000,100,14,0.14,1000,50,0.05
decoded,mass_40000,0.05,6000000,1000000,100,10,0.1,1000,52,0.052
decoded,mass_40000,0.05,7000000,2000000,100,9,0.09,1000,59,0.059
decoded,all_50000,0.01,3000000,-2000000,100,1,0.01,1000,9,0.009
decoded,all_50000,0.01,4000000,-1000000,100,0,0.0,1000,9,0.009
decoded,all_50000,0.01,4500000,-500000,100,1,0.01,1000,8,0.008
decoded,all_50000,0.01,4800000,-200000,100,3,0.03,1000,12,0.012
decoded,all_50000,0.01,4900000,-100000,100,6,0.06,1000,11,0.011
decoded,all_50000,0.01,4950000,-50000,100,14,0.14,1000,14,0.014
decoded,all_50000,0.01,4980000,-20000,100,34,0.34,1000,10,0.01
decoded,all_50000,0.01,4990000,-10000,100,41,0.41,1000,12,0.012
decoded,all_50000,0.01,5000000,0,100,41,0.41,1000,14,0.014
decoded,all_50000,0.01,5010000,10000,100,35,0.35,1000,9,0.009
decoded,all_50000,0.01,5020000,20000,100,30,0.3,1000,12,0.012
decoded,all_50000,0.01,5050000,50000,100,13,0.13,1000,7,0.007
decoded,all_50000,0.01,5100000,100000,100,6,0.06,1000,12,0.012
decoded,all_50000,0.01,5200000,200000,100,2,0.02,1000,12,0.012
decoded,all_50000,0.01,5500000,500000,100,1,0.01,1000,9,0.009
decoded,all_50000,0.01,6000000,1000000,100,1,0.01,1000,11,0.011
decoded,all_50000,0.01,7000000,2000000,100,0,0.0,1000,7,0.007
decoded,all_50000,0.05,3000000,-2000000,100,6,0.06,1000,48,0.048
decoded,all_50000,0.05,4000000,-1000000,100,5,0.05,1000,52,0.052
decoded,all_50000,0.05,4500000,-500000,100,2,0.02,1000,51,0.051
decoded,all_50000,0.05,4800000,-200000,100,7,0.07,1000,48,0.048
decoded,all_50000,0.05,4900000,-100000,100,22,0.22,1000,53,0.053
decoded,all_50000,0.05,4950000,-50000,100,34,0.34,1000,46,0.046
decoded,all_50000,0.05,4980000,-20000,100,53,0.53,1000,51,0.051
decoded,all_50000,0.05,4990000,-10000,100,62,0.62,1000,49,0.049
decoded,all_50000,0.05,5000000,0,100,61,0.61,1000,50,0.05
decoded,all_50000,0.05,5010000,10000,100,59,0.59,1000,52,0.052
decoded,all_50000,0.05,5020000,20000,100,51,0.51,1000,49,0.049
decoded,all_50000,0.05,5050000,50000,100,30,0.3,1000,51,0.051
decoded,all_50000,0.05,5100000,100000,100,21,0.21,1000,50,0.05
decoded,all_50000,0.05,5200000,200000,100,7,0.07,1000,48,0.048
decoded,all_50000,0.05,5500000,500000,100,7,0.07,1000,50,0.05
decoded,all_50000,0.05,6000000,1000000,100,6,0.06,1000,52,0.052
decoded,all_50000,0.05,7000000,2000000,100,1,0.01,1000,53,0.053
decoded,mass_50000,0.01,3000000,-2000000,100,1,0.01,1000,12,0.012
decoded,mass_50000,0.01,4000000,-1000000,100,0,0.0,1000,8,0.008
decoded,mass_50000,0.01,4500000,-500000,100,4,0.04,1000,11,0.011
decoded,mass_50000,0.01,4800000,-200000,100,20,0.2,1000,15,0.015
decoded,mass_50000,0.01,4900000,-100000,100,43,0.43,1000,6,0.006
decoded,mass_50000,0.01,4950000,-50000,100,55,0.55,1000,9,0.009
decoded,mass_50000,0.01,4980000,-20000,100,85,0.85,1000,8,0.008
decoded,mass_50000,0.01,4990000,-10000,100,90,0.9,1000,9,0.009
decoded,mass_50000,0.01,5000000,0,100,98,0.98,1000,10,0.01
decoded,mass_50000,0.01,5010000,10000,100,89,0.89,1000,10,0.01
decoded,mass_50000,0.01,5020000,20000,100,82,0.82,1000,10,0.01
decoded,mass_50000,0.01,5050000,50000,100,66,0.66,1000,10,0.01
decoded,mass_50000,0.01,5100000,100000,100,46,0.46,1000,12,0.012
decoded,mass_50000,0.01,5200000,200000,100,15,0.15,1000,9,0.009
decoded,mass_50000,0.01,5500000,500000,100,6,0.06,1000,11,0.011
decoded,mass_50000,0.01,6000000,1000000,100,0,0.0,1000,10,0.01
decoded,mass_50000,0.01,7000000,2000000,100,1,0.01,1000,9,0.009
decoded,mass_50000,0.05,3000000,-2000000,100,4,0.04,1000,43,0.043
decoded,mass_50000,0.05,4000000,-1000000,100,6,0.06,1000,49,0.049
decoded,mass_50000,0.05,4500000,-500000,100,13,0.13,1000,53,0.053
decoded,mass_50000,0.05,4800000,-200000,100,31,0.31,1000,49,0.049
decoded,mass_50000,0.05,4900000,-100000,100,60,0.6,1000,44,0.044
decoded,mass_50000,0.05,4950000,-50000,100,77,0.77,1000,47,0.047
decoded,mass_50000,0.05,4980000,-20000,100,95,0.95,1000,55,0.055
decoded,mass_50000,0.05,4990000,-10000,100,95,0.95,1000,54,0.054
decoded,mass_50000,0.05,5000000,0,100,100,1.0,1000,51,0.051
decoded,mass_50000,0.05,5010000,10000,100,95,0.95,1000,51,0.051
decoded,mass_50000,0.05,5020000,20000,100,90,0.9,1000,52,0.052
decoded,mass_50000,0.05,5050000,50000,100,82,0.82,1000,46,0.046
decoded,mass_50000,0.05,5100000,100000,100,64,0.64,1000,47,0.047
decoded,mass_50000,0.05,5200000,200000,100,46,0.46,1000,53,0.053
decoded,mass_50000,0.05,5500000,500000,100,13,0.13,1000,51,0.051
decoded,mass_50000,0.05,6000000,1000000,100,10,0.1,1000,51,0.051
decoded,mass_50000,0.05,7000000,2000000,100,9,0.09,1000,55,0.055
