source,distance_bp,mode,cutoff_years,n,mean,sem
decoded,2480000.0,neutral,40000,1000,0.17542219,0.0013379519161142279
decoded,2480000.0,neutral,50000,1000,0.21368277,0.001633908577879426
decoded,2480000.0,selected,5000,99,0.004837070707070707,7.801273919898896e-05
decoded,2480000.0,selected,10000,99,0.021034141414141415,0.00038423083366845854
decoded,2480000.0,selected,20000,99,0.07402707070707071,0.0017124689041050653
decoded,2480000.0,selected,30000,99,0.1263482828282828,0.0031702122390949022
decoded,2480000.0,selected,40000,99,0.17118434343434344,0.004558039090404113
decoded,2480000.0,selected,50000,99,0.20881292929292933,0.005748706662200978
decoded,2530000.0,neutral,5000,1000,0.00473259,2.4164791102532398e-05
decoded,2530000.0,neutral,10000,1000,0.02106881,0.000125521144998529
decoded,2530000.0,neutral,20000,1000,0.07513006000000001,0.0005468606813450764
decoded,2530000.0,neutral,30000,1000,0.12946089,0.0010025144350583688
decoded,2530000.0,neutral,40000,1000,0.17559804000000004,0.0013832993551159722
decoded,2530000.0,neutral,50000,1000,0.21379732999999998,0.0016913792060297094
decoded,2530000.0,selected,5000,99,0.0048086868686868685,7.305192061710065e-05
decoded,2530000.0,selected,10000,99,0.021449292929292922,0.00040229939111721875
decoded,2530000.0,selected,20000,99,0.07405090909090908,0.0016838469436383668
decoded,2530000.0,selected,30000,99,0.1261031313131313,0.002963038019189691
decoded,2530000.0,selected,40000,99,0.1706608080808081,0.0041526952666018765
decoded,2530000.0,selected,50000,99,0.20605171717171714,0.005069894028429116
decoded,2580000.0,neutral,5000,1000,0.00473579,2.4558311965332362e-05
decoded,2580000.0,neutral,10000,1000,0.02113572,0.00012908243318188637
decoded,2580000.0,neutral,20000,1000,0.07559953,0.0005745044220979593
decoded,2580000.0,neutral,30000,1000,0.13018088,0.0010597900764924308
decoded,2580000.0,neutral,40000,1000,0.17630882,0.001446974658475355
decoded,2580000.0,neutral,50000,1000,0.21450101000000002,0.0017436550381230436
decoded,2580000.0,selected,5000,99,0.004774848484848485,6.974869689196689e-05
decoded,2580000.0,selected,10000,99,0.021885555555555557,0.00044369817784216105
decoded,2580000.0,selected,20000,99,0.07527878787878788,0.001666287695149967
decoded,2580000.0,selected,30000,99,0.12852636363636363,0.0030445238423782864
decoded,2580000.0,selected,40000,99,0.17350282828282826,0.004136964727935385
decoded,2580000.0,selected,50000,99,0.21034646464646464,0.004951067408870597
decoded,2630000.0,neutral,5000,1000,0.00473695,2.4599624774354566e-05
decoded,2630000.0,neutral,10000,1000,0.021201970000000004,0.00013217253117458672
decoded,2630000.0,neutral,20000,1000,0.07604306,0.0005707558482176725
decoded,2630000.0,neutral,30000,1000,0.13046492,0.0010300697916982952
decoded,2630000.0,neutral,40000,1000,0.17649695,0.0014277402318934869
decoded,2630000.0,neutral,50000,1000,0.21456641999999998,0.0017455964956166444
decoded,2630000.0,selected,5000,99,0.004785757575757576,6.860780824720972e-05
decoded,2630000.0,selected,10000,99,0.02211333333333334,0.0004823254584473219
decoded,2630000.0,selected,20000,99,0.07816323232323233,0.0018137931511905563
decoded,2630000.0,selected,30000,99,0.13272535353535353,0.0029839143801557054
decoded,2630000.0,selected,40000,99,0.17920555555555556,0.003986361194953106
decoded,2630000.0,selected,50000,99,0.21800959595959593,0.004847314185378819
decoded,2680000.0,neutral,5000,1000,0.0047372000000000004,2.4762676554648734e-05
decoded,2680000.0,neutral,10000,1000,0.02129966,0.0001400496025541507
decoded,2680000.0,neutral,20000,1000,0.07621417999999999,0.0006107172983845685
decoded,2680000.0,neutral,30000,1000,0.13082694,0.0010819787475947237
decoded,2680000.0,neutral,40000,1000,0.17692525,0.0014429704088227998
decoded,2680000.0,neutral,50000,1000,0.21539187,0.0017378932128362557
decoded,2680000.0,selected,5000,99,0.0047957575757575765,7.907122827281e-05
decoded,2680000.0,selected,10000,99,0.022180202020202024,0.000502863660503929
decoded,2680000.0,selected,20000,99,0.07680383838383838,0.001787085543961512
decoded,2680000.0,selected,30000,99,0.13021939393939394,0.0030986598862184477
decoded,2680000.0,selected,40000,99,0.17569353535353532,0.004290275329854745
decoded,2680000.0,selected,50000,99,0.21342626262626266,0.005296467163229659
decoded,2730000.0,neutral,5000,1000,0.004745,2.5507925322421938e-05
decoded,2730000.0,neutral,10000,1000,0.02124691,0.00013818914788250373
decoded,2730000.0,neutral,20000,1000,0.07589694,0.0006002493199350438
decoded,2730000.0,neutral,30000,1000,0.13055084,0.0010653185807883824
decoded,2730000.0,neutral,40000,1000,0.17687683,0.0014380041193607195
decoded,2730000.0,neutral,50000,1000,0.21509743,0.0017253599051494726
decoded,2730000.0,selected,5000,99,0.0048375757575757575,8.308572873918503e-05
decoded,2730000.0,selected,10000,99,0.021736262626262624,0.0004884834816555326
decoded,2730000.0,selected,20000,99,0.07556020202020201,0.0018558837555506097
decoded,2730000.0,selected,30000,99,0.1300149494949495,0.0033539551270559717
decoded,2730000.0,selected,40000,99,0.1773110101010101,0.004507852816240001
decoded,2730000.0,selected,50000,99,0.21723606060606057,0.005622596789486741
decoded,2780000.0,neutral,5000,1000,0.004742499999999999,2.5025359510277144e-05
decoded,2780000.0,neutral,10000,1000,0.0211779,0.00013329029106312168
decoded,2780000.0,neutral,20000,1000,0.07553851,0.0005756260494702517
decoded,2780000.0,neutral,30000,1000,0.13008208999999998,0.0010296662986708455
decoded,2780000.0,neutral,40000,1000,0.17653485,0.0013998417438715654
decoded,2780000.0,neutral,50000,1000,0.21504831000000002,0.0016933650334704801
decoded,2780000.0,selected,5000,99,0.004800404040404041,8.05526058463395e-05
decoded,2780000.0,selected,10000,99,0.02140979797979798,0.00044503335755675564
decoded,2780000.0,selected,20000,99,0.0753030303030303,0.0018569973050662747
decoded,2780000.0,selected,30000,99,0.12839636363636364,0.003291684125751732
decoded,2780000.0,selected,40000,99,0.17224191919191917,0.004540978716885845
decoded,2780000.0,selected,50000,99,0.20866686868686865,0.005508255303851021
decoded,2830000.0,neutral,5000,1000,0.0047447,2.4419447565811545e-05
decoded,2830000.0,neutral,10000,1000,0.02120284,0.00012890967162256615
decoded,2830000.0,neutral,20000,1000,0.07468119,0.0005387567723413264
decoded,2830000.0,neutral,30000,1000,0.12822242,0.000964262884411639
decoded,2830000.0,neutral,40000,1000,0.1740171,0.0013083017208514185
decoded,2830000.0,neutral,50000,1000,0.21241015,0.0015810523456853975
decoded,2830000.0,selected,5000,99,0.004783737373737374,7.861307906404391e-05
decoded,2830000.0,selected,10000,99,0.02167222222222222,0.00043300733552581087
decoded,2830000.0,selected,20000,99,0.07679161616161616,0.001912322363902371
decoded,2830000.0,selected,30000,99,0.130909898989899,0.0033567202137783107
decoded,2830000.0,selected,40000,99,0.17637656565656568,0.004599754038223623
decoded,2830000.0,selected,50000,99,0.21379858585858588,0.005563192550927121
decoded,2880000.0,neutral,5000,1000,0.00474775,2.3768933499416835e-05
decoded,2880000.0,neutral,10000,1000,0.02120307,0.0001289328598824111
decoded,2880000.0,neutral,20000,1000,0.07485685,0.0005645128556035208
decoded,2880000.0,neutral,30000,1000,0.12836970000000003,0.001008433322076911
decoded,2880000.0,neutral,40000,1000,0.17397104,0.0013684342519172123
decoded,2880000.0,neutral,50000,1000,0.21192355,0.0016485312321338715
decoded,2880000.0,selected,5000,99,0.004772020202020202,7.917100105935286e-05
decoded,2880000.0,selected,10000,99,0.02156090909090909,0.00040746750659698784
decoded,2880000.0,selected,20000,99,0.0765871717171717,0.0017691993668079316
decoded,2880000.0,selected,30000,99,0.1306430303030303,0.0031171979726133466
decoded,2880000.0,selected,40000,99,0.17548626262626263,0.00422004666668673
decoded,2880000.0,selected,50000,99,0.21254717171717172,0.005080492159036709
decoded,2930000.0,neutral,5000,1000,0.0047427500000000004,2.3926592304783383e-05
decoded,2930000.0,neutral,10000,1000,0.0212637,0.0001290817927487034
decoded,2930000.0,neutral,20000,1000,0.07563597999999999,0.0005516940613936106
decoded,2930000.0,neutral,30000,1000,0.12977157,0.0010074911878168607
decoded,2930000.0,neutral,40000,1000,0.17578273,0.0013850940669215652
decoded,2930000.0,neutral,50000,1000,0.21399179000000004,0.0016776799215628454
decoded,2930000.0,selected,5000,99,0.004721818181818182,7.98770395537661e-05
decoded,2930000.0,selected,10000,99,0.021204141414141415,0.000400557409240324
decoded,2930000.0,selected,20000,99,0.0749090909090909,0.0017629933579300068
decoded,2930000.0,selected,30000,99,0.12887666666666667,0.0030911453794267236
decoded,2930000.0,selected,40000,99,0.17533151515151515,0.004229374188561891
decoded,2930000.0,selected,50000,99,0.2143446464646465,0.005220561058712111
decoded,2980000.0,neutral,5000,1000,0.0047464199999999995,2.362510379086469e-05
decoded,2980000.0,neutral,10000,1000,0.02124727,0.00012946932359772663
decoded,2980000.0,neutral,20000,1000,0.07548681,0.0005541777856807705
decoded,2980000.0,neutral,30000,1000,0.12974622,0.0009831278566362028
decoded,2980000.0,neutral,40000,1000,0.17540951000000002,0.001328523319581019
decoded,2980000.0,neutral,50000,1000,0.21315289999999998,0.0016067197531477466
decoded,2980000.0,selected,5000,99,0.004721818181818182,8.342670880379932e-05
decoded,2980000.0,selected,10000,99,0.021086161616161617,0.00038932177327655426
decoded,2980000.0,selected,20000,99,0.07519313131313131,0.0019194180657482332
decoded,2980000.0,selected,30000,99,0.1305059595959596,0.003524682789065882
decoded,2980000.0,selected,40000,99,0.17837555555555554,0.00481089330556079
decoded,2980000.0,selected,50000,99,0.21815737373737373,0.005887145589400953
decoded,3030000.0,neutral,5000,1000,0.00474357,2.3741036032403723e-05
decoded,3030000.0,neutral,10000,1000,0.02116457,0.00013094842842129113
decoded,3030000.0,neutral,20000,1000,0.07527719999999999,0.00057477377815629
decoded,3030000.0,neutral,30000,1000,0.12945804,0.0010189178734280754
decoded,3030000.0,neutral,40000,1000,0.17541549999999997,0.0013820543386368514
decoded,3030000.0,neutral,50000,1000,0.21349045,0.001674102689356902
decoded,3030000.0,selected,5000,99,0.004668484848484849,8.00636681862486e-05
decoded,3030000.0,selected,10000,99,0.021253838383838385,0.00039773492121580097
decoded,3030000.0,selected,20000,99,0.07432696969696971,0.0018585157399408888
decoded,3030000.0,selected,30000,99,0.1262569696969697,0.003294107829376473
decoded,3030000.0,selected,40000,99,0.17049989898989895,0.004316833747945304
decoded,3030000.0,selected,50000,99,0.20743040404040405,0.005160079500136221
decoded,3080000.0,neutral,5000,1000,0.004733179999999999,2.381054870912953e-05
decoded,3080000.0,neutral,10000,1000,0.02111773,0.00013290380946259466
decoded,3080000.0,neutral,20000,1000,0.07524865,0.0005790519185719894
decoded,3080000.0,neutral,30000,1000,0.12996157,0.0010768391514024242
decoded,3080000.0,neutral,40000,1000,0.17631689,0.001464258607315319
decoded,3080000.0,neutral,50000,1000,0.21487697,0.001771487816611648
decoded,3080000.0,selected,5000,99,0.004671515151515151,7.627300233439977e-05
decoded,3080000.0,selected,10000,99,0.021386161616161612,0.00038504012772726557
decoded,3080000.0,selected,20000,99,0.07495959595959595,0.0018228767517344255
decoded,3080000.0,selected,30000,99,0.1268076767676768,0.0031000357018720814
decoded,3080000.0,selected,40000,99,0.17095949494949497,0.004074173096823019
decoded,3080000.0,selected,50000,99,0.207619696969697,0.00487835010231634
decoded,3130000.0,neutral,5000,1000,0.0047357200000000006,2.4035402684003075e-05
decoded,3130000.0,neutral,10000,1000,0.021068310000000003,0.00013342405338589414
decoded,3130000.0,neutral,20000,1000,0.07530598000000001,0.0005870305321576428
decoded,3130000.0,neutral,30000,1000,0.12929674,0.0010745085943312375
decoded,3130000.0,neutral,40000,1000,0.17506432,0.0014720428824546471
decoded,3130000.0,neutral,50000,1000,0.21291969,0.0017706595239496649
decoded,3130000.0,selected,5000,99,0.00466040404040404,7.443221750643713e-05
decoded,3130000.0,selected,10000,99,0.02123383838383838,0.000342452012538977
decoded,3130000.0,selected,20000,99,0.07546858585858586,0.0017263281211585245
decoded,3130000.0,selected,30000,99,0.1281349494949495,0.0029774008633931905
decoded,3130000.0,selected,40000,99,0.17234292929292924,0.0038787992493595365
decoded,3130000.0,selected,50000,99,0.20924363636363638,0.004607353515893849
decoded,3180000.0,neutral,5000,1000,0.00472742,2.4026931494409293e-05
decoded,3180000.0,neutral,10000,1000,0.021017849999999998,0.00013409739441424165
decoded,3180000.0,neutral,20000,1000,0.07503268,0.0005979676125705166
decoded,3180000.0,neutral,30000,1000,0.12925763,0.0010909431142647455
decoded,3180000.0,neutral,40000,1000,0.17499056,0.0014776845954567065
decoded,3180000.0,neutral,50000,1000,0.21265964,0.0017641772709435166
decoded,3180000.0,selected,5000,99,0.004671717171717172,6.958664663200503e-05
decoded,3180000.0,selected,10000,99,0.02117181818181818,0.0003769743699587274
decoded,3180000.0,selected,20000,99,0.07275232323232325,0.001615211994834014
decoded,3180000.0,selected,30000,99,0.12427262626262625,0.0027987786068357757
decoded,3180000.0,selected,40000,99,0.16873464646464648,0.0039079314037458275
decoded,3180000.0,selected,50000,99,0.20607585858585864,0.004786274637156781
decoded,3230000.0,neutral,5000,1000,0.00473203,2.3757643079748144e-05
decoded,3230000.0,neutral,10000,1000,0.021039000000000002,0.00013236101782261662
decoded,3230000.0,neutral,20000,1000,0.07548572,0.0006157540684026006
decoded,3230000.0,neutral,30000,1000,0.13026134000000003,0.0010832747002864419
decoded,3230000.0,neutral,40000,1000,0.17616967,0.0014381551590327635
decoded,3230000.0,neutral,50000,1000,0.21415341000000002,0.0017128537184280018
decoded,3230000.0,selected,5000,99,0.0046873737373737375,7.014996831943112e-05
decoded,3230000.0,selected,10000,99,0.021250404040404035,0.00044437453395924584
decoded,3230000.0,selected,20000,99,0.07496686868686869,0.0018425970522775003
decoded,3230000.0,selected,30000,99,0.12804707070707072,0.003373664550229508
decoded,3230000.0,selected,40000,99,0.17294696969696968,0.004467565565626245
decoded,3230000.0,selected,50000,99,0.211080202020202,0.005322616464797138
decoded,3280000.0,neutral,5000,1000,0.00474724,2.3647189515288536e-05
decoded,3280000.0,neutral,10000,1000,0.021080579999999998,0.00013392373961188374
decoded,3280000.0,neutral,20000,1000,0.07566178999999999,0.0005796612355884633
decoded,3280000.0,neutral,30000,1000,0.13062821000000002,0.0010318243601534645
decoded,3280000.0,neutral,40000,1000,0.17720632999999997,0.0013970758741131883
decoded,3280000.0,neutral,50000,1000,0.21572455,0.0016867277460475914
decoded,3280000.0,selected,5000,99,0.004754242424242425,7.204182500301341e-05
decoded,3280000.0,selected,10000,99,0.021425454545454543,0.0004908784395326464
decoded,3280000.0,selected,20000,99,0.0745820202020202,0.0017521344345931902
decoded,3280000.0,selected,30000,99,0.1272307070707071,0.0030701862390774604
decoded,3280000.0,selected,40000,99,0.17234525252525254,0.004260111679549162
decoded,3280000.0,selected,50000,99,0.21032323232323233,0.005257901124867642
decoded,3330000.0,neutral,5000,1000,0.0047465,2.3854617850487415e-05
decoded,3330000.0,neutral,10000,1000,0.021040120000000002,0.00013186727556131569
decoded,3330000.0,neutral,20000,1000,0.07494469,0.000550096161312357
decoded,3330000.0,neutral,30000,1000,0.12919269,0.0009839828154215625
decoded,3330000.0,neutral,40000,1000,0.17494601,0.0013432910690822659
decoded,3330000.0,neutral,50000,1000,0.21287265,0.001623610815669278
decoded,3330000.0,selected,5000,99,0.004848585858585859,7.779214890509267e-05
decoded,3330000.0,selected,10000,99,0.02174515151515152,0.0005147411676453121
decoded,3330000.0,selected,20000,99,0.07595070707070707,0.0019163411960625258
decoded,3330000.0,selected,30000,99,0.12816020202020204,0.0033704716828157617
decoded,3330000.0,selected,40000,99,0.17120000000000002,0.004619662722912722
decoded,3330000.0,selected,50000,99,0.2079028282828283,0.005718201748059174
decoded,3380000.0,neutral,5000,1000,0.00474497,2.3846972075657265e-05
decoded,3380000.0,neutral,10000,1000,0.021025280000000004,0.00012622346963178397
decoded,3380000.0,neutral,20000,1000,0.07455519,0.0005434003252459252
decoded,3380000.0,neutral,30000,1000,0.12770057,0.000983778049269918
decoded,3380000.0,neutral,40000,1000,0.17292095999999998,0.0013430067571043821
decoded,3380000.0,neutral,50000,1000,0.21051262000000004,0.001628434246333032
decoded,3380000.0,selected,5000,99,0.004918585858585859,8.030656706965302e-05
decoded,3380000.0,selected,10000,99,0.02180909090909091,0.00048730556098746416
decoded,3380000.0,selected,20000,99,0.07661090909090909,0.001735098104339439
decoded,3380000.0,selected,30000,99,0.13062272727272728,0.0031518794928779973
decoded,3380000.0,selected,40000,99,0.17547545454545455,0.004262551220102059
decoded,3380000.0,selected,50000,99,0.21228818181818185,0.005093376674519488
decoded,3430000.0,neutral,5000,1000,0.00475786,2.3712880911460784e-05
decoded,3430000.0,neutral,10000,1000,0.021099940000000005,0.00012752176832916723
decoded,3430000.0,neutral,20000,1000,0.07504294,0.0005722464033111108
decoded,3430000.0,neutral,30000,1000,0.1281704,0.0010129306726462516
decoded,3430000.0,neutral,40000,1000,0.17276598999999998,0.0013696754520191139
decoded,3430000.0,neutral,50000,1000,0.20995881,0.0016316292876190094
decoded,3430000.0,selected,5000,99,0.004882929292929293,8.339456655987853e-05
decoded,3430000.0,selected,10000,99,0.021340202020202027,0.00043474722904249946
decoded,3430000.0,selected,20000,99,0.07641373737373737,0.0017278760875061871
decoded,3430000.0,selected,30000,99,0.13163262626262626,0.0035083274070899164
decoded,3430000.0,selected,40000,99,0.17896434343434345,0.004933279724343968
decoded,3430000.0,selected,50000,99,0.2181064646464647,0.006020544717497338
decoded,3480000.0,neutral,5000,1000,0.004741,2.399484429106704e-05
decoded,3480000.0,neutral,10000,1000,0.0212015,0.0001297104118447742
decoded,3480000.0,neutral,20000,1000,0.07497192,0.0005626610410902472
decoded,3480000.0,neutral,30000,1000,0.12822593000000002,0.0009813148837331145
decoded,3480000.0,neutral,40000,1000,0.17326434000000002,0.0013324154208872766
decoded,3480000.0,neutral,50000,1000,0.21075187,0.001617464708080206
decoded,3480000.0,selected,5000,99,0.004864040404040404,8.198122867535586e-05
decoded,3480000.0,selected,10000,99,0.02117666666666667,0.0004354914861017608
decoded,3480000.0,selected,20000,99,0.07566454545454546,0.0017044389599110957
decoded,3480000.0,selected,30000,99,0.1313544444444444,0.0031262362097333714
decoded,3480000.0,selected,40000,99,0.17901919191919194,0.004276831136932537
decoded,3480000.0,selected,50000,99,0.21842676767676766,0.005218006071277648
decoded,3530000.0,neutral,5000,1000,0.00472574,2.4081785332171383e-05
decoded,3530000.0,neutral,10000,1000,0.0211527,0.00013207234007547915
decoded,3530000.0,neutral,20000,1000,0.07485898,0.0005746260013269509
decoded,3530000.0,neutral,30000,1000,0.12819861,0.001024541598303629
decoded,3530000.0,neutral,40000,1000,0.17354141,0.0013922457081362197
decoded,3530000.0,neutral,50000,1000,0.21134154,0.0016819105415265398
decoded,3530000.0,selected,5000,99,0.004824444444444445,7.953213298875573e-05
decoded,3530000.0,selected,10000,99,0.021152727272727274,0.0004335383849132549
decoded,3530000.0,selected,20000,99,0.07560070707070707,0.001623555725633962
decoded,3530000.0,selected,30000,99,0.13237171717171717,0.002868249491258097
decoded,3530000.0,selected,40000,99,0.1802312121212121,0.0039008992490186384
decoded,3530000.0,selected,50000,99,0.22024303030303027,0.004722202520989353
decoded,3580000.0,neutral,5000,1000,0.00471419,2.4063965141229706e-05
decoded,3580000.0,neutral,10000,1000,0.021014380000000003,0.00013063736347743832
decoded,3580000.0,neutral,20000,1000,0.07500814,0.000588010362261182
decoded,3580000.0,neutral,30000,1000,0.12891429,0.0010425895317082018
decoded,3580000.0,neutral,40000,1000,0.17449746,0.0014143255999419127
decoded,3580000.0,neutral,50000,1000,0.21227104000000002,0.001709697749109974
decoded,3580000.0,selected,5000,99,0.004806868686868687,7.818673323434031e-05
decoded,3580000.0,selected,10000,99,0.021666464646464646,0.00044847779174370285
decoded,3580000.0,selected,20000,99,0.07722323232323232,0.0018840153581880187
decoded,3580000.0,selected,30000,99,0.1339648484848485,0.0035265119781283656
decoded,3580000.0,selected,40000,99,0.1809746464646465,0.004908800187503195
decoded,3580000.0,selected,50000,99,0.220170101010101,0.0059724976457188215
decoded,3630000.0,neutral,5000,1000,0.0046974700000000005,2.366712555279859e-05
decoded,3630000.0,neutral,10000,1000,0.020914230000000002,0.00012888392325178795
decoded,3630000.0,neutral,20000,1000,0.07489620999999999,0.0005822629081696087
decoded,3630000.0,neutral,30000,1000,0.12887904,0.0010216696234585318
decoded,3630000.0,neutral,40000,1000,0.17448550999999998,0.0013791765671382482
decoded,3630000.0,neutral,50000,1000,0.21241578,0.001669811363652129
decoded,3630000.0,selected,5000,99,0.004799292929292929,7.715170871739565e-05
decoded,3630000.0,selected,10000,99,0.022074040404040405,0.00048739493461465253
decoded,3630000.0,selected,20000,99,0.07924313131313131,0.0021205470576421553
decoded,3630000.0,selected,30000,99,0.1363220202020202,0.0038187772868551345
decoded,3630000.0,selected,40000,99,0.18253949494949492,0.0050185552248133
decoded,3630000.0,selected,50000,99,0.22047030303030307,0.005979745370759931
decoded,3680000.0,neutral,5000,1000,0.0046912099999999995,2.345554942223053e-05
decoded,3680000.0,neutral,10000,1000,0.02094325,0.0001279909959041359
decoded,3680000.0,neutral,20000,1000,0.07525188999999999,0.0005680863938511278
decoded,3680000.0,neutral,30000,1000,0.12939065,0.001039501455965529
decoded,3680000.0,neutral,40000,1000,0.17560334,0.0014501956648365457
decoded,3680000.0,neutral,50000,1000,0.21374599,0.0017740704153608332
decoded,3680000.0,selected,5000,99,0.004828282828282828,7.562425429478665e-05
decoded,3680000.0,selected,10000,99,0.021784141414141416,0.0005224400833537976
decoded,3680000.0,selected,20000,99,0.07736626262626263,0.0020858751820062183
decoded,3680000.0,selected,30000,99,0.1324330303030303,0.0034006909742493015
decoded,3680000.0,selected,40000,99,0.17839191919191913,0.0043494325712147034
decoded,3680000.0,selected,50000,99,0.2161656565656566,0.005165834738938423
decoded,3730000.0,neutral,5000,1000,0.00469697,2.3537105055941233e-05
decoded,3730000.0,neutral,10000,1000,0.021034660000000004,0.00013059783259410654
decoded,3730000.0,neutral,20000,1000,0.07522197,0.0005727192182230504
decoded,3730000.0,neutral,30000,1000,0.12930658,0.0010002716463391682
decoded,3730000.0,neutral,40000,1000,0.17539225,0.0013674066090493976
decoded,3730000.0,neutral,50000,1000,0.21355045,0.0016695921259291039
decoded,3730000.0,selected,5000,99,0.00482989898989899,7.677555319855692e-05
decoded,3730000.0,selected,10000,99,0.021549393939393938,0.0004998050912247894
decoded,3730000.0,selected,20000,99,0.07649838383838384,0.0019550242833811533
decoded,3730000.0,selected,30000,99,0.13231909090909091,0.003462924396223842
decoded,3730000.0,selected,40000,99,0.17864454545454542,0.004795368606865454
decoded,3730000.0,selected,50000,99,0.217000101010101,0.00580489132331598
decoded,3780000.0,neutral,5000,1000,0.0046853,2.310153655043298e-05
decoded,3780000.0,neutral,10000,1000,0.02111432,0.00013381576662335794
decoded,3780000.0,neutral,20000,1000,0.07450558000000002,0.0005836488986544055
decoded,3780000.0,neutral,30000,1000,0.12806189,0.0010427164341708583
decoded,3780000.0,neutral,40000,1000,0.17378818000000001,0.0014204341855795935
decoded,3780000.0,neutral,50000,1000,0.21153327,0.001708364486526785
decoded,3780000.0,selected,5000,99,0.004807171717171717,7.449825854171426e-05
decoded,3780000.0,selected,10000,99,0.021493434343434342,0.00045766060511097677
decoded,3780000.0,selected,20000,99,0.07724717171717171,0.002141325715591063
decoded,3780000.0,selected,30000,99,0.13350868686868686,0.0038558546179819422
decoded,3780000.0,selected,40000,99,0.17863242424242426,0.0049549437572401454
decoded,3780000.0,selected,50000,99,0.21524171717171722,0.0057257908403181125
decoded,3830000.0,neutral,5000,1000,0.00470584,2.354594457451019e-05
decoded,3830000.0,neutral,10000,1000,0.021196730000000004,0.00013406479096047283
decoded,3830000.0,neutral,20000,1000,0.07490284,0.0005645070179437167
decoded,3830000.0,neutral,30000,1000,0.12852975,0.0010159524677139941
decoded,3830000.0,neutral,40000,1000,0.17456427,0.001393676629643733
decoded,3830000.0,neutral,50000,1000,0.21284724,0.0016997235539175607
decoded,3830000.0,selected,5000,99,0.004845050505050505,7.237516691069483e-05
decoded,3830000.0,selected,10000,99,0.021734545454545454,0.00044738621725617684
decoded,3830000.0,selected,20000,99,0.07721959595959596,0.002148255009547998
decoded,3830000.0,selected,30000,99,0.13288979797979794,0.003835897996572807
decoded,3830000.0,selected,40000,99,0.18026949494949493,0.005150688424533574
decoded,3830000.0,selected,50000,99,0.21875464646464646,0.0061539325612255755
decoded,3880000.0,neutral,5000,1000,0.00472008,2.3849792582037404e-05
decoded,3880000.0,neutral,10000,1000,0.02125412,0.00013454964300224672
decoded,3880000.0,neutral,20000,1000,0.07603691,0.0005835160429021847
decoded,3880000.0,neutral,30000,1000,0.13054796,0.0010691827431157765
decoded,3880000.0,neutral,40000,1000,0.17705896000000002,0.0014794066111246899
decoded,3880000.0,neutral,50000,1000,0.21566341999999997,0.0017835786412359487
decoded,3880000.0,selected,5000,99,0.004827676767676768,7.452022428658343e-05
decoded,3880000.0,selected,10000,99,0.02175050505050506,0.00040744778267127546
decoded,3880000.0,selected,20000,99,0.07731010101010101,0.001837160880518086
decoded,3880000.0,selected,30000,99,0.13401030303030306,0.0032935357482961982
decoded,3880000.0,selected,40000,99,0.18126747474747473,0.004482388060863104
decoded,3880000.0,selected,50000,99,0.22105838383838386,0.005439949223215798
decoded,3930000.0,neutral,5000,1000,0.0047268499999999995,2.4306439074460916e-05
decoded,3930000.0,neutral,10000,1000,0.02127834,0.0001367820623363202
decoded,3930000.0,neutral,20000,1000,0.07583626,0.0005893644951305775
decoded,3930000.0,neutral,30000,1000,0.1304077,0.0010524620720591897
decoded,3930000.0,neutral,40000,1000,0.17675314000000003,0.0014294264434022122
decoded,3930000.0,neutral,50000,1000,0.21513534,0.0017238046051688113
decoded,3930000.0,selected,5000,99,0.004806767676767677,7.22857411327837e-05
decoded,3930000.0,selected,10000,99,0.0215289898989899,0.0003513295856251051
decoded,3930000.0,selected,20000,99,0.07550878787878787,0.001644904002970508
decoded,3930000.0,selected,30000,99,0.13087454545454547,0.0030526151596592375
decoded,3930000.0,selected,40000,99,0.17701737373737372,0.0040803159135990065
decoded,3930000.0,selected,50000,99,0.2155038383838384,0.0049470151744669556
decoded,3980000.0,neutral,5000,1000,0.00473965,2.4022319816149097e-05
decoded,3980000.0,neutral,10000,1000,0.021216290000000002,0.00014140209293991298
decoded,3980000.0,neutral,20000,1000,0.07602568,0.0006098292195480753
decoded,3980000.0,neutral,30000,1000,0.13051986,0.0010719044378601596
decoded,3980000.0,neutral,40000,1000,0.17630355,0.0014429494400650647
decoded,3980000.0,neutral,50000,1000,0.21401098000000002,0.0017354278570100477
decoded,3980000.0,selected,5000,99,0.00480979797979798,6.786583521420313e-05
decoded,3980000.0,selected,10000,99,0.02140494949494949,0.0003184787968568061
decoded,3980000.0,selected,20000,99,0.07366838383838385,0.0013717814954972971
decoded,3980000.0,selected,30000,99,0.12565080808080809,0.0026834262139391685
decoded,3980000.0,selected,40000,99,0.1693217171717172,0.0036379439267292257
decoded,3980000.0,selected,50000,99,0.20491767676767675,0.004401406797153347
decoded,4030000.0,neutral,5000,1000,0.00474885,2.3742191751587916e-05
decoded,4030000.0,neutral,10000,1000,0.021133720000000005,0.00013977368008049026
decoded,4030000.0,neutral,20000,1000,0.07609064,0.0006014963223630018
decoded,4030000.0,neutral,30000,1000,0.1308481,0.0010579738232114253
decoded,4030000.0,neutral,40000,1000,0.17749209999999999,0.0014217436294697923
decoded,4030000.0,neutral,50000,1000,0.21592087,0.0017030688841521554
decoded,4030000.0,selected,5000,99,0.004875555555555556,6.737750625581329e-05
decoded,4030000.0,selected,10000,99,0.021626969696969697,0.00035406443697688053
decoded,4030000.0,selected,20000,99,0.07703737373737374,0.0016418562644494514
