attempt	seed	accepted	focal_allele_outcome	population_allele_frequency	ancestry_seconds	slim_seconds
144	911681	False	lost	0.0	5.830003647133708e-05	0.5707187000080012
145	911691	False	lost	0.0	0.00011329998960718513	0.6023595000151545
146	911701	False	lost	0.0	4.2600033339113e-05	0.5355802000267431
147	911711	False	lost	0.0	5.560001591220498e-05	0.5788076000171714
148	911721	False	lost	0.0	4.629994509741664e-05	0.5784654999733903
149	911731	False	lost	0.0	4.390004323795438e-05	0.5160234000068158
150	911741	False	lost	0.0	3.99000127799809e-05	0.5597630999982357
151	911751	False	lost	0.0	5.1099981646984816e-05	0.5425995000405237
152	911761	False	lost	0.0	3.9700011257082224e-05	0.5728026999859139
153	911771	False	lost	0.0	6.030005170032382e-05	0.5142631999915466
154	911781	False	lost	0.0	3.539997851476073e-05	0.55456520000007
155	911791	False	lost	0.0	3.570003900676966e-05	0.52020149998134
156	911801	False	lost	0.0	6.880000000819564e-05	0.7483520999667235
157	911811	False	lost	0.0	2.440001117065549e-05	0.4996184000046924
158	911821	False	lost	0.0	3.3400021493434906e-05	0.6630030999658629
159	911831	False	lost	0.0	4.2000028770416975e-05	0.4914282000390813
160	911841	False	lost	0.0	4.8499961849302053e-05	0.5718999999808148
161	911851	False	lost	0.0	4.989997250959277e-05	0.588707200018689
162	911861	False	lost	0.0	5.570001667365432e-05	0.5768093999940902
163	911871	False	lost	0.0	4.88999648950994e-05	0.5794346999609843
164	911881	False	lost	0.0	0.00021199998445808887	0.5796729000285268
165	911891	False	lost	0.0	7.319997530430555e-05	0.5523885000147857
166	911901	False	lost	0.0	0.0005780999781563878	0.5585224000387825
167	911911	False	lost	0.0	3.920000744983554e-05	0.5723343000281602
168	911921	False	lost	0.0	4.569999873638153e-05	0.5510920999804512
169	911931	False	lost	0.0	0.00022200000239536166	0.5506598000065424
170	911941	False	lost	0.0	3.4400029107928276e-05	0.5317083999980241
171	911951	False	segregating	0.1085	3.419996937736869e-05	2.6399631000240333
172	911961	False	lost	0.0	5.1600043661892414e-05	0.5384202999994159
173	911971	False	lost	0.0	4.179996903985739e-05	0.5496719999937341
174	911981	False	lost	0.0	4.6200002543628216e-05	0.5363010000437498
175	911991	False	lost	0.0	3.91000066883862e-05	0.5150859000277705
176	912001	False	lost	0.0	4.349998198449612e-05	0.4606529000448063
177	912011	False	lost	0.0	6.799999391660094e-05	0.7054801000049338
178	912021	False	lost	0.0	3.539997851476073e-05	0.7273955999989994
179	912031	False	lost	0.0	3.7699996028095484e-05	0.49099960003513843
180	912041	False	lost	0.0	5.0499977078288794e-05	0.577413399994839
181	912051	False	lost	0.0	5.289999535307288e-05	0.5575222999905236
182	912061	False	lost	0.0	6.86999992467463e-05	0.6183563999948092
183	912071	False	lost	0.0	4.439998883754015e-05	0.5963549000443891
184	912081	False	lost	0.0	4.510005237534642e-05	0.5464189000194892
185	912091	False	lost	0.0	4.9400026910007e-05	0.5851332999882288
186	912101	False	lost	0.0	3.470003139227629e-05	0.5499003000441007
187	912111	False	lost	0.0	4.9799971748143435e-05	0.5530100000323728
188	912121	False	lost	0.0	4.67000063508749e-05	0.5082680999767035
189	912131	False	lost	0.0	0.00048240000614896417	0.5412918000365607
190	912141	False	lost	0.0	0.00043680000817403197	0.5591042999876663
191	912151	False	lost	0.0	5.2099989261478186e-05	0.5541348999831825
192	912161	False	lost	0.0	5.4800009820610285e-05	0.502471899962984
193	912171	False	lost	0.0	4.780001472681761e-05	0.5060067999875173
194	912181	False	lost	0.0	4.650000482797623e-05	0.48721649998333305
195	912191	False	lost	0.0	3.980001201853156e-05	0.4922431000159122
196	912201	False	lost	0.0	3.689998993650079e-05	0.5090060999500565
197	912211	False	lost	0.0	3.5299977753311396e-05	0.5118468999862671
198	912221	False	lost	0.0	3.8300000596791506e-05	0.46101899998029694
199	912231	False	lost	0.0	0.0002373000024817884	0.48758299998007715
200	912241	False	lost	0.0	5.6100019719451666e-05	0.5552645999705419
201	912251	False	lost	0.0	4.600000102072954e-05	0.5909773000166751
202	912261	False	lost	0.0	0.00033650000113993883	0.5429504999774508
203	912271	False	lost	0.0	5.6299963034689426e-05	0.5844935000059195
204	912281	False	lost	0.0	0.00023380003403872252	0.5611777000012808
205	912291	False	lost	0.0	4.630000330507755e-05	0.5655152999679558
206	912301	False	lost	0.0	0.00010230002226307988	0.5889329999918118
207	912311	False	lost	0.0	4.1899969801306725e-05	0.5555529000121169
208	912321	False	lost	0.0	5.119998240843415e-05	0.5606736000045203
209	912331	False	lost	0.0	4.629994509741664e-05	0.639995000034105
210	912341	False	lost	0.0	6.799999391660094e-05	0.6581344999722205
211	912351	False	lost	0.0	0.0002182999742217362	0.6513754000188783
212	912361	False	lost	0.0	4.469999112188816e-05	0.5910518000018783
213	912371	False	lost	0.0	4.770001396536827e-05	0.5533313000341877
214	912381	False	lost	0.0	5.0099974032491446e-05	0.564460199966561
215	912391	False	lost	0.0	3.489997470751405e-05	0.5553018000209704
216	912401	False	lost	0.0	5.099998088553548e-05	0.5741508000064641
217	912411	False	lost	0.0	0.00012779998360201716	0.6173911999794655
218	912421	False	lost	0.0	4.3199979700148106e-05	0.4754807000281289
219	912431	False	lost	0.0	5.670002428814769e-05	0.6083295000134967
220	912441	False	lost	0.0	0.00023609999334439635	0.5611053999746218
221	912451	False	segregating	0.09275	4.8499961849302053e-05	3.0640955999842845
222	912461	False	lost	0.0	4.880002234131098e-05	0.8646323999855667
223	912471	False	lost	0.0	0.00013920001219958067	0.5485461999778636
224	912481	False	lost	0.0	5.129998316988349e-05	0.5423832999658771
225	912491	False	lost	0.0	0.0001441999920643866	1.0638220999971963
226	912501	False	lost	0.0	5.23999915458262e-05	0.6109708999865688
227	912511	False	segregating	0.026525	4.509999416768551e-05	2.978514800022822
228	912521	False	lost	0.0	4.6600005589425564e-05	0.5588970999815501
229	912531	False	lost	0.0	3.890000516548753e-05	0.546745200001169
230	912541	False	lost	0.0	3.370002377778292e-05	0.997812099987641
231	912551	False	lost	0.0	0.00027550000231713057	0.5457277999958023
232	912561	False	lost	0.0	5.200004670768976e-05	0.5616145999520086
233	912571	False	lost	0.0	3.439997090026736e-05	0.5075288999942131
234	912581	False	lost	0.0	4.840001929551363e-05	0.5391930000041611
235	912591	False	lost	0.0	5.1499984692782164e-05	0.4866038999753073
236	912601	False	lost	0.0	0.00024070002837106586	0.5349699999787845
237	912611	False	lost	0.0	2.5100016500800848e-05	0.4600458999630064
238	912621	False	lost	0.0	3.950000973418355e-05	0.4970521000213921
239	912631	False	segregating	0.07735	3.5800039768218994e-05	2.7529568999889307
240	912641	False	lost	0.0	9.460002183914185e-05	0.6001985999755561
241	912651	False	lost	0.0	7.539999205619097e-05	0.5955513000371866
242	912661	False	lost	0.0	5.010003224015236e-05	0.5496244000387378
243	912671	False	lost	0.0	4.840001929551363e-05	0.6078470000065863
244	912681	False	lost	0.0	8.239998714998364e-05	0.5258520999923348
245	912691	False	lost	0.0	5.129998316988349e-05	0.5774962000432424
246	912701	False	lost	0.0	5.7299970649182796e-05	0.8279390999814495
247	912711	False	lost	0.0	0.00025539996568113565	0.6208994000335224
248	912721	False	lost	0.0	4.640000406652689e-05	0.5714341999846511
249	912731	False	lost	0.0	4.2899977415800095e-05	0.531945499998983
250	912741	False	lost	0.0	4.9200025387108326e-05	0.5645744999637827
251	912751	False	lost	0.0	3.589998232200742e-05	0.5525789999519475
252	912761	False	lost	0.0	4.5199994929134846e-05	0.5803064999636263
253	912771	False	lost	0.0	3.239995567128062e-05	0.5212489999830723
254	912781	False	lost	0.0	4.9900030717253685e-05	0.5843677999801002
255	912791	False	lost	0.0	5.370000144466758e-05	0.5058281000237912
256	912801	False	lost	0.0	4.350004019215703e-05	0.5473929999861866
257	912811	False	lost	0.0	3.659998765215278e-05	0.5051015000208281
258	912821	False	segregating	0.196225	4.919996717944741e-05	2.3635436999611557
259	912831	False	lost	0.0	0.0002794000320136547	0.5268552000052296
260	912841	False	lost	0.0	5.080003757029772e-05	0.5292553000035696
261	912851	False	lost	0.0	5.3099996875971556e-05	0.5439065000391565
262	912861	False	lost	0.0	6.0399994254112244e-05	0.5529807999846525
263	912871	False	lost	0.0	6.0999998822808266e-05	0.5636064999853261
264	912881	False	lost	0.0	4.0300015825778246e-05	0.5823943999712355
265	912891	False	lost	0.0	4.47999918833375e-05	0.5376043999567628
266	912901	False	lost	0.0	4.529999569058418e-05	0.5507709000376053
267	912911	False	lost	0.0	4.549999721348286e-05	0.7427234000060707
268	912921	False	lost	0.0	4.2899977415800095e-05	0.7303187999641523
269	912931	False	lost	0.0	3.8700003642588854e-05	0.5458095999783836
270	912941	False	lost	0.0	4.3599982745945454e-05	0.5253473000484519
271	912951	False	lost	0.0	4.2599975131452084e-05	0.5450375000364147
272	912961	False	lost	0.0	0.00048100005369633436	0.5538109999615699
273	912971	False	lost	0.0	3.549997927621007e-05	0.4890484000206925
274	912981	False	lost	0.0	4.310003714635968e-05	0.48713759996462613
275	912991	False	lost	0.0	3.99000127799809e-05	0.5198040999821387
276	913001	False	lost	0.0	4.0000013541430235e-05	0.5202041000011377
277	913011	False	lost	0.0	3.609998384490609e-05	0.5506648999871686
278	913021	False	lost	0.0	2.400000812485814e-05	0.49900219996925443
279	913031	False	lost	0.0	2.47000134550035e-05	0.4673486000392586
280	913041	False	lost	0.0	4.269997589290142e-05	0.5421401999774389
281	913051	False	lost	0.0	0.0004154000198468566	0.5305124000296928
282	913061	False	lost	0.0	5.449994932860136e-05	0.5672497999621555
283	913071	False	lost	0.0	4.2000028770416975e-05	0.4940070000011474
284	913081	False	lost	0.0	5.460000829771161e-05	0.5495554000372067
285	913091	False	lost	0.0	4.4700049329549074e-05	0.511887900007423
286	913101	False	lost	0.0	4.8900023102760315e-05	0.543171200028155
287	913111	False	lost	0.0	4.420004552230239e-05	0.510079899977427
288	913121	False	lost	0.0	4.640000406652689e-05	0.5509158000349998
289	913131	False	lost	0.0	0.00011550000635907054	0.5038261999725364
290	913141	False	lost	0.0	3.619998460635543e-05	0.508395400014706
291	913151	False	lost	0.0	4.2199972085654736e-05	0.528333600028418
292	913161	False	lost	0.0	7.069995626807213e-05	0.5346946999779902
293	913171	False	lost	0.0	3.300001844763756e-05	0.44508189999032766
294	913181	False	lost	0.0	4.600000102072954e-05	0.5218660000246018
295	913191	False	lost	0.0	3.679998917505145e-05	0.4736496999976225
296	913201	False	lost	0.0	5.460000829771161e-05	0.5237681000144221
297	913211	False	lost	0.0	9.359995601698756e-05	0.4996837999788113
298	913221	False	lost	0.0	5.1900045946240425e-05	0.5402068999828771
299	913231	False	lost	0.0	4.1300023440271616e-05	0.5243957999628037
300	913241	False	lost	0.0	4.970002919435501e-05	0.5496235999744385
301	913251	False	lost	0.0	4.7200010158121586e-05	0.5658338000066578
302	913261	False	lost	0.0	4.1599967516958714e-05	0.6809999000397511
303	913271	False	lost	0.0	6.10999995842576e-05	0.584893400024157
304	913281	False	lost	0.0	3.980001201853156e-05	0.89060150005389
305	913291	False	lost	0.0	3.489997470751405e-05	0.587323900021147
306	913301	False	lost	0.0	4.4199987314641476e-05	0.5679206000058912
307	913311	False	lost	0.0	4.2700034100562334e-05	0.5690049999975599
308	913321	False	lost	0.0	5.069997860118747e-05	0.5470023999805562
309	913331	False	lost	0.0	5.6999968364834785e-05	0.6169254999840632
310	913341	False	segregating	0.0717	4.929996794089675e-05	2.424058399978094
311	913351	False	lost	0.0	4.099996294826269e-05	0.6168337999843061
312	913361	False	lost	0.0	4.3300038669258356e-05	0.5975646000006236
313	913371	False	lost	0.0	4.239997360855341e-05	0.5740079000242986
314	913381	False	lost	0.0	3.489997470751405e-05	0.5641691999626346
315	913391	False	lost	0.0	3.470003139227629e-05	0.5724819999886677
316	913401	False	lost	0.0	3.689998993650079e-05	0.5437712999992073
317	913411	False	lost	0.0	5.5999960750341415e-05	0.5182012000004761
318	913421	False	lost	0.0	3.5299977753311396e-05	0.5470196999958716
319	913431	False	lost	0.0	3.9000005926936865e-05	0.5053637999808416
320	913441	False	lost	0.0	4.910002462565899e-05	0.5741086000343785
321	913451	False	lost	0.0	4.910002462565899e-05	0.570298400009051
322	913461	False	lost	0.0	3.5100034438073635e-05	0.5730747999623418
323	913471	False	lost	0.0	4.3899985030293465e-05	0.5508842000272125
324	913481	False	lost	0.0	4.469999112188816e-05	0.5474702999927104
325	913491	False	lost	0.0	5.170004442334175e-05	0.5654066000133753
326	913501	False	lost	0.0	5.360000068321824e-05	0.5379370999871753
327	913511	False	lost	0.0	4.4199987314641476e-05	0.54949189996114
328	913521	False	lost	0.0	4.780001472681761e-05	0.6216977000003681
329	913531	False	lost	0.0	0.0005291000124998391	0.5541279000462964
330	913541	False	lost	0.0	4.4199987314641476e-05	0.5987714000511914
331	913551	False	lost	0.0	4.859996261075139e-05	0.6822150999796577
332	913561	False	lost	0.0	4.9600028432905674e-05	0.569921099988278
333	913571	False	lost	0.0	4.1000021155923605e-05	0.5513017000048421
334	913581	False	lost	0.0	3.8700003642588854e-05	0.5583904999657534
335	913591	False	lost	0.0	4.509999416768551e-05	0.5293135999818332
336	913601	False	lost	0.0	4.229997284710407e-05	0.5467694999533705
337	913611	False	lost	0.0	3.749999450519681e-05	0.5486472999909893
338	913621	False	lost	0.0	5.339999916031957e-05	0.5782055000308901
339	913631	False	lost	0.0	3.23000131174922e-05	0.5662796000251547
340	913641	False	lost	0.0	4.610000178217888e-05	0.8119901999598369
341	913651	False	lost	0.0	5.1900045946240425e-05	0.5488332000095397
342	913661	False	lost	0.0	6.0699996538460255e-05	0.60018210002454
343	913671	False	lost	0.0	5.199998850002885e-05	0.5497249000472948
344	913681	False	lost	0.0	4.509999416768551e-05	0.5544528000173159
345	913691	False	lost	0.0	4.869996337220073e-05	0.5816929999855347
346	913701	False	lost	0.0	4.910002462565899e-05	0.5535878999507986
347	913711	False	segregating	0.125625	5.289999535307288e-05	2.7131201999727637
348	913721	False	lost	0.0	0.00010010000551119447	0.656880300026387
349	913731	False	lost	0.0	3.9300008211284876e-05	0.5695355999632739
350	913741	False	lost	0.0	5.229999078437686e-05	0.5522564999992028
351	913751	False	segregating	0.01465	3.9000005926936865e-05	2.698168099974282
352	913761	False	lost	0.0	3.330002073198557e-05	0.5731970999622717
353	913771	False	lost	0.0	3.390002530068159e-05	0.5209994000033475
354	913781	False	lost	0.0	3.99000127799809e-05	0.5360961999977008
355	913791	False	lost	0.0	5.7699973694980145e-05	0.592900899995584
356	913801	False	lost	0.0	5.069997860118747e-05	0.5836526000057347
357	913811	False	lost	0.0	3.940000897273421e-05	0.5607062000199221
358	913821	False	lost	0.0	0.00022569997236132622	0.5411654000054114
359	913831	False	lost	0.0	4.67000063508749e-05	0.5401335000060499
360	913841	False	lost	0.0	4.169996827840805e-05	0.5755403999937698
361	913851	False	lost	0.0	5.040003452450037e-05	0.550527100043837
362	913861	False	lost	0.0	4.39999857917428e-05	0.5789111999911256
363	913871	False	lost	0.0	5.23999915458262e-05	0.5520275000017136
364	913881	False	lost	0.0	9.44999628700316e-05	0.5452178999548778
365	913891	False	segregating	0.063875	5.040003452450037e-05	2.7313369000330567
366	913901	False	lost	0.0	4.3199979700148106e-05	0.5575301999924704
367	913911	False	lost	0.0	4.970002919435501e-05	0.6079805000335909
368	913921	False	lost	0.0	5.370000144466758e-05	0.5915000000386499
369	913931	False	lost	0.0	4.870002157986164e-05	0.8094096000422724
370	913941	False	lost	0.0	5.720002809539437e-05	0.6284503000206314
371	913951	False	lost	0.0	5.909998435527086e-05	0.5426327000022866
372	913961	False	lost	0.0	5.819997750222683e-05	0.5478827999904752
373	913971	False	lost	0.0	4.309997893869877e-05	0.5858291999902576
374	913981	False	lost	0.0	9.670003782957792e-05	0.5914525000262074
375	913991	False	lost	0.0	5.470000905916095e-05	0.5336463000276126
376	914001	False	lost	0.0	0.00042459997348487377	0.5604819000000134
377	914011	False	segregating	0.051175	3.819999983534217e-05	2.675729600014165
378	914021	False	lost	0.0	5.9699988923966885e-05	0.5247017999645323
379	914031	False	lost	0.0	0.00012169999536126852	0.5777605000184849
380	914041	False	lost	0.0	3.819999983534217e-05	0.5513681000447832
381	914051	False	lost	0.0	5.259999306872487e-05	0.6016905999858864
382	914061	False	lost	0.0	5.3800002206116915e-05	0.536233099992387
383	914071	False	lost	0.0	5.43000060133636e-05	0.5197431999840774
384	914081	False	segregating	0.021825	8.990004425868392e-05	2.6881457999697886
385	914091	False	lost	0.0	0.0011822999804280698	0.5901261999970302
386	914101	False	lost	0.0	4.2599975131452084e-05	0.5419662999920547
387	914111	False	lost	0.0	7.099995855242014e-05	0.5858565999660641
388	914121	False	lost	0.0	6.10999995842576e-05	0.5756949999486096
389	914131	False	lost	0.0	3.4999975468963385e-05	0.5656558999908157
390	914141	False	lost	0.0	5.129998316988349e-05	0.5499584999633953
391	914151	False	lost	0.0	0.00029280001763254404	0.5410990999662317
392	914161	False	lost	0.0	3.5699980799108744e-05	0.5529344000387937
393	914171	False	segregating	0.05625	4.47999918833375e-05	2.5690963999950327
394	914181	False	lost	0.0	3.15000070258975e-05	0.5279454000410624
395	914191	False	lost	0.0	4.569999873638153e-05	0.5545081000309438
396	914201	False	lost	0.0	3.940000897273421e-05	0.5607318999827839
397	914211	False	lost	0.0	4.520005313679576e-05	0.5726300000096671
398	914221	False	lost	0.0	4.789995728060603e-05	0.5789017000352032
399	914231	False	lost	0.0	4.529999569058418e-05	0.9383438000222668
400	914241	False	lost	0.0	5.879998207092285e-05	0.5231727999635041
401	914251	False	lost	0.0	5.1099981646984816e-05	0.7934917000238784
402	914261	False	lost	0.0	4.770001396536827e-05	0.5472070000250824
403	914271	False	lost	0.0	4.229997284710407e-05	0.5535716000013053
404	914281	False	lost	0.0	4.870002157986164e-05	0.8434566000360064
405	914291	False	lost	0.0	5.339999916031957e-05	0.5561986999819055
406	914301	False	lost	0.0	4.47999918833375e-05	0.7867848000023514
