source,onset_years,cutoff_years,alpha,stride_bp,max_gap_strides,min_significant_strides,mode,n,called,region_call_rate
median,50000,50000,0.01,20000,1,3,selected,100,50,0.5
median,50000,50000,0.01,20000,1,5,neutral,1000,79,0.079
median,50000,50000,0.01,20000,1,5,selected,100,15,0.15
median,50000,50000,0.01,20000,1,10,neutral,1000,4,0.004
median,50000,50000,0.01,20000,1,10,selected,100,0,0.0
median,50000,50000,0.01,20000,1,20,neutral,1000,0,0.0
median,50000,50000,0.01,20000,1,20,selected,100,0,0.0
median,50000,50000,0.01,50000,0,1,neutral,1000,819,0.819
median,50000,50000,0.01,50000,0,1,selected,100,80,0.8
median,50000,50000,0.01,50000,0,3,neutral,1000,31,0.031
median,50000,50000,0.01,50000,0,3,selected,100,9,0.09
median,50000,50000,0.01,50000,0,5,neutral,1000,1,0.001
median,50000,50000,0.01,50000,0,5,selected,100,1,0.01
median,50000,50000,0.01,50000,0,10,neutral,1000,0,0.0
median,50000,50000,0.01,50000,0,10,selected,100,0,0.0
median,50000,50000,0.01,50000,0,20,neutral,1000,0,0.0
median,50000,50000,0.01,50000,0,20,selected,100,0,0.0
median,50000,50000,0.01,50000,1,1,neutral,1000,819,0.819
median,50000,50000,0.01,50000,1,1,selected,100,80,0.8
median,50000,50000,0.01,50000,1,3,neutral,1000,42,0.042
median,50000,50000,0.01,50000,1,3,selected,100,12,0.12
median,50000,50000,0.01,50000,1,5,neutral,1000,2,0.002
median,50000,50000,0.01,50000,1,5,selected,100,1,0.01
median,50000,50000,0.01,50000,1,10,neutral,1000,0,0.0
median,50000,50000,0.01,50000,1,10,selected,100,0,0.0
median,50000,50000,0.01,50000,1,20,neutral,1000,0,0.0
median,50000,50000,0.01,50000,1,20,selected,100,0,0.0
median,50000,50000,0.001,10000,0,1,neutral,1000,413,0.413
median,50000,50000,0.001,10000,0,1,selected,100,59,0.59
median,50000,50000,0.001,10000,0,3,neutral,1000,79,0.079
median,50000,50000,0.001,10000,0,3,selected,100,20,0.2
median,50000,50000,0.001,10000,0,5,neutral,1000,18,0.018
median,50000,50000,0.001,10000,0,5,selected,100,7,0.07
median,50000,50000,0.001,10000,0,10,neutral,1000,1,0.001
median,50000,50000,0.001,10000,0,10,selected,100,1,0.01
median,50000,50000,0.001,10000,0,20,neutral,1000,0,0.0
median,50000,50000,0.001,10000,0,20,selected,100,0,0.0
median,50000,50000,0.001,10000,1,1,neutral,1000,413,0.413
median,50000,50000,0.001,10000,1,1,selected,100,59,0.59
median,50000,50000,0.001,10000,1,3,neutral,1000,92,0.092
median,50000,50000,0.001,10000,1,3,selected,100,22,0.22
median,50000,50000,0.001,10000,1,5,neutral,1000,21,0.021
median,50000,50000,0.001,10000,1,5,selected,100,8,0.08
median,50000,50000,0.001,10000,1,10,neutral,1000,1,0.001
median,50000,50000,0.001,10000,1,10,selected,100,1,0.01
median,50000,50000,0.001,10000,1,20,neutral,1000,0,0.0
median,50000,50000,0.001,10000,1,20,selected,100,0,0.0
median,50000,50000,0.001,20000,0,1,neutral,1000,316,0.316
median,50000,50000,0.001,20000,0,1,selected,100,48,0.48
median,50000,50000,0.001,20000,0,3,neutral,1000,16,0.016
median,50000,50000,0.001,20000,0,3,selected,100,6,0.06
median,50000,50000,0.001,20000,0,5,neutral,1000,1,0.001
median,50000,50000,0.001,20000,0,5,selected,100,1,0.01
median,50000,50000,0.001,20000,0,10,neutral,1000,0,0.0
median,50000,50000,0.001,20000,0,10,selected,100,0,0.0
median,50000,50000,0.001,20000,0,20,neutral,1000,0,0.0
median,50000,50000,0.001,20000,0,20,selected,100,0,0.0
median,50000,50000,0.001,20000,1,1,neutral,1000,316,0.316
median,50000,50000,0.001,20000,1,1,selected,100,48,0.48
median,50000,50000,0.001,20000,1,3,neutral,1000,22,0.022
median,50000,50000,0.001,20000,1,3,selected,100,6,0.06
median,50000,50000,0.001,20000,1,5,neutral,1000,1,0.001
median,50000,50000,0.001,20000,1,5,selected,100,1,0.01
median,50000,50000,0.001,20000,1,10,neutral,1000,0,0.0
median,50000,50000,0.001,20000,1,10,selected,100,0,0.0
median,50000,50000,0.001,20000,1,20,neutral,1000,0,0.0
median,50000,50000,0.001,20000,1,20,selected,100,0,0.0
median,50000,50000,0.001,50000,0,1,neutral,1000,168,0.168
median,50000,50000,0.001,50000,0,1,selected,100,22,0.22
median,50000,50000,0.001,50000,0,3,neutral,1000,0,0.0
median,50000,50000,0.001,50000,0,3,selected,100,0,0.0
median,50000,50000,0.001,50000,0,5,neutral,1000,0,0.0
median,50000,50000,0.001,50000,0,5,selected,100,0,0.0
median,50000,50000,0.001,50000,0,10,neutral,1000,0,0.0
median,50000,50000,0.001,50000,0,10,selected,100,0,0.0
median,50000,50000,0.001,50000,0,20,neutral,1000,0,0.0
median,50000,50000,0.001,50000,0,20,selected,100,0,0.0
median,50000,50000,0.001,50000,1,1,neutral,1000,168,0.168
median,50000,50000,0.001,50000,1,1,selected,100,22,0.22
median,50000,50000,0.001,50000,1,3,neutral,1000,0,0.0
median,50000,50000,0.001,50000,1,3,selected,100,0,0.0
median,50000,50000,0.001,50000,1,5,neutral,1000,0,0.0
median,50000,50000,0.001,50000,1,5,selected,100,0,0.0
median,50000,50000,0.001,50000,1,10,neutral,1000,0,0.0
median,50000,50000,0.001,50000,1,10,selected,100,0,0.0
median,50000,50000,0.001,50000,1,20,neutral,1000,0,0.0
median,50000,50000,0.001,50000,1,20,selected,100,0,0.0
median,10000,5000,0.05,10000,0,1,neutral,1000,992,0.992
median,10000,5000,0.05,10000,0,1,selected,100,99,0.99
median,10000,5000,0.05,10000,0,3,neutral,1000,980,0.98
median,10000,5000,0.05,10000,0,3,selected,100,98,0.98
median,10000,5000,0.05,10000,0,5,neutral,1000,950,0.95
median,10000,5000,0.05,10000,0,5,selected,100,96,0.96
median,10000,5000,0.05,10000,0,10,neutral,1000,849,0.849
median,10000,5000,0.05,10000,0,10,selected,100,91,0.91
median,10000,5000,0.05,10000,0,20,neutral,1000,401,0.401
median,10000,5000,0.05,10000,0,20,selected,100,45,0.45
median,10000,5000,0.05,10000,1,1,neutral,1000,992,0.992
median,10000,5000,0.05,10000,1,1,selected,100,99,0.99
median,10000,5000,0.05,10000,1,3,neutral,1000,981,0.981
median,10000,5000,0.05,10000,1,3,selected,100,98,0.98
median,10000,5000,0.05,10000,1,5,neutral,1000,959,0.959
median,10000,5000,0.05,10000,1,5,selected,100,96,0.96
median,10000,5000,0.05,10000,1,10,neutral,1000,861,0.861
median,10000,5000,0.05,10000,1,10,selected,100,92,0.92
median,10000,5000,0.05,10000,1,20,neutral,1000,427,0.427
median,10000,5000,0.05,10000,1,20,selected,100,46,0.46
median,10000,5000,0.05,20000,0,1,neutral,1000,989,0.989
median,10000,5000,0.05,20000,0,1,selected,100,99,0.99
median,10000,5000,0.05,20000,0,3,neutral,1000,950,0.95
median,10000,5000,0.05,20000,0,3,selected,100,97,0.97
median,10000,5000,0.05,20000,0,5,neutral,1000,868,0.868
median,10000,5000,0.05,20000,0,5,selected,100,92,0.92
median,10000,5000,0.05,20000,0,10,neutral,1000,434,0.434
median,10000,5000,0.05,20000,0,10,selected,100,49,0.49
median,10000,5000,0.05,20000,0,20,neutral,1000,48,0.048
median,10000,5000,0.05,20000,0,20,selected,100,6,0.06
median,10000,5000,0.05,20000,1,1,neutral,1000,989,0.989
median,10000,5000,0.05,20000,1,1,selected,100,99,0.99
median,10000,5000,0.05,20000,1,3,neutral,1000,957,0.957
median,10000,5000,0.05,20000,1,3,selected,100,97,0.97
median,10000,5000,0.05,20000,1,5,neutral,1000,883,0.883
median,10000,5000,0.05,20000,1,5,selected,100,92,0.92
median,10000,5000,0.05,20000,1,10,neutral,1000,466,0.466
median,10000,5000,0.05,20000,1,10,selected,100,52,0.52
median,10000,5000,0.05,20000,1,20,neutral,1000,62,0.062
median,10000,5000,0.05,20000,1,20,selected,100,6,0.06
median,10000,5000,0.05,50000,0,1,neutral,1000,980,0.98
median,10000,5000,0.05,50000,0,1,selected,100,99,0.99
median,10000,5000,0.05,50000,0,3,neutral,1000,773,0.773
median,10000,5000,0.05,50000,0,3,selected,100,86,0.86
median,10000,5000,0.05,50000,0,5,neutral,1000,348,0.348
median,10000,5000,0.05,50000,0,5,selected,100,37,0.37
median,10000,5000,0.05,50000,0,10,neutral,1000,24,0.024
median,10000,5000,0.05,50000,0,10,selected,100,3,0.03
median,10000,5000,0.05,50000,0,20,neutral,1000,0,0.0
median,10000,5000,0.05,50000,0,20,selected,100,0,0.0
median,10000,5000,0.05,50000,1,1,neutral,1000,980,0.98
median,10000,5000,0.05,50000,1,1,selected,100,99,0.99
median,10000,5000,0.05,50000,1,3,neutral,1000,789,0.789
median,10000,5000,0.05,50000,1,3,selected,100,90,0.9
median,10000,5000,0.05,50000,1,5,neutral,1000,377,0.377
median,10000,5000,0.05,50000,1,5,selected,100,40,0.4
median,10000,5000,0.05,50000,1,10,neutral,1000,41,0.041
median,10000,5000,0.05,50000,1,10,selected,100,3,0.03
median,10000,5000,0.05,50000,1,20,neutral,1000,0,0.0
median,10000,5000,0.05,50000,1,20,selected,100,0,0.0
median,10000,5000,0.01,10000,0,1,neutral,1000,650,0.65
median,10000,5000,0.01,10000,0,1,selected,100,72,0.72
median,10000,5000,0.01,10000,0,3,neutral,1000,543,0.543
median,10000,5000,0.01,10000,0,3,selected,100,58,0.58
median,10000,5000,0.01,10000,0,5,neutral,1000,464,0.464
median,10000,5000,0.01,10000,0,5,selected,100,49,0.49
median,10000,5000,0.01,10000,0,10,neutral,1000,324,0.324
median,10000,5000,0.01,10000,0,10,selected,100,34,0.34
median,10000,5000,0.01,10000,0,20,neutral,1000,77,0.077
median,10000,5000,0.01,10000,0,20,selected,100,8,0.08
median,10000,5000,0.01,10000,1,1,neutral,1000,650,0.65
median,10000,5000,0.01,10000,1,1,selected,100,72,0.72
median,10000,5000,0.01,10000,1,3,neutral,1000,555,0.555
median,10000,5000,0.01,10000,1,3,selected,100,61,0.61
median,10000,5000,0.01,10000,1,5,neutral,1000,479,0.479
median,10000,5000,0.01,10000,1,5,selected,100,50,0.5
median,10000,5000,0.01,10000,1,10,neutral,1000,343,0.343
median,10000,5000,0.01,10000,1,10,selected,100,35,0.35
median,10000,5000,0.01,10000,1,20,neutral,1000,82,0.082
median,10000,5000,0.01,10000,1,20,selected,100,8,0.08
median,10000,5000,0.01,20000,0,1,neutral,1000,625,0.625
median,10000,5000,0.01,20000,0,1,selected,100,70,0.7
median,10000,5000,0.01,20000,0,3,neutral,1000,463,0.463
median,10000,5000,0.01,20000,0,3,selected,100,49,0.49
median,10000,5000,0.01,20000,0,5,neutral,1000,349,0.349
median,10000,5000,0.01,20000,0,5,selected,100,35,0.35
median,10000,5000,0.01,20000,0,10,neutral,1000,87,0.087
median,10000,5000,0.01,20000,0,10,selected,100,8,0.08
median,10000,5000,0.01,20000,0,20,neutral,1000,1,0.001
median,10000,5000,0.01,20000,0,20,selected,100,0,0.0
median,10000,5000,0.01,20000,1,1,neutral,1000,625,0.625
median,10000,5000,0.01,20000,1,1,selected,100,70,0.7
median,10000,5000,0.01,20000,1,3,neutral,1000,476,0.476
median,10000,5000,0.01,20000,1,3,selected,100,49,0.49
median,10000,5000,0.01,20000,1,5,neutral,1000,363,0.363
median,10000,5000,0.01,20000,1,5,selected,100,37,0.37
median,10000,5000,0.01,20000,1,10,neutral,1000,96,0.096
median,10000,5000,0.01,20000,1,10,selected,100,8,0.08
median,10000,5000,0.01,20000,1,20,neutral,1000,3,0.003
median,10000,5000,0.01,20000,1,20,selected,100,0,0.0
median,10000,5000,0.01,50000,0,1,neutral,1000,566,0.566
median,10000,5000,0.01,50000,0,1,selected,100,65,0.65
median,10000,5000,0.01,50000,0,3,neutral,1000,257,0.257
median,10000,5000,0.01,50000,0,3,selected,100,28,0.28
median,10000,5000,0.01,50000,0,5,neutral,1000,56,0.056
median,10000,5000,0.01,50000,0,5,selected,100,7,0.07
median,10000,5000,0.01,50000,0,10,neutral,1000,1,0.001
median,10000,5000,0.01,50000,0,10,selected,100,1,0.01
median,10000,5000,0.01,50000,0,20,neutral,1000,0,0.0
median,10000,5000,0.01,50000,0,20,selected,100,0,0.0
median,10000,5000,0.01,50000,1,1,neutral,1000,566,0.566
median,10000,5000,0.01,50000,1,1,selected,100,65,0.65
median,10000,5000,0.01,50000,1,3,neutral,1000,261,0.261
median,10000,5000,0.01,50000,1,3,selected,100,28,0.28
median,10000,5000,0.01,50000,1,5,neutral,1000,63,0.063
median,10000,5000,0.01,50000,1,5,selected,100,7,0.07
median,10000,5000,0.01,50000,1,10,neutral,1000,1,0.001
median,10000,5000,0.01,50000,1,10,selected,100,1,0.01
median,10000,5000,0.01,50000,1,20,neutral,1000,0,0.0
median,10000,5000,0.01,50000,1,20,selected,100,0,0.0
median,10000,5000,0.001,10000,0,1,neutral,1000,146,0.146
median,10000,5000,0.001,10000,0,1,selected,100,18,0.18
median,10000,5000,0.001,10000,0,3,neutral,1000,103,0.103
median,10000,5000,0.001,10000,0,3,selected,100,13,0.13
median,10000,5000,0.001,10000,0,5,neutral,1000,69,0.069
median,10000,5000,0.001,10000,0,5,selected,100,9,0.09
median,10000,5000,0.001,10000,0,10,neutral,1000,32,0.032
median,10000,5000,0.001,10000,0,10,selected,100,3,0.03
median,10000,5000,0.001,10000,0,20,neutral,1000,1,0.001
median,10000,5000,0.001,10000,0,20,selected,100,0,0.0
median,10000,5000,0.001,10000,1,1,neutral,1000,146,0.146
median,10000,5000,0.001,10000,1,1,selected,100,18,0.18
median,10000,5000,0.001,10000,1,3,neutral,1000,109,0.109
median,10000,5000,0.001,10000,1,3,selected,100,13,0.13
median,10000,5000,0.001,10000,1,5,neutral,1000,72,0.072
median,10000,5000,0.001,10000,1,5,selected,100,9,0.09
median,10000,5000,0.001,10000,1,10,neutral,1000,33,0.033
median,10000,5000,0.001,10000,1,10,selected,100,4,0.04
median,10000,5000,0.001,10000,1,20,neutral,1000,1,0.001
median,10000,5000,0.001,10000,1,20,selected,100,0,0.0
median,10000,5000,0.001,20000,0,1,neutral,1000,140,0.14
median,10000,5000,0.001,20000,0,1,selected,100,16,0.16
median,10000,5000,0.001,20000,0,3,neutral,1000,68,0.068
median,10000,5000,0.001,20000,0,3,selected,100,7,0.07
median,10000,5000,0.001,20000,0,5,neutral,1000,35,0.035
median,10000,5000,0.001,20000,0,5,selected,100,3,0.03
median,10000,5000,0.001,20000,0,10,neutral,1000,2,0.002
median,10000,5000,0.001,20000,0,10,selected,100,0,0.0
median,10000,5000,0.001,20000,0,20,neutral,1000,0,0.0
median,10000,5000,0.001,20000,0,20,selected,100,0,0.0
median,10000,5000,0.001,20000,1,1,neutral,1000,140,0.14
median,10000,5000,0.001,20000,1,1,selected,100,16,0.16
median,10000,5000,0.001,20000,1,3,neutral,1000,69,0.069
median,10000,5000,0.001,20000,1,3,selected,100,8,0.08
median,10000,5000,0.001,20000,1,5,neutral,1000,40,0.04
median,10000,5000,0.001,20000,1,5,selected,100,4,0.04
median,10000,5000,0.001,20000,1,10,neutral,1000,2,0.002
median,10000,5000,0.001,20000,1,10,selected,100,0,0.0
median,10000,5000,0.001,20000,1,20,neutral,1000,0,0.0
median,10000,5000,0.001,20000,1,20,selected,100,0,0.0
median,10000,5000,0.001,50000,0,1,neutral,1000,110,0.11
median,10000,5000,0.001,50000,0,1,selected,100,14,0.14
median,10000,5000,0.001,50000,0,3,neutral,1000,19,0.019
median,10000,5000,0.001,50000,0,3,selected,100,2,0.02
median,10000,5000,0.001,50000,0,5,neutral,1000,1,0.001
median,10000,5000,0.001,50000,0,5,selected,100,0,0.0
median,10000,5000,0.001,50000,0,10,neutral,1000,0,0.0
median,10000,5000,0.001,50000,0,10,selected,100,0,0.0
median,10000,5000,0.001,50000,0,20,neutral,1000,0,0.0
median,10000,5000,0.001,50000,0,20,selected,100,0,0.0
median,10000,5000,0.001,50000,1,1,neutral,1000,110,0.11
median,10000,5000,0.001,50000,1,1,selected,100,14,0.14
median,10000,5000,0.001,50000,1,3,neutral,1000,19,0.019
median,10000,5000,0.001,50000,1,3,selected,100,2,0.02
median,10000,5000,0.001,50000,1,5,neutral,1000,1,0.001
median,10000,5000,0.001,50000,1,5,selected,100,0,0.0
median,10000,5000,0.001,50000,1,10,neutral,1000,0,0.0
median,10000,5000,0.001,50000,1,10,selected,100,0,0.0
median,10000,5000,0.001,50000,1,20,neutral,1000,0,0.0
median,10000,5000,0.001,50000,1,20,selected,100,0,0.0
median,10000,10000,0.05,10000,0,1,neutral,1000,997,0.997
median,10000,10000,0.05,10000,0,1,selected,100,100,1.0
median,10000,10000,0.05,10000,0,3,neutral,1000,993,0.993
median,10000,10000,0.05,10000,0,3,selected,100,99,0.99
median,10000,10000,0.05,10000,0,5,neutral,1000,982,0.982
median,10000,10000,0.05,10000,0,5,selected,100,99,0.99
median,10000,10000,0.05,10000,0,10,neutral,1000,795,0.795
median,10000,10000,0.05,10000,0,10,selected,100,79,0.79
median,10000,10000,0.05,10000,0,20,neutral,1000,206,0.206
median,10000,10000,0.05,10000,0,20,selected,100,22,0.22
median,10000,10000,0.05,10000,1,1,neutral,1000,997,0.997
median,10000,10000,0.05,10000,1,1,selected,100,100,1.0
median,10000,10000,0.05,10000,1,3,neutral,1000,993,0.993
median,10000,10000,0.05,10000,1,3,selected,100,99,0.99
median,10000,10000,0.05,10000,1,5,neutral,1000,983,0.983
median,10000,10000,0.05,10000,1,5,selected,100,99,0.99
median,10000,10000,0.05,10000,1,10,neutral,1000,811,0.811
median,10000,10000,0.05,10000,1,10,selected,100,80,0.8
median,10000,10000,0.05,10000,1,20,neutral,1000,241,0.241
median,10000,10000,0.05,10000,1,20,selected,100,24,0.24
median,10000,10000,0.05,20000,0,1,neutral,1000,997,0.997
median,10000,10000,0.05,20000,0,1,selected,100,100,1.0
median,10000,10000,0.05,20000,0,3,neutral,1000,980,0.98
median,10000,10000,0.05,20000,0,3,selected,100,97,0.97
median,10000,10000,0.05,20000,0,5,neutral,1000,838,0.838
median,10000,10000,0.05,20000,0,5,selected,100,84,0.84
median,10000,10000,0.05,20000,0,10,neutral,1000,245,0.245
median,10000,10000,0.05,20000,0,10,selected,100,25,0.25
median,10000,10000,0.05,20000,0,20,neutral,1000,10,0.01
median,10000,10000,0.05,20000,0,20,selected,100,2,0.02
median,10000,10000,0.05,20000,1,1,neutral,1000,997,0.997
median,10000,10000,0.05,20000,1,1,selected,100,100,1.0
median,10000,10000,0.05,20000,1,3,neutral,1000,980,0.98
median,10000,10000,0.05,20000,1,3,selected,100,97,0.97
median,10000,10000,0.05,20000,1,5,neutral,1000,854,0.854
median,10000,10000,0.05,20000,1,5,selected,100,88,0.88
median,10000,10000,0.05,20000,1,10,neutral,1000,295,0.295
median,10000,10000,0.05,20000,1,10,selected,100,29,0.29
median,10000,10000,0.05,20000,1,20,neutral,1000,23,0.023
median,10000,10000,0.05,20000,1,20,selected,100,3,0.03
median,10000,10000,0.05,50000,0,1,neutral,1000,991,0.991
median,10000,10000,0.05,50000,0,1,selected,100,100,1.0
median,10000,10000,0.05,50000,0,3,neutral,1000,647,0.647
median,10000,10000,0.05,50000,0,3,selected,100,70,0.7
median,10000,10000,0.05,50000,0,5,neutral,1000,191,0.191
median,10000,10000,0.05,50000,0,5,selected,100,21,0.21
median,10000,10000,0.05,50000,0,10,neutral,1000,7,0.007
median,10000,10000,0.05,50000,0,10,selected,100,2,0.02
median,10000,10000,0.05,50000,0,20,neutral,1000,0,0.0
median,10000,10000,0.05,50000,0,20,selected,100,0,0.0
median,10000,10000,0.05,50000,1,1,neutral,1000,991,0.991
median,10000,10000,0.05,50000,1,1,selected,100,100,1.0
median,10000,10000,0.05,50000,1,3,neutral,1000,691,0.691
median,10000,10000,0.05,50000,1,3,selected,100,73,0.73
median,10000,10000,0.05,50000,1,5,neutral,1000,254,0.254
median,10000,10000,0.05,50000,1,5,selected,100,25,0.25
median,10000,10000,0.05,50000,1,10,neutral,1000,14,0.014
median,10000,10000,0.05,50000,1,10,selected,100,4,0.04
median,10000,10000,0.05,50000,1,20,neutral,1000,0,0.0
median,10000,10000,0.05,50000,1,20,selected,100,0,0.0
median,10000,10000,0.01,10000,0,1,neutral,1000,778,0.778
median,10000,10000,0.01,10000,0,1,selected,100,79,0.79
median,10000,10000,0.01,10000,0,3,neutral,1000,679,0.679
median,10000,10000,0.01,10000,0,3,selected,100,70,0.7
median,10000,10000,0.01,10000,0,5,neutral,1000,561,0.561
median,10000,10000,0.01,10000,0,5,selected,100,61,0.61
median,10000,10000,0.01,10000,0,10,neutral,1000,247,0.247
median,10000,10000,0.01,10000,0,10,selected,100,22,0.22
median,10000,10000,0.01,10000,0,20,neutral,1000,21,0.021
median,10000,10000,0.01,10000,0,20,selected,100,0,0.0
median,10000,10000,0.01,10000,1,1,neutral,1000,778,0.778
median,10000,10000,0.01,10000,1,1,selected,100,79,0.79
median,10000,10000,0.01,10000,1,3,neutral,1000,686,0.686
median,10000,10000,0.01,10000,1,3,selected,100,70,0.7
median,10000,10000,0.01,10000,1,5,neutral,1000,570,0.57
median,10000,10000,0.01,10000,1,5,selected,100,62,0.62
median,10000,10000,0.01,10000,1,10,neutral,1000,258,0.258
median,10000,10000,0.01,10000,1,10,selected,100,22,0.22
median,10000,10000,0.01,10000,1,20,neutral,1000,25,0.025
median,10000,10000,0.01,10000,1,20,selected,100,2,0.02
median,10000,10000,0.01,20000,0,1,neutral,1000,759,0.759
median,10000,10000,0.01,20000,0,1,selected,100,78,0.78
median,10000,10000,0.01,20000,0,3,neutral,1000,542,0.542
median,10000,10000,0.01,20000,0,3,selected,100,57,0.57
median,10000,10000,0.01,20000,0,5,neutral,1000,292,0.292
median,10000,10000,0.01,20000,0,5,selected,100,28,0.28
median,10000,10000,0.01,20000,0,10,neutral,1000,27,0.027
median,10000,10000,0.01,20000,0,10,selected,100,1,0.01
median,10000,10000,0.01,20000,0,20,neutral,1000,0,0.0
median,10000,10000,0.01,20000,0,20,selected,100,0,0.0
median,10000,10000,0.01,20000,1,1,neutral,1000,759,0.759
median,10000,10000,0.01,20000,1,1,selected,100,78,0.78
median,10000,10000,0.01,20000,1,3,neutral,1000,557,0.557
median,10000,10000,0.01,20000,1,3,selected,100,58,0.58
median,10000,10000,0.01,20000,1,5,neutral,1000,301,0.301
median,10000,10000,0.01,20000,1,5,selected,100,28,0.28
