source,onset_years,cutoff_years,alpha,stride_bp,max_gap_strides,min_significant_strides,mode,n,called,region_call_rate
median,10000,50000,0.01,50000,1,10,selected,100,0,0.0
median,10000,50000,0.01,50000,1,20,neutral,1000,0,0.0
median,10000,50000,0.01,50000,1,20,selected,100,0,0.0
median,10000,50000,0.001,10000,0,1,neutral,1000,413,0.413
median,10000,50000,0.001,10000,0,1,selected,100,52,0.52
median,10000,50000,0.001,10000,0,3,neutral,1000,79,0.079
median,10000,50000,0.001,10000,0,3,selected,100,6,0.06
median,10000,50000,0.001,10000,0,5,neutral,1000,18,0.018
median,10000,50000,0.001,10000,0,5,selected,100,2,0.02
median,10000,50000,0.001,10000,0,10,neutral,1000,1,0.001
median,10000,50000,0.001,10000,0,10,selected,100,0,0.0
median,10000,50000,0.001,10000,0,20,neutral,1000,0,0.0
median,10000,50000,0.001,10000,0,20,selected,100,0,0.0
median,10000,50000,0.001,10000,1,1,neutral,1000,413,0.413
median,10000,50000,0.001,10000,1,1,selected,100,52,0.52
median,10000,50000,0.001,10000,1,3,neutral,1000,92,0.092
median,10000,50000,0.001,10000,1,3,selected,100,8,0.08
median,10000,50000,0.001,10000,1,5,neutral,1000,21,0.021
median,10000,50000,0.001,10000,1,5,selected,100,2,0.02
median,10000,50000,0.001,10000,1,10,neutral,1000,1,0.001
median,10000,50000,0.001,10000,1,10,selected,100,0,0.0
median,10000,50000,0.001,10000,1,20,neutral,1000,0,0.0
median,10000,50000,0.001,10000,1,20,selected,100,0,0.0
median,10000,50000,0.001,20000,0,1,neutral,1000,316,0.316
median,10000,50000,0.001,20000,0,1,selected,100,42,0.42
median,10000,50000,0.001,20000,0,3,neutral,1000,16,0.016
median,10000,50000,0.001,20000,0,3,selected,100,2,0.02
median,10000,50000,0.001,20000,0,5,neutral,1000,1,0.001
median,10000,50000,0.001,20000,0,5,selected,100,0,0.0
median,10000,50000,0.001,20000,0,10,neutral,1000,0,0.0
median,10000,50000,0.001,20000,0,10,selected,100,0,0.0
median,10000,50000,0.001,20000,0,20,neutral,1000,0,0.0
median,10000,50000,0.001,20000,0,20,selected,100,0,0.0
median,10000,50000,0.001,20000,1,1,neutral,1000,316,0.316
median,10000,50000,0.001,20000,1,1,selected,100,42,0.42
median,10000,50000,0.001,20000,1,3,neutral,1000,22,0.022
median,10000,50000,0.001,20000,1,3,selected,100,2,0.02
median,10000,50000,0.001,20000,1,5,neutral,1000,1,0.001
median,10000,50000,0.001,20000,1,5,selected,100,0,0.0
median,10000,50000,0.001,20000,1,10,neutral,1000,0,0.0
median,10000,50000,0.001,20000,1,10,selected,100,0,0.0
median,10000,50000,0.001,20000,1,20,neutral,1000,0,0.0
median,10000,50000,0.001,20000,1,20,selected,100,0,0.0
median,10000,50000,0.001,50000,0,1,neutral,1000,168,0.168
median,10000,50000,0.001,50000,0,1,selected,100,24,0.24
median,10000,50000,0.001,50000,0,3,neutral,1000,0,0.0
median,10000,50000,0.001,50000,0,3,selected,100,0,0.0
median,10000,50000,0.001,50000,0,5,neutral,1000,0,0.0
median,10000,50000,0.001,50000,0,5,selected,100,0,0.0
median,10000,50000,0.001,50000,0,10,neutral,1000,0,0.0
median,10000,50000,0.001,50000,0,10,selected,100,0,0.0
median,10000,50000,0.001,50000,0,20,neutral,1000,0,0.0
median,10000,50000,0.001,50000,0,20,selected,100,0,0.0
median,10000,50000,0.001,50000,1,1,neutral,1000,168,0.168
median,10000,50000,0.001,50000,1,1,selected,100,24,0.24
median,10000,50000,0.001,50000,1,3,neutral,1000,0,0.0
median,10000,50000,0.001,50000,1,3,selected,100,0,0.0
median,10000,50000,0.001,50000,1,5,neutral,1000,0,0.0
median,10000,50000,0.001,50000,1,5,selected,100,0,0.0
median,10000,50000,0.001,50000,1,10,neutral,1000,0,0.0
median,10000,50000,0.001,50000,1,10,selected,100,0,0.0
median,10000,50000,0.001,50000,1,20,neutral,1000,0,0.0
median,10000,50000,0.001,50000,1,20,selected,100,0,0.0
prob80,50000,5000,0.05,10000,0,1,neutral,1000,813,0.813
prob80,50000,5000,0.05,10000,0,1,selected,100,85,0.85
prob80,50000,5000,0.05,10000,0,3,neutral,1000,750,0.75
prob80,50000,5000,0.05,10000,0,3,selected,100,75,0.75
prob80,50000,5000,0.05,10000,0,5,neutral,1000,686,0.686
prob80,50000,5000,0.05,10000,0,5,selected,100,67,0.67
prob80,50000,5000,0.05,10000,0,10,neutral,1000,582,0.582
prob80,50000,5000,0.05,10000,0,10,selected,100,56,0.56
prob80,50000,5000,0.05,10000,0,20,neutral,1000,408,0.408
prob80,50000,5000,0.05,10000,0,20,selected,100,33,0.33
prob80,50000,5000,0.05,10000,1,1,neutral,1000,813,0.813
prob80,50000,5000,0.05,10000,1,1,selected,100,85,0.85
prob80,50000,5000,0.05,10000,1,3,neutral,1000,754,0.754
prob80,50000,5000,0.05,10000,1,3,selected,100,77,0.77
prob80,50000,5000,0.05,10000,1,5,neutral,1000,692,0.692
prob80,50000,5000,0.05,10000,1,5,selected,100,69,0.69
prob80,50000,5000,0.05,10000,1,10,neutral,1000,595,0.595
prob80,50000,5000,0.05,10000,1,10,selected,100,56,0.56
prob80,50000,5000,0.05,10000,1,20,neutral,1000,430,0.43
prob80,50000,5000,0.05,10000,1,20,selected,100,34,0.34
prob80,50000,5000,0.05,20000,0,1,neutral,1000,799,0.799
prob80,50000,5000,0.05,20000,0,1,selected,100,85,0.85
prob80,50000,5000,0.05,20000,0,3,neutral,1000,684,0.684
prob80,50000,5000,0.05,20000,0,3,selected,100,68,0.68
prob80,50000,5000,0.05,20000,0,5,neutral,1000,598,0.598
prob80,50000,5000,0.05,20000,0,5,selected,100,58,0.58
prob80,50000,5000,0.05,20000,0,10,neutral,1000,427,0.427
prob80,50000,5000,0.05,20000,0,10,selected,100,36,0.36
prob80,50000,5000,0.05,20000,0,20,neutral,1000,181,0.181
prob80,50000,5000,0.05,20000,0,20,selected,100,14,0.14
prob80,50000,5000,0.05,20000,1,1,neutral,1000,799,0.799
prob80,50000,5000,0.05,20000,1,1,selected,100,85,0.85
prob80,50000,5000,0.05,20000,1,3,neutral,1000,695,0.695
prob80,50000,5000,0.05,20000,1,3,selected,100,69,0.69
prob80,50000,5000,0.05,20000,1,5,neutral,1000,616,0.616
prob80,50000,5000,0.05,20000,1,5,selected,100,60,0.6
prob80,50000,5000,0.05,20000,1,10,neutral,1000,454,0.454
prob80,50000,5000,0.05,20000,1,10,selected,100,40,0.4
prob80,50000,5000,0.05,20000,1,20,neutral,1000,215,0.215
prob80,50000,5000,0.05,20000,1,20,selected,100,16,0.16
prob80,50000,5000,0.05,50000,0,1,neutral,1000,762,0.762
prob80,50000,5000,0.05,50000,0,1,selected,100,79,0.79
prob80,50000,5000,0.05,50000,0,3,neutral,1000,553,0.553
prob80,50000,5000,0.05,50000,0,3,selected,100,51,0.51
prob80,50000,5000,0.05,50000,0,5,neutral,1000,408,0.408
prob80,50000,5000,0.05,50000,0,5,selected,100,31,0.31
prob80,50000,5000,0.05,50000,0,10,neutral,1000,135,0.135
prob80,50000,5000,0.05,50000,0,10,selected,100,12,0.12
prob80,50000,5000,0.05,50000,0,20,neutral,1000,13,0.013
prob80,50000,5000,0.05,50000,0,20,selected,100,1,0.01
prob80,50000,5000,0.05,50000,1,1,neutral,1000,762,0.762
prob80,50000,5000,0.05,50000,1,1,selected,100,79,0.79
prob80,50000,5000,0.05,50000,1,3,neutral,1000,571,0.571
prob80,50000,5000,0.05,50000,1,3,selected,100,53,0.53
prob80,50000,5000,0.05,50000,1,5,neutral,1000,439,0.439
prob80,50000,5000,0.05,50000,1,5,selected,100,34,0.34
prob80,50000,5000,0.05,50000,1,10,neutral,1000,170,0.17
prob80,50000,5000,0.05,50000,1,10,selected,100,15,0.15
prob80,50000,5000,0.05,50000,1,20,neutral,1000,26,0.026
prob80,50000,5000,0.05,50000,1,20,selected,100,1,0.01
prob80,50000,5000,0.01,10000,0,1,neutral,1000,412,0.412
prob80,50000,5000,0.01,10000,0,1,selected,100,35,0.35
prob80,50000,5000,0.01,10000,0,3,neutral,1000,317,0.317
prob80,50000,5000,0.01,10000,0,3,selected,100,24,0.24
prob80,50000,5000,0.01,10000,0,5,neutral,1000,255,0.255
prob80,50000,5000,0.01,10000,0,5,selected,100,17,0.17
prob80,50000,5000,0.01,10000,0,10,neutral,1000,174,0.174
prob80,50000,5000,0.01,10000,0,10,selected,100,13,0.13
prob80,50000,5000,0.01,10000,0,20,neutral,1000,98,0.098
prob80,50000,5000,0.01,10000,0,20,selected,100,7,0.07
prob80,50000,5000,0.01,10000,1,1,neutral,1000,412,0.412
prob80,50000,5000,0.01,10000,1,1,selected,100,35,0.35
prob80,50000,5000,0.01,10000,1,3,neutral,1000,323,0.323
prob80,50000,5000,0.01,10000,1,3,selected,100,25,0.25
prob80,50000,5000,0.01,10000,1,5,neutral,1000,265,0.265
prob80,50000,5000,0.01,10000,1,5,selected,100,19,0.19
prob80,50000,5000,0.01,10000,1,10,neutral,1000,178,0.178
prob80,50000,5000,0.01,10000,1,10,selected,100,14,0.14
prob80,50000,5000,0.01,10000,1,20,neutral,1000,106,0.106
prob80,50000,5000,0.01,10000,1,20,selected,100,8,0.08
prob80,50000,5000,0.01,20000,0,1,neutral,1000,399,0.399
prob80,50000,5000,0.01,20000,0,1,selected,100,32,0.32
prob80,50000,5000,0.01,20000,0,3,neutral,1000,258,0.258
prob80,50000,5000,0.01,20000,0,3,selected,100,16,0.16
prob80,50000,5000,0.01,20000,0,5,neutral,1000,183,0.183
prob80,50000,5000,0.01,20000,0,5,selected,100,13,0.13
prob80,50000,5000,0.01,20000,0,10,neutral,1000,107,0.107
prob80,50000,5000,0.01,20000,0,10,selected,100,9,0.09
prob80,50000,5000,0.01,20000,0,20,neutral,1000,27,0.027
prob80,50000,5000,0.01,20000,0,20,selected,100,2,0.02
prob80,50000,5000,0.01,20000,1,1,neutral,1000,399,0.399
prob80,50000,5000,0.01,20000,1,1,selected,100,32,0.32
prob80,50000,5000,0.01,20000,1,3,neutral,1000,267,0.267
prob80,50000,5000,0.01,20000,1,3,selected,100,19,0.19
prob80,50000,5000,0.01,20000,1,5,neutral,1000,194,0.194
prob80,50000,5000,0.01,20000,1,5,selected,100,13,0.13
prob80,50000,5000,0.01,20000,1,10,neutral,1000,117,0.117
prob80,50000,5000,0.01,20000,1,10,selected,100,9,0.09
prob80,50000,5000,0.01,20000,1,20,neutral,1000,31,0.031
prob80,50000,5000,0.01,20000,1,20,selected,100,2,0.02
prob80,50000,5000,0.01,50000,0,1,neutral,1000,346,0.346
prob80,50000,5000,0.01,50000,0,1,selected,100,26,0.26
prob80,50000,5000,0.01,50000,0,3,neutral,1000,159,0.159
prob80,50000,5000,0.01,50000,0,3,selected,100,11,0.11
prob80,50000,5000,0.01,50000,0,5,neutral,1000,95,0.095
prob80,50000,5000,0.01,50000,0,5,selected,100,3,0.03
prob80,50000,5000,0.01,50000,0,10,neutral,1000,17,0.017
prob80,50000,5000,0.01,50000,0,10,selected,100,2,0.02
prob80,50000,5000,0.01,50000,0,20,neutral,1000,1,0.001
prob80,50000,5000,0.01,50000,0,20,selected,100,0,0.0
prob80,50000,5000,0.01,50000,1,1,neutral,1000,346,0.346
prob80,50000,5000,0.01,50000,1,1,selected,100,26,0.26
prob80,50000,5000,0.01,50000,1,3,neutral,1000,174,0.174
prob80,50000,5000,0.01,50000,1,3,selected,100,13,0.13
prob80,50000,5000,0.01,50000,1,5,neutral,1000,104,0.104
prob80,50000,5000,0.01,50000,1,5,selected,100,5,0.05
prob80,50000,5000,0.01,50000,1,10,neutral,1000,20,0.02
prob80,50000,5000,0.01,50000,1,10,selected,100,2,0.02
prob80,50000,5000,0.01,50000,1,20,neutral,1000,1,0.001
prob80,50000,5000,0.01,50000,1,20,selected,100,0,0.0
prob80,50000,5000,0.001,10000,0,1,neutral,1000,79,0.079
prob80,50000,5000,0.001,10000,0,1,selected,100,3,0.03
prob80,50000,5000,0.001,10000,0,3,neutral,1000,43,0.043
prob80,50000,5000,0.001,10000,0,3,selected,100,3,0.03
prob80,50000,5000,0.001,10000,0,5,neutral,1000,34,0.034
prob80,50000,5000,0.001,10000,0,5,selected,100,1,0.01
prob80,50000,5000,0.001,10000,0,10,neutral,1000,24,0.024
prob80,50000,5000,0.001,10000,0,10,selected,100,1,0.01
prob80,50000,5000,0.001,10000,0,20,neutral,1000,11,0.011
prob80,50000,5000,0.001,10000,0,20,selected,100,0,0.0
prob80,50000,5000,0.001,10000,1,1,neutral,1000,79,0.079
prob80,50000,5000,0.001,10000,1,1,selected,100,3,0.03
prob80,50000,5000,0.001,10000,1,3,neutral,1000,47,0.047
prob80,50000,5000,0.001,10000,1,3,selected,100,3,0.03
prob80,50000,5000,0.001,10000,1,5,neutral,1000,34,0.034
prob80,50000,5000,0.001,10000,1,5,selected,100,2,0.02
prob80,50000,5000,0.001,10000,1,10,neutral,1000,25,0.025
prob80,50000,5000,0.001,10000,1,10,selected,100,1,0.01
prob80,50000,5000,0.001,10000,1,20,neutral,1000,11,0.011
prob80,50000,5000,0.001,10000,1,20,selected,100,0,0.0
prob80,50000,5000,0.001,20000,0,1,neutral,1000,71,0.071
prob80,50000,5000,0.001,20000,0,1,selected,100,3,0.03
prob80,50000,5000,0.001,20000,0,3,neutral,1000,34,0.034
prob80,50000,5000,0.001,20000,0,3,selected,100,1,0.01
prob80,50000,5000,0.001,20000,0,5,neutral,1000,27,0.027
prob80,50000,5000,0.001,20000,0,5,selected,100,1,0.01
prob80,50000,5000,0.001,20000,0,10,neutral,1000,11,0.011
prob80,50000,5000,0.001,20000,0,10,selected,100,1,0.01
prob80,50000,5000,0.001,20000,0,20,neutral,1000,3,0.003
prob80,50000,5000,0.001,20000,0,20,selected,100,0,0.0
prob80,50000,5000,0.001,20000,1,1,neutral,1000,71,0.071
prob80,50000,5000,0.001,20000,1,1,selected,100,3,0.03
prob80,50000,5000,0.001,20000,1,3,neutral,1000,34,0.034
prob80,50000,5000,0.001,20000,1,3,selected,100,3,0.03
prob80,50000,5000,0.001,20000,1,5,neutral,1000,29,0.029
prob80,50000,5000,0.001,20000,1,5,selected,100,1,0.01
prob80,50000,5000,0.001,20000,1,10,neutral,1000,13,0.013
prob80,50000,5000,0.001,20000,1,10,selected,100,1,0.01
prob80,50000,5000,0.001,20000,1,20,neutral,1000,3,0.003
prob80,50000,5000,0.001,20000,1,20,selected,100,0,0.0
prob80,50000,5000,0.001,50000,0,1,neutral,1000,55,0.055
prob80,50000,5000,0.001,50000,0,1,selected,100,2,0.02
prob80,50000,5000,0.001,50000,0,3,neutral,1000,17,0.017
prob80,50000,5000,0.001,50000,0,3,selected,100,1,0.01
prob80,50000,5000,0.001,50000,0,5,neutral,1000,8,0.008
prob80,50000,5000,0.001,50000,0,5,selected,100,0,0.0
prob80,50000,5000,0.001,50000,0,10,neutral,1000,0,0.0
prob80,50000,5000,0.001,50000,0,10,selected,100,0,0.0
prob80,50000,5000,0.001,50000,0,20,neutral,1000,0,0.0
prob80,50000,5000,0.001,50000,0,20,selected,100,0,0.0
prob80,50000,5000,0.001,50000,1,1,neutral,1000,55,0.055
prob80,50000,5000,0.001,50000,1,1,selected,100,2,0.02
prob80,50000,5000,0.001,50000,1,3,neutral,1000,19,0.019
prob80,50000,5000,0.001,50000,1,3,selected,100,1,0.01
prob80,50000,5000,0.001,50000,1,5,neutral,1000,10,0.01
prob80,50000,5000,0.001,50000,1,5,selected,100,0,0.0
prob80,50000,5000,0.001,50000,1,10,neutral,1000,0,0.0
prob80,50000,5000,0.001,50000,1,10,selected,100,0,0.0
prob80,50000,5000,0.001,50000,1,20,neutral,1000,0,0.0
prob80,50000,5000,0.001,50000,1,20,selected,100,0,0.0
prob80,50000,10000,0.05,10000,0,1,neutral,1000,983,0.983
prob80,50000,10000,0.05,10000,0,1,selected,100,100,1.0
prob80,50000,10000,0.05,10000,0,3,neutral,1000,949,0.949
prob80,50000,10000,0.05,10000,0,3,selected,100,100,1.0
prob80,50000,10000,0.05,10000,0,5,neutral,1000,919,0.919
prob80,50000,10000,0.05,10000,0,5,selected,100,99,0.99
prob80,50000,10000,0.05,10000,0,10,neutral,1000,828,0.828
prob80,50000,10000,0.05,10000,0,10,selected,100,94,0.94
prob80,50000,10000,0.05,10000,0,20,neutral,1000,487,0.487
prob80,50000,10000,0.05,10000,0,20,selected,100,69,0.69
prob80,50000,10000,0.05,10000,1,1,neutral,1000,983,0.983
prob80,50000,10000,0.05,10000,1,1,selected,100,100,1.0
prob80,50000,10000,0.05,10000,1,3,neutral,1000,956,0.956
prob80,50000,10000,0.05,10000,1,3,selected,100,100,1.0
prob80,50000,10000,0.05,10000,1,5,neutral,1000,925,0.925
prob80,50000,10000,0.05,10000,1,5,selected,100,99,0.99
prob80,50000,10000,0.05,10000,1,10,neutral,1000,854,0.854
prob80,50000,10000,0.05,10000,1,10,selected,100,96,0.96
prob80,50000,10000,0.05,10000,1,20,neutral,1000,510,0.51
prob80,50000,10000,0.05,10000,1,20,selected,100,70,0.7
prob80,50000,10000,0.05,20000,0,1,neutral,1000,978,0.978
prob80,50000,10000,0.05,20000,0,1,selected,100,100,1.0
prob80,50000,10000,0.05,20000,0,3,neutral,1000,919,0.919
prob80,50000,10000,0.05,20000,0,3,selected,100,98,0.98
prob80,50000,10000,0.05,20000,0,5,neutral,1000,858,0.858
prob80,50000,10000,0.05,20000,0,5,selected,100,94,0.94
prob80,50000,10000,0.05,20000,0,10,neutral,1000,518,0.518
prob80,50000,10000,0.05,20000,0,10,selected,100,74,0.74
prob80,50000,10000,0.05,20000,0,20,neutral,1000,85,0.085
prob80,50000,10000,0.05,20000,0,20,selected,100,17,0.17
prob80,50000,10000,0.05,20000,1,1,neutral,1000,978,0.978
prob80,50000,10000,0.05,20000,1,1,selected,100,100,1.0
prob80,50000,10000,0.05,20000,1,3,neutral,1000,926,0.926
prob80,50000,10000,0.05,20000,1,3,selected,100,98,0.98
prob80,50000,10000,0.05,20000,1,5,neutral,1000,874,0.874
prob80,50000,10000,0.05,20000,1,5,selected,100,95,0.95
prob80,50000,10000,0.05,20000,1,10,neutral,1000,544,0.544
prob80,50000,10000,0.05,20000,1,10,selected,100,76,0.76
prob80,50000,10000,0.05,20000,1,20,neutral,1000,97,0.097
prob80,50000,10000,0.05,20000,1,20,selected,100,18,0.18
prob80,50000,10000,0.05,50000,0,1,neutral,1000,963,0.963
prob80,50000,10000,0.05,50000,0,1,selected,100,100,1.0
prob80,50000,10000,0.05,50000,0,3,neutral,1000,788,0.788
prob80,50000,10000,0.05,50000,0,3,selected,100,91,0.91
prob80,50000,10000,0.05,50000,0,5,neutral,1000,421,0.421
prob80,50000,10000,0.05,50000,0,5,selected,100,61,0.61
prob80,50000,10000,0.05,50000,0,10,neutral,1000,44,0.044
prob80,50000,10000,0.05,50000,0,10,selected,100,11,0.11
prob80,50000,10000,0.05,50000,0,20,neutral,1000,0,0.0
prob80,50000,10000,0.05,50000,0,20,selected,100,0,0.0
prob80,50000,10000,0.05,50000,1,1,neutral,1000,963,0.963
prob80,50000,10000,0.05,50000,1,1,selected,100,100,1.0
prob80,50000,10000,0.05,50000,1,3,neutral,1000,802,0.802
prob80,50000,10000,0.05,50000,1,3,selected,100,92,0.92
prob80,50000,10000,0.05,50000,1,5,neutral,1000,448,0.448
prob80,50000,10000,0.05,50000,1,5,selected,100,67,0.67
prob80,50000,10000,0.05,50000,1,10,neutral,1000,54,0.054
prob80,50000,10000,0.05,50000,1,10,selected,100,14,0.14
prob80,50000,10000,0.05,50000,1,20,neutral,1000,2,0.002
prob80,50000,10000,0.05,50000,1,20,selected,100,0,0.0
prob80,50000,10000,0.01,10000,0,1,neutral,1000,614,0.614
prob80,50000,10000,0.01,10000,0,1,selected,100,79,0.79
prob80,50000,10000,0.01,10000,0,3,neutral,1000,498,0.498
prob80,50000,10000,0.01,10000,0,3,selected,100,71,0.71
prob80,50000,10000,0.01,10000,0,5,neutral,1000,426,0.426
prob80,50000,10000,0.01,10000,0,5,selected,100,67,0.67
prob80,50000,10000,0.01,10000,0,10,neutral,1000,289,0.289
prob80,50000,10000,0.01,10000,0,10,selected,100,54,0.54
prob80,50000,10000,0.01,10000,0,20,neutral,1000,104,0.104
prob80,50000,10000,0.01,10000,0,20,selected,100,26,0.26
prob80,50000,10000,0.01,10000,1,1,neutral,1000,614,0.614
prob80,50000,10000,0.01,10000,1,1,selected,100,79,0.79
prob80,50000,10000,0.01,10000,1,3,neutral,1000,505,0.505
prob80,50000,10000,0.01,10000,1,3,selected,100,71,0.71
prob80,50000,10000,0.01,10000,1,5,neutral,1000,436,0.436
prob80,50000,10000,0.01,10000,1,5,selected,100,68,0.68
prob80,50000,10000,0.01,10000,1,10,neutral,1000,308,0.308
prob80,50000,10000,0.01,10000,1,10,selected,100,57,0.57
prob80,50000,10000,0.01,10000,1,20,neutral,1000,109,0.109
prob80,50000,10000,0.01,10000,1,20,selected,100,27,0.27
prob80,50000,10000,0.01,20000,0,1,neutral,1000,586,0.586
prob80,50000,10000,0.01,20000,0,1,selected,100,77,0.77
prob80,50000,10000,0.01,20000,0,3,neutral,1000,424,0.424
prob80,50000,10000,0.01,20000,0,3,selected,100,67,0.67
prob80,50000,10000,0.01,20000,0,5,neutral,1000,315,0.315
prob80,50000,10000,0.01,20000,0,5,selected,100,57,0.57
prob80,50000,10000,0.01,20000,0,10,neutral,1000,118,0.118
prob80,50000,10000,0.01,20000,0,10,selected,100,30,0.3
prob80,50000,10000,0.01,20000,0,20,neutral,1000,3,0.003
prob80,50000,10000,0.01,20000,0,20,selected,100,4,0.04
prob80,50000,10000,0.01,20000,1,1,neutral,1000,586,0.586
prob80,50000,10000,0.01,20000,1,1,selected,100,77,0.77
prob80,50000,10000,0.01,20000,1,3,neutral,1000,437,0.437
prob80,50000,10000,0.01,20000,1,3,selected,100,69,0.69
prob80,50000,10000,0.01,20000,1,5,neutral,1000,336,0.336
prob80,50000,10000,0.01,20000,1,5,selected,100,58,0.58
prob80,50000,10000,0.01,20000,1,10,neutral,1000,123,0.123
prob80,50000,10000,0.01,20000,1,10,selected,100,31,0.31
prob80,50000,10000,0.01,20000,1,20,neutral,1000,3,0.003
prob80,50000,10000,0.01,20000,1,20,selected,100,4,0.04
prob80,50000,10000,0.01,50000,0,1,neutral,1000,524,0.524
prob80,50000,10000,0.01,50000,0,1,selected,100,75,0.75
prob80,50000,10000,0.01,50000,0,3,neutral,1000,257,0.257
prob80,50000,10000,0.01,50000,0,3,selected,100,53,0.53
prob80,50000,10000,0.01,50000,0,5,neutral,1000,71,0.071
prob80,50000,10000,0.01,50000,0,5,selected,100,21,0.21
prob80,50000,10000,0.01,50000,0,10,neutral,1000,1,0.001
prob80,50000,10000,0.01,50000,0,10,selected,100,3,0.03
prob80,50000,10000,0.01,50000,0,20,neutral,1000,0,0.0
prob80,50000,10000,0.01,50000,0,20,selected,100,0,0.0
prob80,50000,10000,0.01,50000,1,1,neutral,1000,524,0.524
prob80,50000,10000,0.01,50000,1,1,selected,100,75,0.75
prob80,50000,10000,0.01,50000,1,3,neutral,1000,262,0.262
prob80,50000,10000,0.01,50000,1,3,selected,100,54,0.54
prob80,50000,10000,0.01,50000,1,5,neutral,1000,75,0.075
prob80,50000,10000,0.01,50000,1,5,selected,100,22,0.22
prob80,50000,10000,0.01,50000,1,10,neutral,1000,1,0.001
prob80,50000,10000,0.01,50000,1,10,selected,100,3,0.03
prob80,50000,10000,0.01,50000,1,20,neutral,1000,0,0.0
prob80,50000,10000,0.01,50000,1,20,selected,100,0,0.0
prob80,50000,10000,0.001,10000,0,1,neutral,1000,137,0.137
prob80,50000,10000,0.001,10000,0,1,selected,100,30,0.3
prob80,50000,10000,0.001,10000,0,3,neutral,1000,94,0.094
prob80,50000,10000,0.001,10000,0,3,selected,100,22,0.22
prob80,50000,10000,0.001,10000,0,5,neutral,1000,65,0.065
prob80,50000,10000,0.001,10000,0,5,selected,100,20,0.2
prob80,50000,10000,0.001,10000,0,10,neutral,1000,28,0.028
prob80,50000,10000,0.001,10000,0,10,selected,100,12,0.12
prob80,50000,10000,0.001,10000,0,20,neutral,1000,3,0.003
prob80,50000,10000,0.001,10000,0,20,selected,100,3,0.03
prob80,50000,10000,0.001,10000,1,1,neutral,1000,137,0.137
prob80,50000,10000,0.001,10000,1,1,selected,100,30,0.3
prob80,50000,10000,0.001,10000,1,3,neutral,1000,95,0.095
prob80,50000,10000,0.001,10000,1,3,selected,100,22,0.22
prob80,50000,10000,0.001,10000,1,5,neutral,1000,67,0.067
prob80,50000,10000,0.001,10000,1,5,selected,100,20,0.2
prob80,50000,10000,0.001,10000,1,10,neutral,1000,31,0.031
prob80,50000,10000,0.001,10000,1,10,selected,100,13,0.13
prob80,50000,10000,0.001,10000,1,20,neutral,1000,3,0.003
prob80,50000,10000,0.001,10000,1,20,selected,100,3,0.03
prob80,50000,10000,0.001,20000,0,1,neutral,1000,126,0.126
prob80,50000,10000,0.001,20000,0,1,selected,100,28,0.28
prob80,50000,10000,0.001,20000,0,3,neutral,1000,59,0.059
prob80,50000,10000,0.001,20000,0,3,selected,100,19,0.19
prob80,50000,10000,0.001,20000,0,5,neutral,1000,31,0.031
prob80,50000,10000,0.001,20000,0,5,selected,100,15,0.15
prob80,50000,10000,0.001,20000,0,10,neutral,1000,3,0.003
prob80,50000,10000,0.001,20000,0,10,selected,100,3,0.03
prob80,50000,10000,0.001,20000,0,20,neutral,1000,0,0.0
prob80,50000,10000,0.001,20000,0,20,selected,100,2,0.02
prob80,50000,10000,0.001,20000,1,1,neutral,1000,126,0.126
prob80,50000,10000,0.001,20000,1,1,selected,100,28,0.28
prob80,50000,10000,0.001,20000,1,3,neutral,1000,62,0.062
prob80,50000,10000,0.001,20000,1,3,selected,100,19,0.19
prob80,50000,10000,0.001,20000,1,5,neutral,1000,34,0.034
prob80,50000,10000,0.001,20000,1,5,selected,100,15,0.15
prob80,50000,10000,0.001,20000,1,10,neutral,1000,3,0.003
prob80,50000,10000,0.001,20000,1,10,selected,100,3,0.03
prob80,50000,10000,0.001,20000,1,20,neutral,1000,0,0.0
prob80,50000,10000,0.001,20000,1,20,selected,100,2,0.02
prob80,50000,10000,0.001,50000,0,1,neutral,1000,104,0.104
prob80,50000,10000,0.001,50000,0,1,selected,100,24,0.24
prob80,50000,10000,0.001,50000,0,3,neutral,1000,21,0.021
prob80,50000,10000,0.001,50000,0,3,selected,100,11,0.11
prob80,50000,10000,0.001,50000,0,5,neutral,1000,2,0.002
prob80,50000,10000,0.001,50000,0,5,selected,100,2,0.02
prob80,50000,10000,0.001,50000,0,10,neutral,1000,0,0.0
prob80,50000,10000,0.001,50000,0,10,selected,100,0,0.0
prob80,50000,10000,0.001,50000,0,20,neutral,1000,0,0.0
prob80,50000,10000,0.001,50000,0,20,selected,100,0,0.0
prob80,50000,10000,0.001,50000,1,1,neutral,1000,104,0.104
prob80,50000,10000,0.001,50000,1,1,selected,100,24,0.24
prob80,50000,10000,0.001,50000,1,3,neutral,1000,23,0.023
prob80,50000,10000,0.001,50000,1,3,selected,100,12,0.12
prob80,50000,10000,0.001,50000,1,5,neutral,1000,2,0.002
prob80,50000,10000,0.001,50000,1,5,selected,100,2,0.02
prob80,50000,10000,0.001,50000,1,10,neutral,1000,0,0.0
prob80,50000,10000,0.001,50000,1,10,selected,100,0,0.0
prob80,50000,10000,0.001,50000,1,20,neutral,1000,0,0.0
prob80,50000,10000,0.001,50000,1,20,selected,100,0,0.0
prob80,50000,20000,0.05,10000,0,1,neutral,1000,991,0.991
prob80,50000,20000,0.05,10000,0,1,selected,100,100,1.0
prob80,50000,20000,0.05,10000,0,3,neutral,1000,979,0.979
