arm_id	estimator	threshold_years	replicate_index	observed	percentile	p_value	census_af	n_null
eas_sweep_structured	gamma_smc_frac	4500.0	9	0.02	0.44	0.7128712871287128		100
eas_sweep_structured	gamma_smc_frac	4500.0	10	0.05	0.94	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	4500.0	11	0.01	0.175	0.9405940594059405		100
eas_sweep_structured	gamma_smc_frac	4500.0	12	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	13	0.06	0.975	0.04950495049504951		100
eas_sweep_structured	gamma_smc_frac	4500.0	14	0.05	0.94	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	4500.0	15	0.02	0.44	0.7128712871287128		100
eas_sweep_structured	gamma_smc_frac	4500.0	16	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	17	0.04	0.87	0.18811881188118812		100
eas_sweep_structured	gamma_smc_frac	4500.0	18	0.02	0.44	0.7128712871287128		100
eas_sweep_structured	gamma_smc_frac	4500.0	19	0.02	0.44	0.7128712871287128		100
eas_sweep_structured	gamma_smc_frac	4500.0	20	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	21	0.01	0.175	0.9405940594059405		100
eas_sweep_structured	gamma_smc_frac	4500.0	22	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	23	0.08	0.995	0.019801980198019802		100
eas_sweep_structured	gamma_smc_frac	4500.0	24	0.01	0.175	0.9405940594059405		100
eas_sweep_structured	gamma_smc_frac	4500.0	25	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	26	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	27	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	28	0.02	0.44	0.7128712871287128		100
eas_sweep_structured	gamma_smc_frac	4500.0	29	0.05	0.94	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	4500.0	30	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	31	0.05	0.94	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	4500.0	32	0.01	0.175	0.9405940594059405		100
eas_sweep_structured	gamma_smc_frac	4500.0	33	0.02	0.44	0.7128712871287128		100
eas_sweep_structured	gamma_smc_frac	4500.0	34	0.05	0.94	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	4500.0	35	0.02	0.44	0.7128712871287128		100
eas_sweep_structured	gamma_smc_frac	4500.0	36	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	37	0.06	0.975	0.04950495049504951		100
eas_sweep_structured	gamma_smc_frac	4500.0	38	0.0	0.03	1.0		100
eas_sweep_structured	gamma_smc_frac	4500.0	39	0.02	0.44	0.7128712871287128		100
eas_sweep_structured	gamma_smc_frac	4500.0	40	0.04	0.87	0.18811881188118812		100
eas_sweep_structured	gamma_smc_frac	4500.0	41	0.02	0.44	0.7128712871287128		100
eas_sweep_structured	gamma_smc_frac	4500.0	42	0.05	0.94	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	4500.0	43	0.04	0.87	0.18811881188118812		100
eas_sweep_structured	gamma_smc_frac	4500.0	44	0.06	0.975	0.04950495049504951		100
eas_sweep_structured	gamma_smc_frac	4500.0	45	0.04	0.87	0.18811881188118812		100
eas_sweep_structured	gamma_smc_frac	4500.0	46	0.05	0.94	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	4500.0	47	0.04	0.87	0.18811881188118812		100
eas_sweep_structured	gamma_smc_frac	4500.0	48	0.06	0.975	0.04950495049504951		100
eas_sweep_structured	gamma_smc_frac	4500.0	49	0.05	0.94	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	4500.0	50	0.06	0.975	0.04950495049504951		100
eas_sweep_structured	gamma_smc_frac	4500.0	51	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	52	0.04	0.87	0.18811881188118812		100
eas_sweep_structured	gamma_smc_frac	4500.0	53	0.04	0.87	0.18811881188118812		100
eas_sweep_structured	gamma_smc_frac	4500.0	54	0.05	0.94	0.0891089108910891		100
eas_sweep_structured	gamma_smc_frac	4500.0	55	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	56	0.07	0.99	0.019801980198019802		100
eas_sweep_structured	gamma_smc_frac	4500.0	57	0.0	0.03	1.0		100
eas_sweep_structured	gamma_smc_frac	4500.0	58	0.04	0.87	0.18811881188118812		100
eas_sweep_structured	gamma_smc_frac	4500.0	59	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	60	0.04	0.87	0.18811881188118812		100
eas_sweep_structured	gamma_smc_frac	4500.0	61	0.06	0.975	0.04950495049504951		100
eas_sweep_structured	gamma_smc_frac	4500.0	62	0.01	0.175	0.9405940594059405		100
eas_sweep_structured	gamma_smc_frac	4500.0	63	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	64	0.03	0.705	0.4158415841584158		100
eas_sweep_structured	gamma_smc_frac	4500.0	65	0.17	1.0	0.009900990099009901		100
