subset,s,method,years,alpha,selected_regions,selected_site_called,regional_power_lower_bound,wilson_low,wilson_high
common_replicates,0.01,all_r1_T5000,5000,0.05,91,0,0.0,0.0,0.04050400392888021
common_replicates,0.01,all_r1_T50000,50000,0.01,91,62,0.6813186813186813,0.5799090990201555,0.7680399984561846
common_replicates,0.01,all_r1_T50000,50000,0.05,91,66,0.7252747252747253,0.6258521771107707,0.80644821672347
common_replicates,0.01,mass_g0_r1_T10000,10000,0.01,91,53,0.5824175824175825,0.47977166187867143,0.6783870187923923
common_replicates,0.01,mass_g0_r1_T10000,10000,0.05,91,85,0.9340659340659341,0.8635353380058843,0.9694337135283846
common_replicates,0.01,mass_g0_r1_T20000,20000,0.01,91,23,0.25274725274725274,0.17472717254356776,0.3507967854432412
common_replicates,0.01,mass_g0_r1_T20000,20000,0.05,91,65,0.7142857142857143,0.6142747145052153,0.7969378552395504
common_replicates,0.01,mass_g0_r1_T30000,30000,0.01,91,28,0.3076923076923077,0.22226810686646445,0.4086949715677203
common_replicates,0.01,mass_g0_r1_T30000,30000,0.05,91,38,0.4175824175824176,0.3216129812076078,0.5202283381213286
common_replicates,0.01,mass_g0_r1_T40000,40000,0.01,91,42,0.46153846153846156,0.3627543390479307,0.5634382766389063
common_replicates,0.01,mass_g0_r1_T40000,40000,0.05,91,66,0.7252747252747253,0.6258521771107707,0.80644821672347
common_replicates,0.01,mass_g0_r1_T5000,5000,0.01,91,43,0.4725274725274725,0.3731580363605655,0.5741224034157467
common_replicates,0.01,mass_g0_r1_T5000,5000,0.05,91,72,0.7912087912087912,0.6967681450525728,0.862059193318519
common_replicates,0.01,mass_g0_r1_T50000,50000,0.01,91,73,0.8021978021978022,0.708859763030568,0.871055399429999
common_replicates,0.01,mass_g0_r1_T50000,50000,0.05,91,90,0.989010989010989,0.9403506433134939,0.9980575286681509
