scheme,source,method,alpha,onset_years,selected_called,selected_n,neutral_called,neutral_n,power,neutral_call_fraction,power_low,power_high,neutral_low,neutral_high,fdr_prevalence_0.5,f1_prevalence_0.5,fdr_prevalence_0.1,f1_prevalence_0.1,fdr_prevalence_0.01,f1_prevalence_0.01
grid10kb,decoded,mass_g0_r1_T40000,0.01,50000,61,100,12,1000,0.61,0.012,0.5120301704584073,0.6998312599360558,0.006877647806403522,0.02085726847549828,0.01929260450160772,0.7521578298397041,0.15041782729805014,0.7101280558789289,0.660734149054505,0.4360257326661902
grid10kb,decoded,mass_g0_r1_T40000,0.05,50000,80,100,48,1000,0.8,0.048,0.7111708344068411,0.8666330666689676,0.036393301020807914,0.06306608865013393,0.056603773584905655,0.8658008658008658,0.3506493506493506,0.7168458781362008,0.8559077809798271,0.24420024420024422
grid10kb,decoded,mass_g0_r1_T40000,0.1,50000,92,100,97,1000,0.92,0.097,0.8500189229905127,0.9589065385156194,0.08016916179032305,0.1169152055490344,0.09537856440511307,0.9122459097669807,0.48689347462353594,0.6587898317221627,0.9125724603250024,0.1596806387225549
grid10kb,decoded,mass_g0_r1_T5000,0.01,50000,48,100,11,1000,0.48,0.011,0.384645517580519,0.5768342223477603,0.006153174098086638,0.019589395700786275,0.02240325865580448,0.6438631790744467,0.17098445595854922,0.6079797340088664,0.6940726577437858,0.37368625924484233
grid10kb,decoded,mass_g0_r1_T5000,0.05,50000,84,100,41,1000,0.84,0.041,0.7557973061072976,0.8990471151119521,0.030364971082098315,0.0551479932076413,0.046538024971623154,0.8931419457735248,0.3052109181141439,0.7605251244907199,0.8285364360073485,0.28479403288692995
grid10kb,decoded,mass_g0_r1_T5000,0.1,50000,90,100,100,1000,0.9,0.1,0.8256343384950865,0.9447708629393249,0.08290944359309571,0.1201519631953484,0.1,0.9,0.5,0.6428571428571429,0.9166666666666666,0.15254237288135594
grid10kb,decoded,mass_g0_r1_T50000,0.01,50000,62,100,12,1000,0.62,0.012,0.5220975529551107,0.7090240074752127,0.006877647806403522,0.02085726847549828,0.0189873417721519,0.7598039215686274,0.14835164835164835,0.7175925925925924,0.6570796460176992,0.44159544159544156
grid10kb,decoded,mass_g0_r1_T50000,0.05,50000,83,100,48,1000,0.83,0.048,0.7445199523239887,0.8910643388594006,0.036393301020807914,0.06306608865013393,0.05466970387243736,0.8839190628328008,0.34231378763866877,0.7338638373121131,0.8513077749910426,0.2522029778182923
grid10kb,decoded,mass_g0_r1_T50000,0.1,50000,91,100,103,1000,0.91,0.103,0.837737871472837,0.9519274599974348,0.08565481000508716,0.1233836362324436,0.10167818361303059,0.9041231992051663,0.5046271094175285,0.6415227352837505,0.91806968578374,0.1503262575369621
grid10kb,truth,mass_g0_r1_T10000,0.01,50000,48,100,8,1000,0.48,0.008,0.384645517580519,0.5768342223477603,0.004059195818806103,0.015706334530980144,0.01639344262295082,0.6451612903225806,0.13043478260869568,0.6185567010309279,0.6226415094339623,0.42253521126760557
