arm	statistic	null	threshold_years	sample_frequency	observed	null_mean	p_value
eas_standing	hom_carrier	eas_simulated	50000.0	0.965	0.6451612903225806	0.20445086021505376	0.0007299927000729993
eas_standing	hom_carrier	own_demography	10000.0	0.87	0.0	0.007739473684210525	1.0
eas_standing	hom_carrier	eas_simulated	10000.0	0.87	0.0	0.007709868421052629	1.0
eas_standing	hom_carrier	own_demography	20000.0	0.87	0.2236842105263158	0.04587421052631578	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	20000.0	0.87	0.2236842105263158	0.04586144736842105	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	30000.0	0.87	1.0	0.10006302631578946	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	30000.0	0.87	1.0	0.09996381578947368	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	50000.0	0.87	1.0	0.20439565789473688	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	50000.0	0.87	1.0	0.20439381578947372	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	10000.0	0.975	0.0	0.00772463157894737	1.0
eas_standing	hom_carrier	eas_simulated	10000.0	0.975	0.0	0.0077235789473684225	1.0
eas_standing	hom_carrier	own_demography	20000.0	0.975	0.042105263157894736	0.045876842105263146	0.6247937520624793
eas_standing	hom_carrier	eas_simulated	20000.0	0.975	0.042105263157894736	0.045897789473684204	0.6260037399626004
eas_standing	hom_carrier	own_demography	30000.0	0.975	0.1368421052631579	0.09997884210526314	0.18625813741862582
eas_standing	hom_carrier	eas_simulated	30000.0	0.975	0.1368421052631579	0.10002199999999999	0.18514814851851483
eas_standing	hom_carrier	own_demography	50000.0	0.975	0.5263157894736842	0.2044701052631579	0.0035799642003579964
eas_standing	hom_carrier	eas_simulated	50000.0	0.975	0.5263157894736842	0.2044415789473684	0.0036399636003639963
eas_standing	hom_carrier	own_demography	10000.0	0.975	0.0	0.007715473684210527	1.0
eas_standing	hom_carrier	eas_simulated	10000.0	0.975	0.0	0.007723368421052632	1.0
eas_standing	hom_carrier	own_demography	20000.0	0.975	0.07368421052631578	0.045885789473684206	0.15803841961580384
eas_standing	hom_carrier	eas_simulated	20000.0	0.975	0.07368421052631578	0.04585526315789473	0.15727842721572785
eas_standing	hom_carrier	own_demography	30000.0	0.975	0.3263157894736842	0.10003200000000001	0.0003599964000359996
eas_standing	hom_carrier	eas_simulated	30000.0	0.975	0.3263157894736842	0.10002	0.0002899971000289997
eas_standing	hom_carrier	own_demography	50000.0	0.975	1.0	0.20442968421052632	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	50000.0	0.975	1.0	0.2044055789473684	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	10000.0	0.965	0.0	0.00772709677419355	1.0
eas_standing	hom_carrier	eas_simulated	10000.0	0.965	0.0	0.007740860215053765	1.0
eas_standing	hom_carrier	own_demography	20000.0	0.965	0.08602150537634409	0.0458794623655914	0.07413925860741392
eas_standing	hom_carrier	eas_simulated	20000.0	0.965	0.08602150537634409	0.0458547311827957	0.07467925320746792
eas_standing	hom_carrier	own_demography	30000.0	0.965	0.3978494623655914	0.10001645161290322	4.999950000499995e-05
eas_standing	hom_carrier	eas_simulated	30000.0	0.965	0.3978494623655914	0.10004064516129033	3.999960000399996e-05
eas_standing	hom_carrier	own_demography	50000.0	0.965	0.7204301075268817	0.20450483870967742	0.00032999670003299966
eas_standing	hom_carrier	eas_simulated	50000.0	0.965	0.7204301075268817	0.20438505376344085	0.00034999650003499967
eas_standing	hom_carrier	own_demography	10000.0	0.985	0.010309278350515464	0.007724742268041239	0.5289647103528965
eas_standing	hom_carrier	eas_simulated	10000.0	0.985	0.010309278350515464	0.00770938144329897	0.5276447235527645
eas_standing	hom_carrier	own_demography	20000.0	0.985	0.08247422680412371	0.045884742268041234	0.08912910870891291
eas_standing	hom_carrier	eas_simulated	20000.0	0.985	0.08247422680412371	0.045881958762886595	0.08834911650883491
eas_standing	hom_carrier	own_demography	30000.0	0.985	0.1958762886597938	0.10000762886597939	0.02235977640223598
eas_standing	hom_carrier	eas_simulated	30000.0	0.985	0.1958762886597938	0.10000752577319587	0.022159778402215977
eas_standing	hom_carrier	own_demography	50000.0	0.985	0.7319587628865979	0.20443051546391755	0.0002999970000299997
eas_standing	hom_carrier	eas_simulated	50000.0	0.985	0.7319587628865979	0.20439793814432988	0.0003099969000309997
eas_standing	hom_carrier	own_demography	10000.0	0.975	0.010526315789473684	0.007723473684210528	0.5213247867521325
eas_standing	hom_carrier	eas_simulated	10000.0	0.975	0.010526315789473684	0.00772063157894737	0.5209147908520915
eas_standing	hom_carrier	own_demography	20000.0	0.975	0.05263157894736842	0.04586726315789473	0.43752562474375256
eas_standing	hom_carrier	eas_simulated	20000.0	0.975	0.05263157894736842	0.04584673684210525	0.43762562374376257
eas_standing	hom_carrier	own_demography	30000.0	0.975	0.3157894736842105	0.10001263157894737	0.00043999560004399956
eas_standing	hom_carrier	eas_simulated	30000.0	0.975	0.3157894736842105	0.10001947368421052	0.0004099959000409996
eas_standing	hom_carrier	own_demography	50000.0	0.975	0.5684210526315789	0.20449673684210523	0.0020799792002079978
eas_standing	hom_carrier	eas_simulated	50000.0	0.975	0.5684210526315789	0.20442073684210527	0.001999980000199998
eas_standing	hom_carrier	own_demography	10000.0	0.98	0.020833333333333332	0.007720312499999999	0.16928830711692883
eas_standing	hom_carrier	eas_simulated	10000.0	0.98	0.020833333333333332	0.007711041666666666	0.16965830341696583
eas_standing	hom_carrier	own_demography	20000.0	0.98	0.08333333333333333	0.04589864583333333	0.08536914630853691
eas_standing	hom_carrier	eas_simulated	20000.0	0.98	0.08333333333333333	0.04585989583333333	0.08514914850851492
eas_standing	hom_carrier	own_demography	30000.0	0.98	0.2708333333333333	0.1000025	0.0014499855001449985
eas_standing	hom_carrier	eas_simulated	30000.0	0.98	0.2708333333333333	0.10003166666666669	0.0014999850001499984
eas_standing	hom_carrier	own_demography	50000.0	0.98	0.5416666666666666	0.20445822916666667	0.002959970400295997
eas_standing	hom_carrier	eas_simulated	50000.0	0.98	0.5416666666666666	0.204391875	0.002899971000289997
eas_standing	hom_carrier	own_demography	10000.0	1.0	0.01	0.007723199999999999	0.5394346056539434
eas_standing	hom_carrier	eas_simulated	10000.0	1.0	0.01	0.007723199999999999	0.5394346056539434
eas_standing	hom_carrier	own_demography	20000.0	1.0	0.06	0.04587220000000001	0.3146168538314617
eas_standing	hom_carrier	eas_simulated	20000.0	1.0	0.06	0.04587220000000001	0.3146168538314617
eas_standing	hom_carrier	own_demography	30000.0	1.0	0.21	0.09999740000000001	0.012679873201267988
eas_standing	hom_carrier	eas_simulated	30000.0	1.0	0.21	0.09999740000000001	0.012679873201267988
eas_standing	hom_carrier	own_demography	50000.0	1.0	0.62	0.20444449999999997	0.000979990200097999
eas_standing	hom_carrier	eas_simulated	50000.0	1.0	0.62	0.20444449999999997	0.000979990200097999
eas_standing	hom_carrier	own_demography	10000.0	0.95	0.011111111111111112	0.007730777777777778	0.5028049719502805
eas_standing	hom_carrier	eas_simulated	10000.0	0.95	0.011111111111111112	0.0077026666666666676	0.5009249907500924
eas_standing	hom_carrier	own_demography	20000.0	0.95	0.05555555555555555	0.04590666666666667	0.3954360456395436
eas_standing	hom_carrier	eas_simulated	20000.0	0.95	0.05555555555555555	0.04584488888888889	0.3953360466395336
eas_standing	hom_carrier	own_demography	30000.0	0.95	0.34444444444444444	0.09995322222222221	0.00015999840001599985
eas_standing	hom_carrier	eas_simulated	30000.0	0.95	0.34444444444444444	0.10001133333333333	0.0001999980000199998
eas_standing	hom_carrier	own_demography	50000.0	0.95	1.0	0.20445755555555556	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	50000.0	0.95	1.0	0.20449155555555554	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	10000.0	1.0	0.01	0.007723199999999999	0.5394346056539434
eas_standing	hom_carrier	eas_simulated	10000.0	1.0	0.01	0.007723199999999999	0.5394346056539434
eas_standing	hom_carrier	own_demography	20000.0	1.0	0.07	0.04587220000000001	0.1869581304186958
eas_standing	hom_carrier	eas_simulated	20000.0	1.0	0.07	0.04587220000000001	0.1869581304186958
eas_standing	hom_carrier	own_demography	30000.0	1.0	0.15	0.09999740000000001	0.11406885931140688
eas_standing	hom_carrier	eas_simulated	30000.0	1.0	0.15	0.09999740000000001	0.11406885931140688
eas_standing	hom_carrier	own_demography	50000.0	1.0	0.91	0.20444449999999997	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	50000.0	1.0	0.91	0.20444449999999997	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	10000.0	0.925	0.0	0.007740232558139533	1.0
eas_standing	hom_carrier	eas_simulated	10000.0	0.925	0.0	0.007735232558139534	1.0
eas_standing	hom_carrier	own_demography	20000.0	0.925	0.1511627906976744	0.04586662790697674	0.0006399936000639994
eas_standing	hom_carrier	eas_simulated	20000.0	0.925	0.1511627906976744	0.04583116279069767	0.0007199928000719992
eas_standing	hom_carrier	own_demography	30000.0	0.925	0.37209302325581395	0.10001127906976744	9.99990000099999e-05
eas_standing	hom_carrier	eas_simulated	30000.0	0.925	0.37209302325581395	0.09997325581395347	0.00012999870001299986
eas_standing	hom_carrier	own_demography	50000.0	0.925	0.5348837209302325	0.204425	0.0033199668003319966
eas_standing	hom_carrier	eas_simulated	50000.0	0.925	0.5348837209302325	0.2044255813953488	0.0033199668003319966
eas_standing	hom_carrier	own_demography	10000.0	0.945	0.0	0.0077220000000000006	1.0
eas_standing	hom_carrier	eas_simulated	10000.0	0.945	0.0	0.0077096666666666685	1.0
eas_standing	hom_carrier	own_demography	20000.0	0.945	0.06666666666666667	0.04586488888888889	0.23918760812391876
eas_standing	hom_carrier	eas_simulated	20000.0	0.945	0.06666666666666667	0.04589011111111112	0.23967760322396775
eas_standing	hom_carrier	own_demography	30000.0	0.945	0.36666666666666664	0.10001411111111112	0.00010999890001099989
eas_standing	hom_carrier	eas_simulated	30000.0	0.945	0.36666666666666664	0.09996633333333335	0.00014999850001499985
eas_standing	hom_carrier	own_demography	50000.0	0.945	0.43333333333333335	0.20438877777777775	0.013259867401325986
eas_standing	hom_carrier	eas_simulated	50000.0	0.945	0.43333333333333335	0.20445511111111112	0.013499865001349986
eas_standing	hom_carrier	own_demography	10000.0	0.98	0.010416666666666666	0.007711458333333332	0.5239747602523975
eas_standing	hom_carrier	eas_simulated	10000.0	0.98	0.010416666666666666	0.007720833333333331	0.5246447535524644
eas_standing	hom_carrier	own_demography	20000.0	0.98	0.0625	0.04589354166666666	0.2835871641283587
eas_standing	hom_carrier	eas_simulated	20000.0	0.98	0.0625	0.0458675	0.2840371596284037
eas_standing	hom_carrier	own_demography	30000.0	0.98	0.3854166666666667	0.09997854166666666	6.999930000699993e-05
eas_standing	hom_carrier	eas_simulated	30000.0	0.98	0.3854166666666667	0.099986875	6.999930000699993e-05
eas_standing	hom_carrier	own_demography	50000.0	0.98	1.0	0.204441875	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	50000.0	0.98	1.0	0.20447291666666664	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	10000.0	0.94	0.011363636363636364	0.007735227272727272	0.4957050429495705
eas_standing	hom_carrier	eas_simulated	10000.0	0.94	0.011363636363636364	0.00772215909090909	0.4944050559494405
eas_standing	hom_carrier	own_demography	20000.0	0.94	0.03409090909090909	0.04585568181818181	0.7591724082759173
eas_standing	hom_carrier	eas_simulated	20000.0	0.94	0.03409090909090909	0.04584954545454545	0.7584724152758472
eas_standing	hom_carrier	own_demography	30000.0	0.94	0.22727272727272727	0.09999170454545454	0.008069919300806992
eas_standing	hom_carrier	eas_simulated	30000.0	0.94	0.22727272727272727	0.09999056818181817	0.007999920000799993
eas_standing	hom_carrier	own_demography	50000.0	0.94	0.625	0.2044351136363636	0.000999990000099999
eas_standing	hom_carrier	eas_simulated	50000.0	0.94	0.625	0.20450602272727272	0.000999990000099999
eas_standing	hom_carrier	own_demography	10000.0	0.99	0.01020408163265306	0.007727142857142855	0.5326946730532695
eas_standing	hom_carrier	eas_simulated	10000.0	0.99	0.01020408163265306	0.007721734693877549	0.5319146808531915
eas_standing	hom_carrier	own_demography	20000.0	0.99	0.08163265306122448	0.045874183673469376	0.0927590724092759
eas_standing	hom_carrier	eas_simulated	20000.0	0.99	0.08163265306122448	0.04587438775510203	0.0923390766092339
eas_standing	hom_carrier	own_demography	30000.0	0.99	0.3163265306122449	0.09999663265306122	0.0003899961000389996
eas_standing	hom_carrier	eas_simulated	30000.0	0.99	0.3163265306122449	0.09997755102040816	0.0003899961000389996
eas_standing	hom_carrier	own_demography	50000.0	0.99	0.6326530612244898	0.20444255102040815	0.0008399916000839992
eas_standing	hom_carrier	eas_simulated	50000.0	0.99	0.6326530612244898	0.20442326530612245	0.0007899921000789992
eas_standing	hom_carrier	own_demography	10000.0	0.96	0.0	0.007724999999999999	1.0
eas_standing	hom_carrier	eas_simulated	10000.0	0.96	0.0	0.007734468085106382	1.0
eas_standing	hom_carrier	own_demography	20000.0	0.96	0.07446808510638298	0.04586010638297872	0.15136848631513686
eas_standing	hom_carrier	eas_simulated	20000.0	0.96	0.07446808510638298	0.04585882978723404	0.15224847751522486
eas_standing	hom_carrier	own_demography	30000.0	0.96	0.18085106382978725	0.09997670212765958	0.04015959840401596
eas_standing	hom_carrier	eas_simulated	30000.0	0.96	0.18085106382978725	0.10002063829787233	0.03957960420395796
eas_standing	hom_carrier	own_demography	50000.0	0.96	1.0	0.20449340425531917	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	50000.0	0.96	1.0	0.20441361702127658	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	10000.0	0.975	0.010526315789473684	0.007726736842105265	0.5215247847521525
eas_standing	hom_carrier	eas_simulated	10000.0	0.975	0.010526315789473684	0.007721263157894739	0.5216147838521614
eas_standing	hom_carrier	own_demography	20000.0	0.975	0.031578947368421054	0.04586505263157894	0.8001319986800132
eas_standing	hom_carrier	eas_simulated	20000.0	0.975	0.031578947368421054	0.045864631578947365	0.8011019889801102
eas_standing	hom_carrier	own_demography	30000.0	0.975	0.28421052631578947	0.09998652631578947	0.001079989200107999
eas_standing	hom_carrier	eas_simulated	30000.0	0.975	0.28421052631578947	0.100044	0.001089989100108999
eas_standing	hom_carrier	own_demography	50000.0	0.975	0.5894736842105263	0.2044985263157895	0.0015299847001529984
eas_standing	hom_carrier	eas_simulated	50000.0	0.975	0.5894736842105263	0.20446505263157894	0.0015399846001539984
eas_standing	hom_carrier	own_demography	10000.0	0.995	0.010101010101010102	0.0077242424242424225	0.5358846411535885
eas_standing	hom_carrier	eas_simulated	10000.0	0.995	0.010101010101010102	0.007720707070707069	0.5357046429535705
eas_standing	hom_carrier	own_demography	20000.0	0.995	0.09090909090909091	0.04587353535353535	0.04803951960480395
eas_standing	hom_carrier	eas_simulated	20000.0	0.995	0.09090909090909091	0.04587454545454545	0.04786952130478695
eas_standing	hom_carrier	own_demography	30000.0	0.995	0.21212121212121213	0.10003202020202019	0.012079879201207988
eas_standing	hom_carrier	eas_simulated	30000.0	0.995	0.21212121212121213	0.09999959595959595	0.011979880201197989
eas_standing	hom_carrier	own_demography	50000.0	0.995	0.6767676767676768	0.20446070707070707	0.0004899951000489995
eas_standing	hom_carrier	eas_simulated	50000.0	0.995	0.6767676767676768	0.2044549494949495	0.0004899951000489995
eas_standing	hom_carrier	own_demography	10000.0	0.805	0.0	0.007730909090909088	1.0
eas_standing	hom_carrier	eas_simulated	10000.0	0.805	0.0	0.007736212121212118	1.0
eas_standing	hom_carrier	own_demography	20000.0	0.805	0.2727272727272727	0.04593166666666666	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	20000.0	0.805	0.2727272727272727	0.04588863636363636	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	30000.0	0.805	1.0	0.09992166666666666	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	30000.0	0.805	1.0	0.09997363636363636	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	50000.0	0.805	1.0	0.2045760606060606	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	50000.0	0.805	1.0	0.20429409090909087	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	10000.0	0.975	0.0	0.007713368421052634	1.0
eas_standing	hom_carrier	eas_simulated	10000.0	0.975	0.0	0.0077175789473684225	1.0
eas_standing	hom_carrier	own_demography	20000.0	0.975	0.09473684210526316	0.04588031578947368	0.03951960480395196
eas_standing	hom_carrier	eas_simulated	20000.0	0.975	0.09473684210526316	0.04589305263157894	0.03956960430395696
eas_standing	hom_carrier	own_demography	30000.0	0.975	0.29473684210526313	0.09999052631578946	0.0007899921000789992
eas_standing	hom_carrier	eas_simulated	30000.0	0.975	0.29473684210526313	0.10000621052631577	0.0007499925000749992
eas_standing	hom_carrier	own_demography	50000.0	0.975	0.8315789473684211	0.20440084210526316	3.999960000399996e-05
eas_standing	hom_carrier	eas_simulated	50000.0	0.975	0.8315789473684211	0.2044482105263158	3.999960000399996e-05
eas_standing	hom_carrier	own_demography	10000.0	1.0	0.0	0.007723199999999999	1.0
eas_standing	hom_carrier	eas_simulated	10000.0	1.0	0.0	0.007723199999999999	1.0
eas_standing	hom_carrier	own_demography	20000.0	1.0	0.1	0.04587220000000001	0.024109758902410974
eas_standing	hom_carrier	eas_simulated	20000.0	1.0	0.1	0.04587220000000001	0.024109758902410974
eas_standing	hom_carrier	own_demography	30000.0	1.0	0.29	0.09999740000000001	0.0008799912000879991
eas_standing	hom_carrier	eas_simulated	30000.0	1.0	0.29	0.09999740000000001	0.0008799912000879991
eas_standing	hom_carrier	own_demography	50000.0	1.0	0.5	0.20444449999999997	0.004989950100498995
eas_standing	hom_carrier	eas_simulated	50000.0	1.0	0.5	0.20444449999999997	0.004989950100498995
eas_standing	hom_carrier	own_demography	10000.0	0.965	0.010752688172043012	0.00773247311827957	0.5144748552514475
eas_standing	hom_carrier	eas_simulated	10000.0	0.965	0.010752688172043012	0.007716344086021507	0.5127948720512795
eas_standing	hom_carrier	own_demography	20000.0	0.965	0.07526881720430108	0.045848817204301076	0.14613853861461384
eas_standing	hom_carrier	eas_simulated	20000.0	0.965	0.07526881720430108	0.04588301075268817	0.14696853031469687
eas_standing	hom_carrier	own_demography	30000.0	0.965	1.0	0.10001903225806451	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	30000.0	0.965	1.0	0.09996827956989247	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	50000.0	0.965	1.0	0.20438086021505375	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	50000.0	0.965	1.0	0.20444505376344085	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	10000.0	0.99	0.01020408163265306	0.007724591836734693	0.5321946780532195
eas_standing	hom_carrier	eas_simulated	10000.0	0.99	0.01020408163265306	0.0077226530612244885	0.5323546764532354
eas_standing	hom_carrier	own_demography	20000.0	0.99	0.07142857142857142	0.04587132653061224	0.17531824681753183
eas_standing	hom_carrier	eas_simulated	20000.0	0.99	0.07142857142857142	0.045873061224489795	0.17527824721752783
eas_standing	hom_carrier	own_demography	30000.0	0.99	0.23469387755102042	0.10000448979591836	0.005579944200557995
eas_standing	hom_carrier	eas_simulated	30000.0	0.99	0.23469387755102042	0.10001408163265307	0.005519944800551994
eas_standing	hom_carrier	own_demography	50000.0	0.99	1.0	0.20445326530612246	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	50000.0	0.99	1.0	0.20443316326530614	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	10000.0	1.0	0.01	0.007723199999999999	0.5394346056539434
eas_standing	hom_carrier	eas_simulated	10000.0	1.0	0.01	0.007723199999999999	0.5394346056539434
eas_standing	hom_carrier	own_demography	20000.0	1.0	0.07	0.04587220000000001	0.1869581304186958
eas_standing	hom_carrier	eas_simulated	20000.0	1.0	0.07	0.04587220000000001	0.1869581304186958
eas_standing	hom_carrier	own_demography	30000.0	1.0	0.25	0.09999740000000001	0.003089969100308997
eas_standing	hom_carrier	eas_simulated	30000.0	1.0	0.25	0.09999740000000001	0.003089969100308997
eas_standing	hom_carrier	own_demography	50000.0	1.0	1.0	0.20444449999999997	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	50000.0	1.0	1.0	0.20444449999999997	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	10000.0	0.955	0.0	0.0077264835164835175	1.0
eas_standing	hom_carrier	eas_simulated	10000.0	0.955	0.0	0.007712307692307693	1.0
eas_standing	hom_carrier	own_demography	20000.0	0.955	0.12087912087912088	0.04590186813186813	0.006239937600623993
eas_standing	hom_carrier	eas_simulated	20000.0	0.955	0.12087912087912088	0.04584	0.005809941900580994
eas_standing	hom_carrier	own_demography	30000.0	0.955	0.4945054945054945	0.09993692307692309	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	30000.0	0.955	0.4945054945054945	0.09999780219780219	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	50000.0	0.955	1.0	0.20442197802197803	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	50000.0	0.955	1.0	0.2045485714285714	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	10000.0	0.995	0.0	0.007724444444444443	1.0
eas_standing	hom_carrier	eas_simulated	10000.0	0.995	0.0	0.00772181818181818	1.0
eas_standing	hom_carrier	own_demography	20000.0	0.995	0.04040404040404041	0.045874848484848484	0.6551234487655123
eas_standing	hom_carrier	eas_simulated	20000.0	0.995	0.04040404040404041	0.04587202020202019	0.6555234447655524
eas_standing	hom_carrier	own_demography	30000.0	0.995	0.15151515151515152	0.09998383838383837	0.1088189118108819
eas_standing	hom_carrier	eas_simulated	30000.0	0.995	0.15151515151515152	0.09999646464646465	0.1088189118108819
eas_standing	hom_carrier	own_demography	50000.0	0.995	0.494949494949495	0.20443777777777777	0.005519944800551994
eas_standing	hom_carrier	eas_simulated	50000.0	0.995	0.494949494949495	0.20445565656565654	0.005469945300546995
eas_standing	hom_carrier	own_demography	10000.0	0.72	0.04	0.0076967999999999984	0.056329436705632945
eas_standing	hom_carrier	eas_simulated	10000.0	0.72	0.04	0.007734199999999998	0.056649433505664946
eas_standing	hom_carrier	own_demography	20000.0	0.72	0.58	0.045752799999999996	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	20000.0	0.72	0.58	0.045965599999999995	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	30000.0	0.72	0.78	0.09981280000000001	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	30000.0	0.72	0.78	0.099887	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	50000.0	0.72	1.0	0.2045256	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	50000.0	0.72	1.0	0.2043566	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	10000.0	0.98	0.0	0.007720833333333331	1.0
eas_standing	hom_carrier	eas_simulated	10000.0	0.98	0.0	0.007722604166666667	1.0
eas_standing	hom_carrier	own_demography	20000.0	0.98	0.09375	0.04587947916666666	0.04115958840411596
eas_standing	hom_carrier	eas_simulated	20000.0	0.98	0.09375	0.04585447916666666	0.04174958250417496
eas_standing	hom_carrier	own_demography	30000.0	0.98	0.3125	0.0999771875	0.00044999550004499957
eas_standing	hom_carrier	eas_simulated	30000.0	0.98	0.3125	0.09998854166666667	0.00043999560004399956
eas_standing	hom_carrier	own_demography	50000.0	0.98	0.53125	0.20437583333333337	0.0033299667003329966
eas_standing	hom_carrier	eas_simulated	50000.0	0.98	0.53125	0.20443395833333333	0.003359966400335997
eas_standing	hom_carrier	own_demography	10000.0	0.97	0.010638297872340425	0.007729574468085104	0.5179248207517925
eas_standing	hom_carrier	eas_simulated	10000.0	0.97	0.010638297872340425	0.007722872340425531	0.5171648283517165
eas_standing	hom_carrier	own_demography	20000.0	0.97	0.0851063829787234	0.04587382978723405	0.07778922210777892
eas_standing	hom_carrier	eas_simulated	20000.0	0.97	0.0851063829787234	0.045876063829787234	0.07819921800781993
eas_standing	hom_carrier	own_demography	30000.0	0.97	0.2978723404255319	0.09998457446808512	0.0007199928000719992
eas_standing	hom_carrier	eas_simulated	30000.0	0.97	0.2978723404255319	0.0999962765957447	0.0007299927000729993
eas_standing	hom_carrier	own_demography	50000.0	0.97	0.5531914893617021	0.2043959574468085	0.0025899741002589974
eas_standing	hom_carrier	eas_simulated	50000.0	0.97	0.5531914893617021	0.20448297872340424	0.0025099749002509973
eas_standing	hom_carrier	own_demography	10000.0	0.975	0.010526315789473684	0.0077235789473684225	0.5211747882521175
eas_standing	hom_carrier	eas_simulated	10000.0	0.975	0.010526315789473684	0.007726000000000001	0.5214147858521415
eas_standing	hom_carrier	own_demography	20000.0	0.975	0.06315789473684211	0.04584715789473684	0.2759172408275917
eas_standing	hom_carrier	eas_simulated	20000.0	0.975	0.06315789473684211	0.04586673684210526	0.2757572424275757
eas_standing	hom_carrier	own_demography	30000.0	0.975	0.35789473684210527	0.10002315789473683	0.00014999850001499985
eas_standing	hom_carrier	eas_simulated	30000.0	0.975	0.35789473684210527	0.10000336842105263	0.00014999850001499985
eas_standing	hom_carrier	own_demography	50000.0	0.975	0.5894736842105263	0.20444336842105262	0.0015199848001519985
eas_standing	hom_carrier	eas_simulated	50000.0	0.975	0.5894736842105263	0.20450894736842107	0.0015499845001549985
eas_standing	hom_carrier	own_demography	10000.0	0.41	0.0	0.00767	1.0
eas_standing	hom_carrier	eas_simulated	10000.0	0.41	0.0	0.007732666666666666	1.0
eas_standing	hom_carrier	own_demography	20000.0	0.41	0.5333333333333333	0.04613799999999999	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	20000.0	0.41	0.5333333333333333	0.045644666666666674	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	30000.0	0.41	0.8666666666666667	0.099714	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	30000.0	0.41	0.8666666666666667	0.10015533333333333	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	50000.0	0.41	1.0	0.20441066666666666	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	50000.0	0.41	1.0	0.20401466666666668	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	10000.0	0.93	0.011627906976744186	0.007727093023255813	0.48684513154868453
eas_standing	hom_carrier	eas_simulated	10000.0	0.93	0.011627906976744186	0.007713837209302323	0.4860551394486055
eas_standing	hom_carrier	own_demography	20000.0	0.93	0.19767441860465115	0.04588813953488372	2.999970000299997e-05
eas_standing	hom_carrier	eas_simulated	20000.0	0.93	0.19767441860465115	0.045883139534883724	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	30000.0	0.93	1.0	0.10009662790697674	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	30000.0	0.93	1.0	0.10001965116279068	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	50000.0	0.93	1.0	0.2044789534883721	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	50000.0	0.93	1.0	0.20444593023255817	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	10000.0	1.0	0.0	0.007723199999999999	1.0
eas_standing	hom_carrier	eas_simulated	10000.0	1.0	0.0	0.007723199999999999	1.0
eas_standing	hom_carrier	own_demography	20000.0	1.0	0.05	0.04587220000000001	0.4796352036479635
eas_standing	hom_carrier	eas_simulated	20000.0	1.0	0.05	0.04587220000000001	0.4796352036479635
eas_standing	hom_carrier	own_demography	30000.0	1.0	0.46	0.09999740000000001	9.99990000099999e-06
eas_standing	hom_carrier	eas_simulated	30000.0	1.0	0.46	0.09999740000000001	9.99990000099999e-06
eas_standing	hom_carrier	own_demography	50000.0	1.0	1.0	0.20444449999999997	9.99990000099999e-06
