selection_coefficient	replicate	realized_population_allele_frequency	focal_allele_outcome	ancestry_seconds	slim_seconds	center_fraction_recent	center_mean_tmrca_generations	window_10000_fraction_recent	window_100000_fraction_recent	neutral_plateau_fraction_recent	neutral_plateau_mean_tmrca_generations	center_fraction_recent_mc_p_upper	window_10000_fraction_recent_mc_p_upper	window_100000_fraction_recent_mc_p_upper
0.0	70	0.0	lost	15.009417200053576	3.176017599995248	0.0105	16627.62018964593	0.0105454545454545	0.0109999999999999	0.0100041322314049	21136.58782714589	NA	NA	NA
0.0	71	0.0	lost	15.343220900045708	3.4325335000175983	0.007	16027.9223221526	0.007	0.0071039603960396	0.0099132231404958	19316.385281127685	NA	NA	NA
0.0	72	0.0	lost	15.222353800025305	3.495444599946495	0.0095	23425.9546214102	0.0094090909090909	0.0093960396039603	0.0083099173553719	19735.40379128922	NA	NA	NA
0.0	73	0.0	lost	15.095172700006517	3.415984200022649	0.01	13071.97869976943	0.0098636363636363	0.0097920792079207	0.0078429752066115	19279.977857988804	NA	NA	NA
0.0	74	0.0	lost	7.614645999972708	2.426274800032843	0.0105	16107.772789146278	0.0104999999999999	0.0104306930693069	0.0093512396694214	18544.426190589573	NA	NA	NA
0.0	75	0.0	lost	6.771454600035213	2.9946017000474967	0.009	17937.221772051253	0.0089999999999999	0.0091881188118811	0.0099586776859504	20445.061251668907	NA	NA	NA
0.0	76	0.0	lost	13.006411400041545	3.554509199981112	0.0115	19804.77679005802	0.0115	0.0116584158415841	0.0092479338842975	19719.12803814652	NA	NA	NA
0.0	77	0.0	lost	12.912466900015716	3.288716099981684	0.0095	22620.84145366684	0.0094999999999999	0.0092079207920792	0.0089256198347107	21091.29394562782	NA	NA	NA
0.0	78	0.0	lost	12.928122300014364	3.319932200014591	0.0075	13034.897354290311	0.0075	0.0076782178217821	0.0092479338842975	20289.95161862452	NA	NA	NA
0.0	79	0.0	lost	12.454883700003847	3.0731960999546573	0.0105	18753.1621336848	0.0104090909090909	0.0105940594059405	0.0092479338842975	20885.02533704202	NA	NA	NA
0.0	80	0.0	lost	12.912199199956376	2.9247594000189565	0.008	29201.864756791365	0.008	0.0078960396039603	0.0089008264462809	20694.21822951662	NA	NA	NA
0.0	81	0.0	lost	12.843178200011607	3.2886966000078246	0.0085	13575.92125945896	0.0085454545454545	0.0089306930693069	0.0085289256198347	18634.97246126793	NA	NA	NA
0.0	82	0.0	lost	11.424363299971446	3.113638400041964	0.0065	33115.87089632029	0.0065	0.0066683168316831	0.0091528925619834	20103.749745408848	NA	NA	NA
0.0	83	0.0	lost	5.472507800033782	2.5510178999975324	0.0075	18446.335849636947	0.0075	0.007	0.0074421487603305	21199.78501164017	NA	NA	NA
0.0	84	0.0	lost	10.537863300007302	2.370709499984514	0.0105	22954.78075677291	0.0104999999999999	0.0102227722772277	0.008194214876033	19320.23006464179	NA	NA	NA
0.0	85	0.0	lost	11.048954300000332	3.343801200040616	0.009	14008.165768348475	0.0089999999999999	0.0086782178217821	0.0093057851239669	21312.12750357331	NA	NA	NA
0.0	86	0.0	lost	9.131338899955152	2.539744899957441	0.008	13954.783071301985	0.008	0.0074554455445544	0.0094504132231404	19780.04539704729	NA	NA	NA
0.0	87	0.0	lost	12.39527179999277	3.866246399993543	0.0085	35429.434666740235	0.0084090909090909	0.0076386138613861	0.0095702479338843	20883.318035030497	NA	NA	NA
0.0	88	0.0	lost	12.8193516000174	3.683288800006266	0.0105	9648.38095071274	0.0104999999999999	0.0101237623762376	0.009793388429752	19323.56921750307	NA	NA	NA
0.0	89	0.0	lost	12.75592719996348	3.568554600002244	0.0065	15989.848664718453	0.0065	0.007009900990099	0.0089793388429752	20523.84571701132	NA	NA	NA
0.0	90	0.0	lost	12.614256100030616	3.811931999982335	0.0095	15759.285396716645	0.0093636363636363	0.0088415841584158	0.0091776859504132	20405.52005407572	NA	NA	NA
0.0	91	0.0	lost	12.380386400036514	3.741182799974922	0.005	17742.468023911588	0.0049999999999999	0.0048069306930693	0.0085289256198347	19278.52769853253	NA	NA	NA
0.0	92	0.0	lost	12.751496899989434	2.368015000014566	0.006	12878.313017938412	0.006	0.0060544554455445	0.0102272727272727	20329.49695150428	NA	NA	NA
0.0	93	0.0	lost	14.48717839998426	2.783911000005901	0.007	13582.072308193225	0.0069545454545454	0.006589108910891	0.0092396694214876	21804.75772836658	NA	NA	NA
0.0	94	0.0	lost	16.908808399981353	2.885991799994372	0.008	15514.862959005886	0.0079545454545454	0.0077722772277227	0.0098347107438016	20684.582918856955	NA	NA	NA
0.0	95	0.0	lost	16.98194460000377	3.151633000001312	0.0105	16495.91514615674	0.0105454545454545	0.0108910891089108	0.0076776859504132	20106.67664486056	NA	NA	NA
0.0	96	0.0	lost	16.914693300030194	3.5422487999894656	0.01	14448.86964863595	0.0099545454545454	0.0096485148514851	0.012599173553719	20455.538547006247	NA	NA	NA
0.0	97	0.0	lost	16.37219730002107	3.2715712999925017	0.0115	18392.92687950758	0.0119545454545454	0.0121930693069306	0.0084710743801652	19199.11291568046	NA	NA	NA
0.0	98	0.0	lost	18.09098759997869	3.3603844000026584	0.0075	34957.68124184318	0.0075	0.0077326732673267	0.0091611570247933	19383.95175667835	NA	NA	NA
0.0	99	0.0	lost	16.205645000038203	3.681866099999752	0.009	20291.017069532485	0.0088636363636363	0.0088316831683168	0.0104586776859504	18531.054119070395	NA	NA	NA
0.1	0	0.4353	segregating	34.672108999977354	4.78943199996138	0.185	45141.38126801678	0.18554545454545454	0.18112376237623756	0.009446280991735537	19450.55363508923	0.009900990099009901	0.009900990099009901	0.009900990099009901
0.1	1	0.0	lost	33.34591480001109	4.045668600010686	0.009	19010.608028085106	0.008999999999999998	0.009069306930693067	0.007938016528925621	20527.283657200664	0.5841584158415841	0.5247524752475248	0.5544554455445545
0.1	2	0.8833	segregating	30.14210890000686	4.14479140000185	0.785	4069.438289525614	0.7377272727272728	0.7066138613861386	0.01312809917355372	18872.338194944725	0.009900990099009901	0.009900990099009901	0.009900990099009901
0.1	3	0.0	lost	31.443580900027882	3.911116499977652	0.008	20530.40697352995	0.008136363636363638	0.00815841584158416	0.006867768595041323	20860.74438788689	0.7227722772277227	0.6633663366336634	0.6534653465346535
0.1	4	0.0	lost	33.11521749995882	4.362347900052555	0.0105	35884.37753255605	0.010272727272727272	0.009896039603960393	0.007938016528925621	19098.35997052194	0.36633663366336633	0.36633663366336633	0.39603960396039606
0.1	5	0.0	lost	34.81256029999349	4.6083608999615535	0.006	8947.285029953746	0.006136363636363637	0.0063861386138613875	0.008355371900826447	21136.508508188053	0.9504950495049505	0.9108910891089109	0.8811881188118812
0.1	6	0.0	lost	33.10193659999641	5.29323770001065	0.008	12914.53135778304	0.008000000000000002	0.008227722772277228	0.009520661157024792	19425.21945338996	0.7227722772277227	0.6633663366336634	0.6534653465346535
0.1	7	0.0	lost	33.28606579999905	4.450431399978697	0.0055	12838.38811964197	0.0056363636363636355	0.005886138613861386	0.00694214876033058	20235.371904334665	0.9504950495049505	0.9504950495049505	0.9306930693069307
0.1	8	0.0	lost	34.75252740003634	4.616422199993394	0.009	14404.28980206544	0.008999999999999998	0.008623762376237621	0.00771900826446281	19061.190843580083	0.5841584158415841	0.5247524752475248	0.6237623762376238
0.1	9	0.0	lost	34.622821800003294	4.632871399982832	0.0115	15873.007222025886	0.0115	0.01055940594059406	0.010107438016528926	19240.89087315993	0.19801980198019803	0.19801980198019803	0.297029702970297
0.1	10	0.0	lost	34.44691490003606	4.882025500002783	0.009	11050.59641294607	0.008999999999999998	0.009717821782178214	0.00817768595041322	20335.80465415676	0.5841584158415841	0.5247524752475248	0.44554455445544555
0.1	11	0.0	lost	32.788960900041275	4.502358400030062	0.0085	12077.751658584724	0.008409090909090911	0.008311881188118814	0.00940909090909091	19953.42030421637	0.6435643564356436	0.6336633663366337	0.6435643564356436
0.1	12	0.0	lost	34.69808550004382	4.638153599982616	0.0115	12964.120301831159	0.011409090909090909	0.010757425742574255	0.008314049586776862	19524.181261186106	0.19801980198019803	0.19801980198019803	0.26732673267326734
0.1	13	0.0	lost	33.35577600001125	4.990188600029796	0.0045	18550.084939572338	0.00459090909090909	0.004693069306930693	0.007661157024793388	20190.840218464535	0.9801980198019802	0.9801980198019802	0.9801980198019802
0.1	14	0.55955	segregating	33.76559039996937	5.163670599984471	0.32	8194.445927370321	0.31954545454545447	0.3088762376237623	0.011809917355371902	19931.21008359811	0.009900990099009901	0.009900990099009901	0.009900990099009901
0.1	15	0.0	lost	34.74959810002474	4.609761100029573	0.0085	21690.209150867136	0.008500000000000002	0.008777227722772275	0.008359504132231403	20588.27016764596	0.6435643564356436	0.6039603960396039	0.6039603960396039
0.1	16	0.0	lost	34.62743260001298	4.620203300029971	0.012	24216.110919115497	0.012136363636363638	0.012108910891089108	0.009661157024793391	18946.832026672877	0.13861386138613863	0.06930693069306931	0.09900990099009901
0.1	17	0.6192	segregating	34.277715599979274	4.701621200016234	0.3845	11452.010110672276	0.3845	0.3807524752475247	0.011673553719008266	18843.89749123514	0.009900990099009901	0.009900990099009901	0.009900990099009901
0.1	18	0.0	lost	34.193296600016765	4.853024300013203	0.006	39970.75267167686	0.006045454545454546	0.006034653465346531	0.008049586776859501	19402.879334204674	0.9504950495049505	0.9207920792079208	0.9207920792079208
0.1	19	0.0	lost	34.10154850000981	4.807944900006987	0.0055	24100.36069489547	0.005499999999999999	0.005757425742574257	0.008880165289256194	19579.403483909176	0.9504950495049505	0.9504950495049505	0.9405940594059405
0.1	20	0.0	lost	17.194945199997164	3.2095760999945924	0.008	22378.167215201564	0.008000000000000002	0.00766831683168317	0.008483471074380165	19638.35654794542	0.7227722772277227	0.6633663366336634	0.7425742574257426
0.1	21	0.0	lost	25.682044600020163	4.9917895999969915	0.0085	21160.48451318313	0.008500000000000002	0.008990099009900986	0.009855371900826448	19167.753419731835	0.6435643564356436	0.6039603960396039	0.5544554455445545
0.1	22	0.0	lost	34.04518840002129	4.203835499996785	0.009	17685.47468195115	0.008999999999999998	0.009217821782178216	0.009165289256198347	18812.779930371224	0.5841584158415841	0.5247524752475248	0.5247524752475248
0.1	23	0.0	lost	33.98637769999914	5.115502299973741	0.013	20727.453648723098	0.013000000000000001	0.013277227722772275	0.009252066115702479	22222.490024360348	0.0594059405940594	0.039603960396039604	0.019801980198019802
0.1	24	0.0	lost	34.18088610004634	4.892886399989948	0.009	15906.893204085176	0.008999999999999998	0.009123762376237621	0.010074380165289259	20332.79122283336	0.5841584158415841	0.5247524752475248	0.5445544554455446
0.1	25	0.0	lost	32.65915009996388	4.3759132999693975	0.011	35678.80457092324	0.010999999999999998	0.010316831683168317	0.008454545454545454	19210.924914422223	0.25742574257425743	0.21782178217821782	0.31683168316831684
0.1	26	0.0	lost	33.61033330002101	4.201391900016461	0.0125	39203.13913836896	0.0125	0.012519801980198019	0.009041322314049586	19946.926699990567	0.06930693069306931	0.0594059405940594	0.039603960396039604
0.1	27	0.0	lost	32.32458369998494	3.754806099983398	0.01	17618.652974067947	0.009999999999999998	0.01018316831683168	0.007772727272727274	20335.801112868394	0.43564356435643564	0.37623762376237624	0.3564356435643564
0.1	28	0.0	lost	31.884307899978012	4.079711000027601	0.007	13892.357540028244	0.0075000000000000015	0.008445544554455448	0.007392561983471075	19975.993788138854	0.8613861386138614	0.7425742574257426	0.6435643564356436
0.1	29	0.0	lost	35.024691900005564	4.448623600008432	0.006	16535.063985547913	0.006	0.006158415841584155	0.009570247933884298	21678.51934544641	0.9504950495049505	0.9405940594059405	0.900990099009901
0.1	30	0.0	lost	33.54272600001423	4.75260290002916	0.0055	13609.833242530662	0.0057272727272727275	0.005767326732673267	0.009780991735537191	21029.974313325594	0.9504950495049505	0.9504950495049505	0.9405940594059405
0.1	31	0.0	lost	34.84700920002069	4.749496500007808	0.0125	16173.201217505475	0.0125	0.012707920792079214	0.009260330578512397	20045.762119889598	0.06930693069306931	0.0594059405940594	0.039603960396039604
0.1	32	0.73725	segregating	34.37231619999511	5.33841950003989	0.5395	9648.692153460059	0.5364545454545454	0.5003118811881189	0.013557851239669422	18779.517207779314	0.009900990099009901	0.009900990099009901	0.009900990099009901
0.1	33	0.0	lost	34.22593360004248	4.27050360001158	0.0095	19123.225767215117	0.009499999999999998	0.00942574257425742	0.008520661157024791	20342.473742794875	0.5247524752475248	0.44554455445544555	0.48514851485148514
0.1	34	0.77355	segregating	34.17156270000851	5.163301999971736	0.599	8682.778433376632	0.5990000000000001	0.5889752475247527	0.01128925619834711	18094.059202778615	0.009900990099009901	0.009900990099009901	0.009900990099009901
0.1	35	0.4749	segregating	34.48262979998253	4.893807900021784	0.2275	15940.253574938104	0.22495454545454543	0.21921287128712863	0.009752066115702479	19807.71804854933	0.009900990099009901	0.009900990099009901	0.009900990099009901
0.1	36	0.0	lost	31.545234099961817	4.299365799990483	0.007	20149.631728753888	0.007000000000000001	0.0070495049504950506	0.007355371900826447	19249.335447797137	0.8613861386138614	0.7920792079207921	0.8118811881188119
0.1	37	0.0	lost	34.44701269996585	4.313983500003815	0.007	13058.027797434512	0.007000000000000001	0.006777227722772276	0.008557851239669421	20930.44926176981	0.8613861386138614	0.7920792079207921	0.8514851485148515
0.1	38	0.0	lost	34.61559639999177	4.612827499979176	0.008	35648.971725750795	0.007863636363636366	0.00805940594059406	0.010115702479338844	18778.028913059472	0.7227722772277227	0.7128712871287128	0.6534653465346535
0.1	39	0.0	lost	34.43093329999829	5.151400199974887	0.008	26816.23302856185	0.008000000000000002	0.008316831683168319	0.007528925619834712	20242.33040828909	0.7227722772277227	0.6633663366336634	0.6435643564356436
0.1	40	0.0	lost	16.117537999991328	3.353535700007342	0.0075	7355.738381961379	0.0075000000000000015	0.007717821782178221	0.009045454545454544	20036.952513647448	0.7920792079207921	0.7425742574257426	0.7227722772277227
0.1	41	0.09965	segregating	24.30514100001892	2.9290316000115126	0.0195	13798.331098546274	0.019727272727272725	0.019173267326732673	0.00916115702479339	19369.690687068258	0.009900990099009901	0.009900990099009901	0.009900990099009901
0.1	42	0.0	lost	31.49214089999441	5.752471600018907	0.005	15895.765728858745	0.004999999999999999	0.005138613861386136	0.008078512396694215	19790.67203213321	0.9702970297029703	0.9504950495049505	0.9603960396039604
0.1	43	0.0	lost	29.894741599971894	4.090345499978866	0.006	18852.208795069317	0.006	0.005762376237623762	0.008504132231404955	20622.51410993824	0.9504950495049505	0.9405940594059405	0.9405940594059405
0.1	44	0.9215	segregating	30.6423405999667	2.798837500042282	0.8515	2062.4578441328886	0.8422272727272729	0.7660148514851485	0.0160702479338843	18841.180930257833	0.009900990099009901	0.009900990099009901	0.009900990099009901
0.1	45	0.0	lost	33.49902920000022	3.805376800009981	0.007	26497.694729175142	0.007136363636363638	0.007336633663366339	0.008623966942148759	21256.127602315522	0.8613861386138614	0.7920792079207921	0.7722772277227723
0.1	46	0.0	lost	33.47912969999015	4.089011800009757	0.0065	25431.320969863	0.006500000000000001	0.006509900990099012	0.008595041322314048	20978.086130487132	0.9108910891089109	0.8613861386138614	0.8712871287128713
0.1	47	0.0	lost	33.83868230000371	4.577925399993546	0.01	12786.999550189053	0.01018181818181818	0.010321782178217817	0.010289256198347106	20825.82457343645	0.43564356435643564	0.36633663366336633	0.31683168316831684
