unit_id	seed	han_candidate_id	han_candidate_order	han_candidate_source_kind	han_generation_645_chb_af	final_population_af	sample_alt_count	sample_af	source_completion_sha256
han_introgressed_neutral_g645_gate_r010	2026084752	han_candidate_0252	252	new_screen_then_replay	0.012810617493800001	0.017148932938399999	8	0.040000000000000001	74de4280e5b977d36ebbb5829e36eff8eabff617720bd42c836f8a86795a894d
han_introgressed_neutral_g645_gate_r011	2026084761	han_candidate_0261	261	new_screen_then_replay	0.0112197564978	0.0077162603478399998	1	0.0050000000000000001	0785df55cbcc6c32c661183aedf53f976bd9d4579007c11528ae1094071f7426
han_introgressed_neutral_g645_gate_r012	2026084805	han_candidate_0305	305	new_screen_then_replay	0.012057051758799999	0.0186982608035	2	0.01	96b90f4d6114183b9b179ea35f3cd91c590d3cd947e3a211546e0a17344c2f2e
han_introgressed_neutral_g645_gate_r013	2026084836	han_candidate_0336	336	new_screen_then_replay	0.0125594289154	0.0031290347079799999	1	0.0050000000000000001	2785f1d336a754c8af08af00cc0d9b5fb77a77521d1f05f9e97d883bed8207f1
han_introgressed_neutral_g645_gate_r014	2026084840	han_candidate_0340	340	new_screen_then_replay	0.0128943470199	0.010184552289799999	5	0.025000000000000001	2b8cf7dfa85651012b49c2bb49d1d9def35dd6ffaa05d9d7b5804b0579ee59ea
han_introgressed_neutral_g645_gate_r015	2026084841	han_candidate_0341	341	new_screen_then_replay	0.0110522974456	0.0021872863978099999	1	0.0050000000000000001	b2ca6174083e1e81ce058b0f35bbc36878c448f96d0ae3c615dead31bc146fa8
han_introgressed_neutral_g645_gate_r016	2026084853	han_candidate_0353	353	new_screen_then_replay	0.011554674602200001	0.081651097440600007	21	0.105	17b6ab7f7d5a2f92ef34dd8aa5a57d0567cb5a65f857e754a1661fa2d677e9f2
han_introgressed_neutral_g645_gate_r017	2026084949	han_candidate_0449	449	new_screen_then_replay	0.01138721555	0.00142781195413	1	0.0050000000000000001	82c0145932367c5bf1f77a7e311716b941027ef80ab3c0b888755b314938ebfd
han_introgressed_neutral_g645_gate_r018	2026084958	han_candidate_0458	458	new_screen_then_replay	0.012978076546	0.0125085440875	2	0.01	e3a1618c5b0585b9672f1864c600d0531238eb6b50b7404111b27b45264af584
han_introgressed_neutral_g645_gate_r019	2026085010	han_candidate_0510	510	new_screen_then_replay	0.012726887967699999	0.0035239614187	1	0.0050000000000000001	c69b5224b7421d9c0b9980bde0f416e5d12b0d041d785f1c338254f821eef7c9
han_introgressed_neutral_g645_gate_r020	2026085015	han_candidate_0515	515	new_screen_then_replay	0.011554674602200001	0.018857750436699999	2	0.01	2130b15486edb28e195656e7b01c6a90af8abecf1d77ed19c5c0157d8f003736
han_introgressed_neutral_g645_gate_r021	2026085048	han_candidate_0548	548	new_screen_then_replay	0.011470945076099999	0.015698336750999999	3	0.014999999999999999	e8de8f42341705aa7072e613134af06edfc2f7cd92e45f9fa3fe72802affca47
han_introgressed_neutral_g645_gate_r022	2026085057	han_candidate_0557	557	new_screen_then_replay	0.0110522974456	0.0073441178704299996	2	0.01	83d1c37083ec3f55dfd9e01ba581c6217af0df7915a1996b1e6076eec8e4412c
han_introgressed_neutral_g645_gate_r023	2026085106	han_candidate_0606	606	new_screen_then_replay	0.012140781284899999	0.00331130857447	0	0	d51526e4ae8e15c14679627b6abce26db70b7c0031ab11c2e3aa2a4f97fb74c8
han_introgressed_neutral_g645_gate_r024	2026085146	han_candidate_0646	646	new_screen_then_replay	0.0123919698632	0.0054302422723500002	3	0.014999999999999999	8cda32ca1145b9831d3ca9c1edbc51ca674b62b79cea4e111fe80e89410c7f9a
han_introgressed_neutral_g645_gate_r025	2026085183	han_candidate_0683	683	new_screen_then_replay	0.0124756993893	0.0148781043518	3	0.014999999999999999	8f894a526e781eee4eaa81aeafbc62c87b2242099255ee25790116e6d5dd68a4
han_introgressed_neutral_g645_gate_r026	2026085184	han_candidate_0684	684	new_screen_then_replay	0.011470945076099999	0.0077238550922799996	3	0.014999999999999999	e8b045ac765af633a4d284eccb6e4311156d29a58c76bb7202f9a794d99fb4b0
han_introgressed_neutral_g645_gate_r027	2026085233	han_candidate_0733	733	new_screen_then_replay	0.012643158441599999	0.041566036302899997	8	0.040000000000000001	9198b3b84400c5e3be9d8a38a4b4e88989d407cb6e526a03f59a4a350f9969da
han_introgressed_neutral_g645_gate_r028	2026085273	han_candidate_0773	773	new_screen_then_replay	0.0125594289154	0.020817194501399999	3	0.014999999999999999	859b4a933281fe6c747f59e349df492c57eacc87fce991849fee25fc1a0c8b78
han_introgressed_neutral_g645_gate_r029	2026085309	han_candidate_0809	809	new_screen_then_replay	0.0123082403371	0.040221766537599998	7	0.035000000000000003	3a7735a5947e0f8d624cbf6691f9ee684b73e0516c0aae99f3c66d7efdf93c4c
han_introgressed_neutral_g645_gate_r030	2026085326	han_candidate_0826	826	new_screen_then_replay	0.0112197564978	0.00066833751044300001	0	0	a418c60573351cf2b3442725b99468b3c1afb7975cfa1289e5aacdf92b6ed6f8
han_introgressed_neutral_g645_gate_r031	2026085340	han_candidate_0840	840	new_screen_then_replay	0.012810617493800001	0.012774360142799999	4	0.02	1a726b9e2b9c1f2f279da87e7c354136a1614ff8ab27cb8f3f8e6830fd48d5e7
han_introgressed_neutral_g645_gate_r032	2026085350	han_candidate_0850	850	new_screen_then_replay	0.0110522974456	0.0040631882737099997	0	0	66a52e3a898b784a17837aaf672ead91899cce82a3453e3de06f2a525f23868d
han_introgressed_neutral_g645_gate_r033	2026085391	han_candidate_0891	891	new_screen_then_replay	0.012726887967699999	0.0136553504975	4	0.02	017506a429daefae4dd4fa977596e90d8a4345a1aadb6326e6d904079a070727
han_introgressed_neutral_g645_gate_r034	2026085417	han_candidate_0917	917	new_screen_then_replay	0.0123919698632	0.00519480519481	0	0	ec22b8f04fea7dba16718e50d4296b6c6902d9bbc57d9cb6e7f769e836f5d5d4
han_introgressed_neutral_g645_gate_r035	2026085458	han_candidate_0958	958	new_screen_then_replay	0.0125594289154	0.025366446419099999	6	0.029999999999999999	d9ec4dbe551b2acd978016fa44a8bd8b09701ccac02c275fb9594a173c2ddf49
han_introgressed_neutral_g645_gate_r036	2026085476	han_candidate_0976	976	new_screen_then_replay	0.0110522974456	0.0027644869750099998	1	0.0050000000000000001	623ace2ebf9e7c30f6154121024f5d069db06650160b7549d34aab65eaf700ba
han_introgressed_neutral_g645_gate_r037	2026085477	han_candidate_0977	977	new_screen_then_replay	0.0117221336544	0.0073289283815599999	1	0.0050000000000000001	0801242db4f6bbfc4aa373bd715ff5bbf09f4b04ed423d38e8a9f944ff0dae9e
han_introgressed_neutral_g645_gate_r038	2026085506	han_candidate_1006	1006	new_screen_then_replay	0.012978076546	0.0145667198299	3	0.014999999999999999	eae94529a2d24f275efcb4aa3a4cff07f439036e326832c0628af4dbfe090b1c
han_introgressed_neutral_g645_gate_r039	2026085517	han_candidate_1017	1017	new_screen_then_replay	0.011554674602200001	0.017019822282999999	6	0.029999999999999999	0ce900973e3e7804e0255487a74030e2416ea64afdb9f12fe1ddb29b1108c946
han_introgressed_neutral_g645_gate_r040	2026085550	han_candidate_1050	1050	new_screen_then_replay	0.0128943470199	0.015660363028800001	0	0	61464919b317940950eecca098bfaf86e8e45865aca4b5a0e515bf381a742a73
han_introgressed_neutral_g645_gate_r041	2026085553	han_candidate_1053	1053	new_screen_then_replay	0.0124756993893	0.0070555175818299998	3	0.014999999999999999	3db295fbc5a8f891b1ef5da75d4871f813d7e78e722c0d5ce5a72b1a3118ca22
han_introgressed_neutral_g645_gate_r042	2026085568	han_candidate_1068	1068	new_screen_then_replay	0.012224510811000001	0.041512873091799997	11	0.055	498dc181d1948884eee5fdb8a3018a73323bfb1a3bfed6f7641a9b6671c5b696
han_introgressed_neutral_g645_gate_r043	2026085643	han_candidate_1143	1143	new_screen_then_replay	0.012057051758799999	0.031814384446000002	5	0.025000000000000001	097ac9fae462a98336242eddad45161837d8bd44924d533d55b32c26027897f2
han_introgressed_neutral_g645_gate_r044	2026085730	han_candidate_1230	1230	new_screen_then_replay	0.0118895927066	0.0178172704488	6	0.029999999999999999	8c2bc7e57c26def1cf6303e48cc4f9d8358fe7724df8ff05340380725e0daf3c
han_introgressed_neutral_g645_gate_r045	2026085733	han_candidate_1233	1233	new_screen_then_replay	0.0112197564978	0.035695298853199997	1	0.0050000000000000001	729fcb4ff68281387b08f55199876236e1501d8b59d5e2b3f1c5808aac9b5250
han_introgressed_neutral_g645_gate_r046	2026085762	han_candidate_1262	1262	new_screen_then_replay	0.01138721555	0.024348750664499999	2	0.01	9782e20080ceee80147721e436d20168ed33664cde0d7d8730a82539442c8241
han_introgressed_neutral_g645_gate_r047	2026085828	han_candidate_1328	1328	new_screen_then_replay	0.0128943470199	0.00388850915167	0	0	230aa7b19b34ce32e7b2bda7c97c771610a35b904bfa8483371986f15478fd00
han_introgressed_neutral_g645_gate_r048	2026085837	han_candidate_1337	1337	new_screen_then_replay	0.0128943470199	0.00449608870662	1	0.0050000000000000001	6b33d71a7d778f4d2be1af36330243b64516296a4bff5e05c54fb666890ad284
han_introgressed_neutral_g645_gate_r049	2026085874	han_candidate_1374	1374	new_screen_then_replay	0.012726887967699999	0.042933090301499999	5	0.025000000000000001	5e59bbe23450d8348006595d0f90e331cf09f4c8249966a54f933bf669089ccd
han_introgressed_neutral_g645_gate_r050	2026085890	han_candidate_1390	1390	new_screen_then_replay	0.0112197564978	0.0141641983747	3	0.014999999999999999	249000b1b7780892611c490ca9d0780e2456a768e46e4baf05b2d51c9a287fac
han_introgressed_neutral_g645_gate_r051	2026085940	han_candidate_1440	1440	new_screen_then_replay	0.012224510811000001	0.0014126224652500001	0	0	1f5ac3983ca9d1cee755ed86ffdb1afb56f952ba24cf0f40a8bdf96a826f174b
han_introgressed_neutral_g645_gate_r052	2026085973	han_candidate_1473	1473	new_screen_then_replay	0.012978076546	0.0145895040632	4	0.02	6cef2b741d0b31ee2220608e37e9990f620d5495a0df5c56bce2d9c65f98ac76
han_introgressed_neutral_g645_gate_r053	2026085992	han_candidate_1492	1492	new_screen_then_replay	0.012224510811000001	0.0069264069264100003	4	0.02	8310ac4ff0fb9845a16eea5b46e7098e6247e7f42455cae111fff0969417b267
han_introgressed_neutral_g645_gate_r054	2026085994	han_candidate_1494	1494	new_screen_then_replay	0.0124756993893	0.017657780815699999	3	0.014999999999999999	8b41f815ddbf8c6c47a4149ddcf0ac01e4bc354ebc8b445eda1bf5007a6aa307
han_introgressed_neutral_g645_gate_r055	2026086012	han_candidate_1512	1512	new_screen_then_replay	0.0113034860239	0.0011999696210199999	0	0	d43fcaf9a4f4be3c03455396faf857c106f0f4a02b3b7ba5ff46bd0f6b7b6e8f
han_introgressed_neutral_g645_gate_r056	2026086013	han_candidate_1513	1513	new_screen_then_replay	0.012726887967699999	0.027379053694799999	9	0.044999999999999998	057066ecb5a2a3a72ff74d14b5791e9e9f22e1a87df8284c456d572d0ed4e8ac
han_introgressed_neutral_g645_gate_r057	2026086031	han_candidate_1531	1531	new_screen_then_replay	0.0123919698632	0.00858206121364	4	0.02	12f716adea90ec46c1d7ca031fc21e7984f3217897cacad03e772d76b9d1be79
han_introgressed_neutral_g645_gate_r058	2026086037	han_candidate_1537	1537	new_screen_then_replay	0.0117221336544	0.027705627705599999	5	0.025000000000000001	284289f611c18707a0a2ed9f28367e74a3192291940db251f98545de2d62352c
han_introgressed_neutral_g645_gate_r059	2026086059	han_candidate_1559	1559	new_screen_then_replay	0.0119733222327	0.00155692260955	1	0.0050000000000000001	c63b3f52643c2860e80ac4eb3ea58a9cc15ef8f284861c1ab5c4cf4d77f7b730
han_introgressed_neutral_g645_gate_r060	2026086087	han_candidate_1587	1587	new_screen_then_replay	0.0117221336544	0.0064859117490700001	1	0.0050000000000000001	6aa35efadf6107cd9f349b4efdd45c7c16546076c2c32a1f7e54b1dbe80d4466
han_introgressed_neutral_g645_gate_r061	2026086123	han_candidate_1623	1623	new_screen_then_replay	0.0111360269717	0.057811194653300001	10	0.050000000000000003	6b323afcb656189ff380117e4f7d44e6eb0b6d66a1fdf3c406cc310e08d6ec3f
han_introgressed_neutral_g645_gate_r062	2026086215	han_candidate_1715	1715	new_screen_then_replay	0.0112197564978	0.011544011543999999	1	0.0050000000000000001	e94f1729b20107e209184ededfb1a185241d1632226427f0249acf8ee6d35167
han_introgressed_neutral_g645_gate_r063	2026086230	han_candidate_1730	1730	new_screen_then_replay	0.0123082403371	0.00034935824409499999	0	0	ecbb48977b8c518cb8191e648a2e467ffe8b8774b528508dc6a4d8b23f59328d
han_introgressed_neutral_g645_gate_r064	2026086233	han_candidate_1733	1733	new_screen_then_replay	0.012057051758799999	0.089587605377100005	11	0.055	6e46be3c06149cab12d431a65c6f20d1a601b605991a73a3eb1ccebd185a46db
han_introgressed_neutral_g645_gate_r065	2026086249	han_candidate_1749	1749	new_screen_then_replay	0.0112197564978	0.00074428495481100002	0	0	ba5270bcae46eefe48f702f12745e2ec924ff750e6e12a8d2415c6b4fc408fc4
han_introgressed_neutral_g645_gate_r066	2026086378	han_candidate_1878	1878	new_screen_then_replay	0.012224510811000001	0.0031442241968599998	0	0	b70eb9a8f662e301b84a5c76fa8f86da4966a16e3a616b9e2ac7cd1291a08de7
han_introgressed_neutral_g645_gate_r067	2026086441	han_candidate_1941	1941	new_screen_then_replay	0.012810617493800001	0.022571580466299999	2	0.01	01348cb86029076ef716624ebe46a48311690c0e0724db90995fe0697eca91b0
han_introgressed_neutral_g645_gate_r068	2026086539	han_candidate_2039	2039	new_screen_then_replay	0.012140781284899999	0.0110199741779	1	0.0050000000000000001	4e33221da43a7316501ac8e32446d6f21496151bac3c7ec1b74fd912a79c7a3a
han_introgressed_neutral_g645_gate_r069	2026086559	han_candidate_2059	2059	new_screen_then_replay	0.012978076546	0.0075036075036099999	2	0.01	7f4b0a81784976d08f9b0d43bb011f4ad753ca27a44837c263e7c6fc50484286
han_introgressed_neutral_g645_gate_r070	2026086644	han_candidate_2144	2144	new_screen_then_replay	0.0124756993893	0.0016480595427999999	1	0.0050000000000000001	cfc0c7345b854a17e3ef1a95e1f34ce764207ce2ccd36293b7bdafa399ff0b2b
han_introgressed_neutral_g645_gate_r071	2026086696	han_candidate_2196	2196	new_screen_then_replay	0.0128943470199	0.014202172096899999	1	0.0050000000000000001	ab6569827e07f8be1c7a417ce4efca6084595de9105d4911dbea2d9b95951f56
han_introgressed_neutral_g645_gate_r072	2026086716	han_candidate_2216	2216	new_screen_then_replay	0.0118058631805	0.023308270676700001	5	0.025000000000000001	202eb2f55d11fab2aeaeb2649c18df2ff32cee6937c64befe263357403b3a89a
han_introgressed_neutral_g645_gate_r073	2026086727	han_candidate_2227	2227	new_screen_then_replay	0.0113034860239	0.00065314802156900005	0	0	f884b3b55942c3be3c4159c4fea5760d53f27da050220c933eabda973633cad0
han_introgressed_neutral_g645_gate_r074	2026086806	han_candidate_2306	2306	new_screen_then_replay	0.012057051758799999	0.045606440343299998	6	0.029999999999999999	bf24216d42f810356d0472d657078beb9361404aa441566744f54e4f44a555e7
han_introgressed_neutral_g645_gate_r075	2026086831	han_candidate_2331	2331	new_screen_then_replay	0.012643158441599999	0.0024682919419800001	2	0.01	713753a8b8ae7d3ce1657fb582385577913d7edd37c049445f1328574e778a10
han_introgressed_neutral_g645_gate_r076	2026086844	han_candidate_2344	2344	new_screen_then_replay	0.012140781284899999	0.018394471026	4	0.02	545dc37ec37e8467583d2a149104c06b862344fb81f5130887c111b6239b0e67
han_introgressed_neutral_g645_gate_r077	2026086934	han_candidate_2434	2434	new_screen_then_replay	0.0117221336544	0.021250094934299999	3	0.014999999999999999	bef60c93313e23abaeb9205703fe25668f4cb52cea58e94e24b6cd8be7fc3cce
han_introgressed_neutral_g645_gate_r078	2026086983	han_candidate_2483	2483	new_screen_then_replay	0.012810617493800001	0.00047846889952199998	0	0	9ea94b3f6940c6eb7f416def82f9ea28c9f071dae970524294b371a5b261fcc7
han_introgressed_neutral_g645_gate_r079	2026087068	han_candidate_2568	2568	new_screen_then_replay	0.012726887967699999	0.035102908787099998	6	0.029999999999999999	01a05add52caa3f76f8e74512ff6b5aa41e9076f46a61d7fe585792f160d107f
han_introgressed_neutral_g645_gate_r080	2026087121	han_candidate_2621	2621	new_screen_then_replay	0.0118058631805	0.0039796460849099999	2	0.01	275453ebd192cb9c078cd0b11d3f244fbc7506ece55f9fb6ee15227ae3157e5d
han_introgressed_neutral_g645_gate_r081	2026087134	han_candidate_2634	2634	new_screen_then_replay	0.0110522974456	0.023855092276099998	6	0.029999999999999999	b91b03ec0642821c90393cbcd1a44accd540751bda4f769b7cb9e745e8b186ef
han_introgressed_neutral_g645_gate_r082	2026087139	han_candidate_2639	2639	new_screen_then_replay	0.0112197564978	0.0070555175818299998	1	0.0050000000000000001	7c40da61404731be10fec6671f0c69ccf7a7deb347726ebdcad1076420af29a4
han_introgressed_neutral_g645_gate_r083	2026087143	han_candidate_2643	2643	new_screen_then_replay	0.012726887967699999	0.0108756740336	2	0.01	12bc2e49f53f47847203c7a833cdab9ba6a2f0f57bd9fa40ef19315dc8277df1
han_introgressed_neutral_g645_gate_r084	2026087151	han_candidate_2651	2651	new_screen_then_replay	0.0111360269717	0.0108301055669	4	0.02	026521109e9ff54544df301620b7a2af63368e03953b3467f031c018a769c7c5
han_introgressed_neutral_g645_gate_r085	2026087173	han_candidate_2673	2673	new_screen_then_replay	0.011638404128300001	0.0050732892838200004	2	0.01	fe5470f352e190384f21dc25667a8a67ff77f4974023ce6aafafc583572202f0
han_introgressed_neutral_g645_gate_r086	2026087178	han_candidate_2678	2678	new_screen_then_replay	0.0124756993893	0.0019746335535799999	1	0.0050000000000000001	b33084ae21995e503397b5b7e34beecd620027d62c5e94d82f181d91d887dc2a
han_introgressed_neutral_g645_gate_r087	2026087210	han_candidate_2710	2710	new_screen_then_replay	0.012643158441599999	0.017999544315300001	1	0.0050000000000000001	42f8b2e6a3cffbd131e7b693116427f2a04f5f24e1aebca72a528839e6a5539e
han_introgressed_neutral_g645_gate_r088	2026087231	han_candidate_2731	2731	new_screen_then_replay	0.012643158441599999	0.00066074276600600003	2	0.01	2123bb269a5476cbf296404a365aca87d5e77f14d85dcb8e5e7117e16036685e
han_introgressed_neutral_g645_gate_r089	2026087268	han_candidate_2768	2768	new_screen_then_replay	0.0110522974456	0.00071390597706400005	0	0	7d4bce9d953a3f11e4217211e331656479d257795d59b64261aee80d243b8d59
han_introgressed_neutral_g645_gate_r090	2026087299	han_candidate_2799	2799	new_screen_then_replay	0.012224510811000001	0.0192147034252	3	0.014999999999999999	442194deb0f97d5f4c85af133b1fde346ee06d5d69bc08bce22202476a1ba4d7
han_introgressed_neutral_g645_gate_r091	2026087337	han_candidate_2837	2837	new_screen_then_replay	0.0118058631805	0.036105415052800002	7	0.035000000000000003	bf4511b8f1bb7b8c31ff203733e1e23459aa06b3d7054b7c990d6524dea72ce1
han_introgressed_neutral_g645_gate_r092	2026087365	han_candidate_2865	2865	new_screen_then_replay	0.0113034860239	0.023308270676700001	4	0.02	f51a38babed8f61af8e54c7b2aecead339d1967d3ea6f0c3221896b53629f4e1
han_introgressed_neutral_g645_gate_r093	2026087398	han_candidate_2898	2898	new_screen_then_replay	0.012224510811000001	0.012371838687600001	3	0.014999999999999999	6c580ff8c2291cb1c2153d1afe27ccac32ab4718c855f49cb903ff2a54076718
han_introgressed_neutral_g645_gate_r094	2026087440	han_candidate_2940	2940	new_screen_then_replay	0.012978076546	0.0118781802992	0	0	1250a888c799dc146a56b9191406c5128b43819720967d0551fc0a0b8eab3243
han_introgressed_neutral_g645_gate_r095	2026087442	han_candidate_2942	2942	new_screen_then_replay	0.01138721555	0.0045036834510499999	0	0	0e35ee621b93c8b2e9de75f33e3ff07f57915cc46396f07c8c9b82c23b72d757
han_introgressed_neutral_g645_gate_r096	2026087484	han_candidate_2984	2984	new_screen_then_replay	0.01138721555	0.0136857294752	3	0.014999999999999999	529e632f23987de035d3e03789406d2d1c60f1c51295fa34a9c0115661d19365
han_introgressed_neutral_g645_gate_r097	2026087510	han_candidate_3010	3010	new_screen_then_replay	0.011554674602200001	0.0180754917597	6	0.029999999999999999	e421d414881b026b338fc058c1fc321d3f5333be3e9d913c145118fbb0f09823
han_introgressed_neutral_g645_gate_r098	2026087551	han_candidate_3051	3051	new_screen_then_replay	0.012643158441599999	0.0058023847497499998	1	0.0050000000000000001	f673f994a686682289fa0c33d961e36025d471d19eeced69920419bc36caf9b0
han_introgressed_neutral_g645_gate_r099	2026087564	han_candidate_3064	3064	new_screen_then_replay	0.0110522974456	0.040647072226000003	9	0.044999999999999998	ac852bb7580131c65598a6364dec3652eae67cddd9f093c900d1565da45b1469
