summary_scope	base_specification_id	selection_coefficient	target_allele_frequency	genotype_class	threshold_years	n_paired_replicates	gamma_minus_truth_bias	mae	rmse	aggregation_weighting	pairing_rule
cell	intro_s0p001_af30	0.001	0.3	overall	20000.0	10	0.027283949009999996	0.028797890956	0.03556629372216281	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	overall	30000.0	10	0.007184662263999995	0.029698636787999992	0.03956832581907316	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	overall	40000.0	10	-0.028428208827000007	0.03371960463700001	0.04335641573927504	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af30	0.001	0.3	overall	50000.0	10	-0.06113342738600001	0.06113342738600001	0.07467845371784836	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	heterozygous	1000.0	8	0.0	0.0	0.0	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	heterozygous	4500.0	8	2.8567475025e-17	2.8567475025e-17	8.080102124621935e-17	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	heterozygous	10000.0	8	3.15715043875e-14	3.15715043875e-14	8.929769937864835e-14	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	heterozygous	20000.0	8	1.227597404125e-11	1.227597404125e-11	3.4721697960951603e-11	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	heterozygous	30000.0	8	3.65334161125e-10	3.65334161125e-10	1.033321050922345e-09	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	heterozygous	40000.0	8	3.80122388625e-09	3.80122388625e-09	1.0751484747102626e-08	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	heterozygous	50000.0	8	2.22217491625e-08	2.22217491625e-08	6.285259809052093e-08	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	hom_alt	1000.0	8	0.029549615985125	0.029549615985125	0.04050183451869553	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	hom_alt	4500.0	8	0.04602764716214591	0.04602764716214591	0.06146168576996291	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	hom_alt	10000.0	8	0.05248624595665169	0.05248624595665169	0.0679004502858235	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	hom_alt	20000.0	8	0.056934700564876234	0.059902986127249966	0.07618117325876306	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	hom_alt	30000.0	8	0.013849670561197232	0.06534461945976239	0.07357291471153607	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
cell	intro_s0p001_af40	0.001	0.4	hom_alt	40000.0	8	-0.06660775906803656	0.12379064981803657	0.16493414854940455	trajectory_equal_within_biological_cell	one_truth_and_one_gamma_value_per_replicate
