base_specification_id	replicate_id	replicate_index	specification_id	selection_coefficient	target_allele_frequency	simulation_status	decode_status	error_type	detail	decode_error_type	decode_detail	invocation_count	cumulative_elapsed_seconds	completed_external_draws	launched_external_draws	interrupted_internal_conditioned_trajectories	last_completed_draw_sample_af	last_completed_draw_n_hom_ref	conditioning_missingness	status
intro_s0p010_af70	intro_s0p010_af70__rep009	9	intro_s0p010_af70__rep009	0.01	0.7	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0877239000147	1	7	5	0.92	0.0	nonrandom	exhausted
intro_s0p010_af70	intro_s0p010_af70__rep010	10	intro_s0p010_af70__rep010	0.01	0.7	timed_out	not_simulated	SpecificationTimeout	SLiM conditioning exceeded the declared per-specification limit of 210.887 seconds			7	1800.0938195999915	2	9	6	0.955	0.0	nonrandom	timed_out
intro_s0p010_af80	intro_s0p010_af80__rep001	1	intro_s0p010_af80__rep001	0.01	0.8	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0022540999744	1	7	5	0.94	1.0	nonrandom	exhausted
intro_s0p010_af80	intro_s0p010_af80__rep002	2	intro_s0p010_af80__rep002	0.01	0.8	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1804.2298784999657	0	6	5			nonrandom	exhausted
intro_s0p010_af80	intro_s0p010_af80__rep003	3	intro_s0p010_af80__rep003	0.01	0.8	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0854054000229	0	6	5			nonrandom	exhausted
intro_s0p010_af80	intro_s0p010_af80__rep004	4	intro_s0p010_af80__rep004	0.01	0.8	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.9258783999903	0	6	5			nonrandom	exhausted
intro_s0p010_af80	intro_s0p010_af80__rep005	5	intro_s0p010_af80__rep005	0.01	0.8	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1801.5508902999827	1	7	5	0.935	0.0	nonrandom	exhausted
intro_s0p010_af80	intro_s0p010_af80__rep006	6	intro_s0p010_af80__rep006	0.01	0.8	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.1382234999728	2	8	5	0.9	0.0	nonrandom	exhausted
intro_s0p010_af80	intro_s0p010_af80__rep007	7	intro_s0p010_af80__rep007	0.01	0.8	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.6095863999944	1	7	5	0.94	0.0	nonrandom	exhausted
intro_s0p010_af80	intro_s0p010_af80__rep008	8	intro_s0p010_af80__rep008	0.01	0.8	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0262751999398	1	7	5	0.945	0.0	nonrandom	exhausted
intro_s0p010_af80	intro_s0p010_af80__rep009	9	intro_s0p010_af80__rep009	0.01	0.8	complete	complete					4	1100.7178135999638	2	5	3	0.865	2.0	nonrandom	complete
intro_s0p010_af80	intro_s0p010_af80__rep010	10	intro_s0p010_af80__rep010	0.01	0.8	complete	complete					1	114.74910160002764	1	1	0	0.88	4.0	nonrandom	complete
intro_s0p010_af90	intro_s0p010_af90__rep001	1	intro_s0p010_af90__rep001	0.01	0.9	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0446443999936	0	6	5			nonrandom	exhausted
intro_s0p010_af90	intro_s0p010_af90__rep002	2	intro_s0p010_af90__rep002	0.01	0.9	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.689506499948	0	6	5			nonrandom	exhausted
intro_s0p010_af90	intro_s0p010_af90__rep003	3	intro_s0p010_af90__rep003	0.01	0.9	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.2291040999553	0	6	5			nonrandom	exhausted
intro_s0p010_af90	intro_s0p010_af90__rep004	4	intro_s0p010_af90__rep004	0.01	0.9	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.9146677000026	0	6	5			nonrandom	exhausted
intro_s0p010_af90	intro_s0p010_af90__rep005	5	intro_s0p010_af90__rep005	0.01	0.9	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.0971481000015	1	7	5	0.94	0.0	nonrandom	exhausted
intro_s0p010_af90	intro_s0p010_af90__rep006	6	intro_s0p010_af90__rep006	0.01	0.9	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.2745615000313	0	6	5			nonrandom	exhausted
intro_s0p010_af90	intro_s0p010_af90__rep007	7	intro_s0p010_af90__rep007	0.01	0.9	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.239311700021	0	6	5			nonrandom	exhausted
intro_s0p010_af90	intro_s0p010_af90__rep008	8	intro_s0p010_af90__rep008	0.01	0.9	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.2340841999685	1	7	5	0.95	0.0	nonrandom	exhausted
intro_s0p010_af90	intro_s0p010_af90__rep009	9	intro_s0p010_af90__rep009	0.01	0.9	exhausted	not_simulated	CumulativeSpecificationTimeout	SLiM conditioning exhausted the declared cumulative per-specification limit of 1800 seconds			7	1800.2446550999957	0	6	5			nonrandom	exhausted
intro_s0p010_af90	intro_s0p010_af90__rep010	10	intro_s0p010_af90__rep010	0.01	0.9	timed_out	not_simulated	SpecificationTimeout	SLiM conditioning exceeded the declared per-specification limit of 224.916 seconds			7	1800.1753439000047	2	9	6	0.96	0.0	nonrandom	timed_out
