base_specification_id	selection_coefficient	target_allele_frequency	source	metric	expected_sweep_sign	target_replicates	accepted_replicates	decoded_replicates	n_observed_replicates	mean	median	sample_sd	q25	q75	iqr	bootstrap_mean_ci95_low	bootstrap_mean_ci95_high	bootstrap_draws	bootstrap_seed	expected_sign_count	expected_sign_rate	expected_sign_wilson95_low	expected_sign_wilson95_high	conditioning_missingness
intro_s0p001_af50	0.001	0.5	gamma_smc	alt_minus_ref_normalized_cdf_auc	positive	10	5	5	5	0.11829766389322298	0.07219880704965001	0.11828493434948494	0.03578323622941995	0.20908023181409505	0.1732969955846751	0.028448040131521978	0.21408584388773697	5000	430608441	4	0.8	0.37553462976252533	0.9637758913675698	nonrandom
intro_s0p001_af50	0.001	0.5	gamma_smc	alt_minus_ref_mean_tmrca_generations	negative	10	5	5	5	-16842.737864799998	-17564.148081	6212.509205886283	-17596.555729	-13494.003979	4102.5517500000005	-21911.560873599996	-12667.599221400002	5000	611714512	5	1.0	0.5655175352168251	1.0	nonrandom
intro_s0p001_af60	0.001	0.6	tree_truth	alt_minus_ref_normalized_cdf_auc	positive	10	4	4	4	0.026810200882981958	0.05478205911296612	0.08566488268850189	0.005451152917908167	0.07614110707803991	0.07068995416013174	-0.0553851055002371	0.08236993345432544	5000	2135338395	3	0.75	0.30064184258240184	0.9544127391902995	nonrandom
intro_s0p001_af60	0.001	0.6	tree_truth	alt_minus_ref_mean_tmrca_generations	negative	10	4	4	4	-16559.50202126814	-18980.52071549427	12630.268746545386	-25905.030308989808	-9634.9924277726	16270.037881217208	-26555.743324922114	-6563.2607176141655	5000	574836481	4	1.0	0.5101091635454027	1.0	nonrandom
intro_s0p001_af60	0.001	0.6	gamma_smc	alt_minus_ref_normalized_cdf_auc	positive	10	4	4	4	0.13131558782520442	0.21023826373003374	0.2333120283659313	0.09876479017433751	0.24278906138090064	0.14402427120656314	-0.10323704293609559	0.28694554268167505	5000	1469035892	3	0.75	0.30064184258240184	0.9544127391902995	nonrandom
intro_s0p001_af60	0.001	0.6	gamma_smc	alt_minus_ref_mean_tmrca_generations	negative	10	4	4	4	-14663.860822749999	-18002.0231625	11774.630957195752	-21235.02563025	-11430.858355	9804.167275249998	-22587.3408095	-3402.2184962499996	5000	1401219782	3	0.75	0.30064184258240184	0.9544127391902995	nonrandom
intro_s0p001_af70	0.001	0.7	tree_truth	alt_minus_ref_normalized_cdf_auc	positive	10	0	0	0									5000	862025563	0				nonrandom
intro_s0p001_af70	0.001	0.7	tree_truth	alt_minus_ref_mean_tmrca_generations	negative	10	0	0	0									5000	1095202429	0				nonrandom
intro_s0p001_af70	0.001	0.7	gamma_smc	alt_minus_ref_normalized_cdf_auc	positive	10	0	0	0									5000	26537230	0				nonrandom
intro_s0p001_af70	0.001	0.7	gamma_smc	alt_minus_ref_mean_tmrca_generations	negative	10	0	0	0									5000	893478784	0				nonrandom
intro_s0p001_af80	0.001	0.8	tree_truth	alt_minus_ref_normalized_cdf_auc	positive	10	1	1	1	-0.2659375	-0.2659375		-0.2659375	-0.2659375	0.0	-0.2659375	-0.2659375	5000	752214948	0	0.0	0.0	0.7934506856227626	nonrandom
intro_s0p001_af80	0.001	0.8	tree_truth	alt_minus_ref_mean_tmrca_generations	negative	10	1	1	1	-8172.052983709602	-8172.052983709602		-8172.052983709602	-8172.052983709602	0.0	-8172.052983709602	-8172.052983709602	5000	281392398	1	1.0	0.20654931437723745	1.0	nonrandom
intro_s0p001_af80	0.001	0.8	gamma_smc	alt_minus_ref_normalized_cdf_auc	positive	10	1	1	1	-0.14254425254944997	-0.14254425254944997		-0.14254425254944997	-0.14254425254944997	0.0	-0.14254425254944997	-0.14254425254944997	5000	946871129	0	0.0	0.0	0.7934506856227626	nonrandom
intro_s0p001_af80	0.001	0.8	gamma_smc	alt_minus_ref_mean_tmrca_generations	negative	10	1	1	1	-8550.260065999999	-8550.260065999999		-8550.260065999999	-8550.260065999999	0.0	-8550.260065999999	-8550.260065999999	5000	1874642213	1	1.0	0.20654931437723745	1.0	nonrandom
intro_s0p001_af90	0.001	0.9	tree_truth	alt_minus_ref_normalized_cdf_auc	positive	10	0	0	0									5000	1114322015	0				nonrandom
intro_s0p001_af90	0.001	0.9	tree_truth	alt_minus_ref_mean_tmrca_generations	negative	10	0	0	0									5000	485718943	0				nonrandom
intro_s0p001_af90	0.001	0.9	gamma_smc	alt_minus_ref_normalized_cdf_auc	positive	10	0	0	0									5000	284453368	0				nonrandom
intro_s0p001_af90	0.001	0.9	gamma_smc	alt_minus_ref_mean_tmrca_generations	negative	10	0	0	0									5000	125123500	0				nonrandom
