source,cutoff_years,alpha,stride_bp,max_gap_strides,min_significant_strides,mode,bin_0,bin_1,bin_2,bin_3,bin_4,bin_5,bin_6
decoded,5000,0.001,20000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,5000,0.001,20000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,5000,0.001,20000,1,1,neutral,0.002,0.001,0.003,0.002,0.017,0.031,0.097
decoded,5000,0.001,20000,1,1,selected,0.05,0.02,0.03,0.01,0.03,0.02,0.11
decoded,5000,0.001,20000,1,3,neutral,0.001,0.0,0.002,0.002,0.007,0.01,0.035
decoded,5000,0.001,20000,1,3,selected,0.04,0.0,0.02,0.0,0.01,0.01,0.03
decoded,5000,0.001,20000,1,5,neutral,0.0,0.0,0.001,0.002,0.004,0.007,0.02
decoded,5000,0.001,20000,1,5,selected,0.02,0.0,0.01,0.0,0.01,0.01,0.02
decoded,5000,0.001,20000,1,10,neutral,0.0,0.0,0.001,0.002,0.001,0.001,0.003
decoded,5000,0.001,20000,1,10,selected,0.0,0.0,0.01,0.0,0.01,0.01,0.0
decoded,5000,0.001,20000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,5000,0.001,20000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,5000,0.001,50000,0,1,neutral,0.001,0.001,0.003,0.002,0.01,0.022,0.07
decoded,5000,0.001,50000,0,1,selected,0.03,0.03,0.03,0.01,0.01,0.02,0.04
decoded,5000,0.001,50000,0,3,neutral,0.0,0.0,0.001,0.002,0.004,0.003,0.009
decoded,5000,0.001,50000,0,3,selected,0.0,0.01,0.01,0.0,0.01,0.01,0.02
decoded,5000,0.001,50000,0,5,neutral,0.0,0.0,0.0,0.0,0.001,0.001,0.0
decoded,5000,0.001,50000,0,5,selected,0.0,0.0,0.01,0.0,0.0,0.0,0.0
decoded,5000,0.001,50000,0,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,5000,0.001,50000,0,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,5000,0.001,50000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,5000,0.001,50000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,5000,0.001,50000,1,1,neutral,0.001,0.001,0.003,0.002,0.01,0.022,0.067
decoded,5000,0.001,50000,1,1,selected,0.03,0.02,0.03,0.01,0.01,0.02,0.04
decoded,5000,0.001,50000,1,3,neutral,0.0,0.0,0.001,0.002,0.004,0.003,0.01
decoded,5000,0.001,50000,1,3,selected,0.0,0.0,0.02,0.0,0.01,0.01,0.02
decoded,5000,0.001,50000,1,5,neutral,0.0,0.0,0.0,0.0,0.001,0.001,0.0
decoded,5000,0.001,50000,1,5,selected,0.0,0.0,0.01,0.0,0.0,0.0,0.0
decoded,5000,0.001,50000,1,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,5000,0.001,50000,1,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,5000,0.001,50000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,5000,0.001,50000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,5000,0.01,10000,0,1,neutral,0.016,0.015,0.051,0.066,0.162,0.291,0.956
decoded,5000,0.01,10000,0,1,selected,0.14,0.12,0.12,0.12,0.23,0.36,0.84
decoded,5000,0.01,10000,0,3,neutral,0.006,0.008,0.025,0.041,0.088,0.153,0.496
decoded,5000,0.01,10000,0,3,selected,0.07,0.08,0.1,0.06,0.1,0.2,0.48
decoded,5000,0.01,10000,0,5,neutral,0.004,0.003,0.02,0.025,0.066,0.105,0.346
decoded,5000,0.01,10000,0,5,selected,0.06,0.05,0.1,0.04,0.09,0.16,0.32
decoded,5000,0.01,10000,0,10,neutral,0.001,0.002,0.012,0.011,0.037,0.059,0.188
decoded,5000,0.01,10000,0,10,selected,0.04,0.02,0.07,0.02,0.04,0.09,0.2
decoded,5000,0.01,10000,0,20,neutral,0.0,0.002,0.007,0.004,0.014,0.025,0.065
decoded,5000,0.01,10000,0,20,selected,0.02,0.01,0.05,0.01,0.02,0.03,0.1
decoded,5000,0.01,10000,1,1,neutral,0.014,0.011,0.042,0.055,0.135,0.239,0.779
decoded,5000,0.01,10000,1,1,selected,0.1,0.07,0.11,0.09,0.19,0.3,0.62
decoded,5000,0.01,10000,1,3,neutral,0.007,0.007,0.023,0.038,0.085,0.146,0.478
decoded,5000,0.01,10000,1,3,selected,0.06,0.06,0.09,0.06,0.1,0.19,0.45
decoded,5000,0.01,10000,1,5,neutral,0.004,0.003,0.018,0.026,0.065,0.117,0.348
decoded,5000,0.01,10000,1,5,selected,0.06,0.05,0.09,0.04,0.09,0.16,0.34
decoded,5000,0.01,10000,1,10,neutral,0.002,0.002,0.014,0.013,0.038,0.061,0.203
decoded,5000,0.01,10000,1,10,selected,0.05,0.02,0.07,0.02,0.04,0.09,0.22
decoded,5000,0.01,10000,1,20,neutral,0.0,0.002,0.007,0.004,0.015,0.027,0.073
decoded,5000,0.01,10000,1,20,selected,0.03,0.01,0.06,0.01,0.02,0.03,0.11
decoded,5000,0.01,20000,0,1,neutral,0.012,0.007,0.043,0.05,0.115,0.223,0.713
decoded,5000,0.01,20000,0,1,selected,0.1,0.07,0.11,0.06,0.18,0.28,0.62
decoded,5000,0.01,20000,0,3,neutral,0.003,0.002,0.018,0.022,0.059,0.108,0.322
decoded,5000,0.01,20000,0,3,selected,0.07,0.05,0.07,0.03,0.09,0.14,0.34
decoded,5000,0.01,20000,0,5,neutral,0.002,0.002,0.012,0.015,0.039,0.07,0.205
decoded,5000,0.01,20000,0,5,selected,0.04,0.04,0.07,0.02,0.06,0.1,0.2
decoded,5000,0.01,20000,0,10,neutral,0.0,0.002,0.008,0.005,0.014,0.028,0.074
decoded,5000,0.01,20000,0,10,selected,0.03,0.01,0.05,0.01,0.02,0.03,0.13
decoded,5000,0.01,20000,0,20,neutral,0.0,0.0,0.0,0.0,0.002,0.002,0.003
decoded,5000,0.01,20000,0,20,selected,0.01,0.0,0.02,0.0,0.0,0.0,0.0
decoded,5000,0.01,20000,1,1,neutral,0.009,0.007,0.035,0.042,0.1,0.2,0.599
decoded,5000,0.01,20000,1,1,selected,0.08,0.06,0.1,0.06,0.17,0.21,0.52
decoded,5000,0.01,20000,1,3,neutral,0.003,0.003,0.018,0.024,0.06,0.112,0.319
decoded,5000,0.01,20000,1,3,selected,0.06,0.04,0.07,0.03,0.09,0.13,0.35
decoded,5000,0.01,20000,1,5,neutral,0.002,0.002,0.012,0.016,0.042,0.074,0.217
decoded,5000,0.01,20000,1,5,selected,0.05,0.03,0.07,0.03,0.06,0.09,0.24
decoded,5000,0.01,20000,1,10,neutral,0.001,0.002,0.008,0.005,0.015,0.029,0.081
decoded,5000,0.01,20000,1,10,selected,0.04,0.01,0.06,0.01,0.02,0.04,0.13
decoded,5000,0.01,20000,1,20,neutral,0.0,0.0,0.0,0.0,0.002,0.003,0.006
decoded,5000,0.01,20000,1,20,selected,0.01,0.0,0.02,0.0,0.0,0.0,0.0
decoded,5000,0.01,50000,0,1,neutral,0.003,0.005,0.027,0.031,0.083,0.159,0.489
decoded,5000,0.01,50000,0,1,selected,0.03,0.06,0.12,0.08,0.11,0.18,0.44
decoded,5000,0.01,50000,0,3,neutral,0.001,0.001,0.01,0.013,0.033,0.058,0.161
decoded,5000,0.01,50000,0,3,selected,0.01,0.03,0.08,0.02,0.02,0.08,0.18
decoded,5000,0.01,50000,0,5,neutral,0.001,0.001,0.005,0.003,0.01,0.022,0.058
decoded,5000,0.01,50000,0,5,selected,0.0,0.01,0.05,0.02,0.01,0.04,0.07
decoded,5000,0.01,50000,0,10,neutral,0.0,0.0,0.0,0.0,0.001,0.002,0.002
decoded,5000,0.01,50000,0,10,selected,0.0,0.0,0.01,0.0,0.0,0.0,0.0
decoded,5000,0.01,50000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,5000,0.01,50000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,5000,0.01,50000,1,1,neutral,0.003,0.005,0.027,0.031,0.073,0.148,0.436
decoded,5000,0.01,50000,1,1,selected,0.02,0.06,0.11,0.07,0.1,0.17,0.41
decoded,5000,0.01,50000,1,3,neutral,0.001,0.001,0.01,0.013,0.035,0.062,0.176
decoded,5000,0.01,50000,1,3,selected,0.01,0.03,0.08,0.02,0.03,0.08,0.2
decoded,5000,0.01,50000,1,5,neutral,0.001,0.001,0.005,0.003,0.011,0.022,0.062
decoded,5000,0.01,50000,1,5,selected,0.0,0.01,0.06,0.02,0.01,0.04,0.07
decoded,5000,0.01,50000,1,10,neutral,0.0,0.0,0.0,0.0,0.001,0.002,0.002
decoded,5000,0.01,50000,1,10,selected,0.0,0.0,0.01,0.0,0.0,0.0,0.0
decoded,5000,0.01,50000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.001,0.0
decoded,5000,0.01,50000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,5000,0.05,10000,0,1,neutral,0.064,0.061,0.196,0.306,0.643,1.309,4.046
decoded,5000,0.05,10000,0,1,selected,0.16,0.17,0.36,0.47,0.72,1.04,3.99
decoded,5000,0.05,10000,0,3,neutral,0.032,0.031,0.111,0.157,0.376,0.74,2.134
decoded,5000,0.05,10000,0,3,selected,0.12,0.12,0.23,0.29,0.42,0.63,2.17
decoded,5000,0.05,10000,0,5,neutral,0.022,0.021,0.085,0.116,0.271,0.531,1.534
decoded,5000,0.05,10000,0,5,selected,0.1,0.09,0.2,0.19,0.35,0.5,1.54
decoded,5000,0.05,10000,0,10,neutral,0.012,0.009,0.06,0.066,0.176,0.321,0.892
decoded,5000,0.05,10000,0,10,selected,0.09,0.07,0.14,0.14,0.2,0.32,0.94
decoded,5000,0.05,10000,0,20,neutral,0.005,0.005,0.03,0.03,0.082,0.133,0.414
decoded,5000,0.05,10000,0,20,selected,0.06,0.04,0.08,0.03,0.1,0.15,0.43
decoded,5000,0.05,10000,1,1,neutral,0.043,0.046,0.161,0.248,0.524,1.045,3.25
decoded,5000,0.05,10000,1,1,selected,0.13,0.16,0.27,0.32,0.53,0.9,3.29
decoded,5000,0.05,10000,1,3,neutral,0.03,0.03,0.112,0.155,0.357,0.674,2.015
decoded,5000,0.05,10000,1,3,selected,0.11,0.11,0.2,0.24,0.41,0.62,2.01
decoded,5000,0.05,10000,1,5,neutral,0.02,0.021,0.084,0.119,0.269,0.523,1.539
decoded,5000,0.05,10000,1,5,selected,0.1,0.11,0.18,0.19,0.34,0.51,1.5
decoded,5000,0.05,10000,1,10,neutral,0.013,0.011,0.06,0.068,0.19,0.339,0.948
decoded,5000,0.05,10000,1,10,selected,0.09,0.07,0.15,0.11,0.22,0.34,0.96
decoded,5000,0.05,10000,1,20,neutral,0.006,0.005,0.031,0.033,0.089,0.144,0.448
decoded,5000,0.05,10000,1,20,selected,0.06,0.04,0.09,0.03,0.12,0.15,0.49
decoded,5000,0.05,20000,0,1,neutral,0.039,0.043,0.147,0.226,0.49,0.984,3.003
decoded,5000,0.05,20000,0,1,selected,0.13,0.12,0.29,0.28,0.54,0.86,3.08
decoded,5000,0.05,20000,0,3,neutral,0.019,0.02,0.078,0.115,0.26,0.504,1.479
decoded,5000,0.05,20000,0,3,selected,0.11,0.07,0.21,0.15,0.35,0.46,1.43
decoded,5000,0.05,20000,0,5,neutral,0.013,0.009,0.061,0.072,0.188,0.347,0.984
decoded,5000,0.05,20000,0,5,selected,0.08,0.07,0.14,0.11,0.25,0.33,1.01
decoded,5000,0.05,20000,0,10,neutral,0.006,0.003,0.036,0.033,0.089,0.151,0.458
decoded,5000,0.05,20000,0,10,selected,0.05,0.04,0.09,0.03,0.16,0.15,0.49
decoded,5000,0.05,20000,0,20,neutral,0.0,0.0,0.005,0.004,0.014,0.016,0.059
decoded,5000,0.05,20000,0,20,selected,0.03,0.0,0.04,0.01,0.01,0.02,0.04
decoded,5000,0.05,20000,1,1,neutral,0.031,0.033,0.129,0.182,0.423,0.817,2.513
decoded,5000,0.05,20000,1,1,selected,0.12,0.1,0.24,0.24,0.47,0.7,2.58
decoded,5000,0.05,20000,1,3,neutral,0.019,0.015,0.081,0.11,0.262,0.493,1.474
decoded,5000,0.05,20000,1,3,selected,0.11,0.08,0.21,0.14,0.34,0.46,1.37
decoded,5000,0.05,20000,1,5,neutral,0.014,0.009,0.064,0.077,0.194,0.358,1.037
decoded,5000,0.05,20000,1,5,selected,0.08,0.07,0.16,0.1,0.25,0.33,1.01
decoded,5000,0.05,20000,1,10,neutral,0.006,0.003,0.037,0.035,0.096,0.16,0.491
decoded,5000,0.05,20000,1,10,selected,0.05,0.05,0.11,0.03,0.17,0.16,0.55
decoded,5000,0.05,20000,1,20,neutral,0.0,0.0,0.007,0.005,0.016,0.021,0.07
decoded,5000,0.05,20000,1,20,selected,0.03,0.0,0.04,0.01,0.01,0.03,0.04
decoded,5000,0.05,50000,0,1,neutral,0.018,0.025,0.103,0.163,0.34,0.684,2.037
decoded,5000,0.05,50000,0,1,selected,0.05,0.12,0.24,0.25,0.4,0.6,2.18
decoded,5000,0.05,50000,0,3,neutral,0.008,0.007,0.049,0.064,0.141,0.284,0.798
decoded,5000,0.05,50000,0,3,selected,0.02,0.09,0.16,0.1,0.17,0.23,0.83
decoded,5000,0.05,50000,0,5,neutral,0.001,0.004,0.022,0.021,0.065,0.111,0.355
decoded,5000,0.05,50000,0,5,selected,0.01,0.04,0.1,0.03,0.12,0.11,0.38
decoded,5000,0.05,50000,0,10,neutral,0.0,0.0,0.002,0.001,0.009,0.01,0.035
decoded,5000,0.05,50000,0,10,selected,0.0,0.01,0.03,0.0,0.01,0.03,0.02
decoded,5000,0.05,50000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.002,0.001
decoded,5000,0.05,50000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,5000,0.05,50000,1,1,neutral,0.016,0.023,0.092,0.148,0.3,0.6,1.819
decoded,5000,0.05,50000,1,1,selected,0.05,0.12,0.21,0.2,0.36,0.54,1.92
decoded,5000,0.05,50000,1,3,neutral,0.009,0.008,0.049,0.065,0.146,0.294,0.835
decoded,5000,0.05,50000,1,3,selected,0.03,0.09,0.17,0.09,0.2,0.24,0.89
decoded,5000,0.05,50000,1,5,neutral,0.002,0.004,0.022,0.026,0.068,0.123,0.391
decoded,5000,0.05,50000,1,5,selected,0.01,0.04,0.1,0.03,0.13,0.12,0.42
decoded,5000,0.05,50000,1,10,neutral,0.001,0.0,0.002,0.003,0.011,0.014,0.044
decoded,5000,0.05,50000,1,10,selected,0.0,0.01,0.03,0.01,0.01,0.03,0.03
decoded,5000,0.05,50000,1,20,neutral,0.0,0.0,0.0,0.0,0.001,0.002,0.001
decoded,5000,0.05,50000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.001,10000,0,1,neutral,0.002,0.002,0.006,0.006,0.02,0.034,0.125
decoded,10000,0.001,10000,0,1,selected,0.13,0.08,0.12,0.04,0.02,0.06,0.1
decoded,10000,0.001,10000,0,3,neutral,0.002,0.002,0.004,0.004,0.012,0.021,0.076
decoded,10000,0.001,10000,0,3,selected,0.1,0.06,0.11,0.0,0.02,0.02,0.04
decoded,10000,0.001,10000,0,5,neutral,0.001,0.002,0.002,0.003,0.009,0.019,0.042
decoded,10000,0.001,10000,0,5,selected,0.1,0.06,0.09,0.0,0.02,0.01,0.02
decoded,10000,0.001,10000,0,10,neutral,0.0,0.0,0.001,0.002,0.004,0.004,0.019
decoded,10000,0.001,10000,0,10,selected,0.07,0.05,0.05,0.0,0.01,0.0,0.0
decoded,10000,0.001,10000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.002,0.0
decoded,10000,0.001,10000,0,20,selected,0.02,0.02,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.001,10000,1,1,neutral,0.002,0.002,0.006,0.006,0.018,0.033,0.119
decoded,10000,0.001,10000,1,1,selected,0.12,0.08,0.1,0.03,0.02,0.05,0.07
decoded,10000,0.001,10000,1,3,neutral,0.002,0.002,0.004,0.004,0.01,0.02,0.075
decoded,10000,0.001,10000,1,3,selected,0.1,0.07,0.1,0.0,0.02,0.02,0.04
decoded,10000,0.001,10000,1,5,neutral,0.001,0.002,0.002,0.003,0.009,0.019,0.044
decoded,10000,0.001,10000,1,5,selected,0.1,0.07,0.09,0.0,0.02,0.01,0.03
decoded,10000,0.001,10000,1,10,neutral,0.0,0.0,0.001,0.002,0.004,0.004,0.019
decoded,10000,0.001,10000,1,10,selected,0.07,0.05,0.05,0.0,0.01,0.0,0.01
decoded,10000,0.001,10000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.002,0.0
decoded,10000,0.001,10000,1,20,selected,0.02,0.02,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.001,20000,0,1,neutral,0.002,0.001,0.007,0.004,0.014,0.028,0.105
decoded,10000,0.001,20000,0,1,selected,0.13,0.06,0.11,0.02,0.02,0.04,0.08
decoded,10000,0.001,20000,0,3,neutral,0.001,0.001,0.003,0.003,0.008,0.018,0.04
decoded,10000,0.001,20000,0,3,selected,0.11,0.04,0.08,0.0,0.02,0.0,0.02
decoded,10000,0.001,20000,0,5,neutral,0.0,0.0,0.001,0.002,0.005,0.005,0.022
decoded,10000,0.001,20000,0,5,selected,0.09,0.04,0.05,0.0,0.01,0.0,0.01
decoded,10000,0.001,20000,0,10,neutral,0.0,0.0,0.0,0.0,0.0,0.002,0.0
decoded,10000,0.001,20000,0,10,selected,0.02,0.02,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.001,20000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.001,20000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.001,20000,1,1,neutral,0.002,0.001,0.007,0.004,0.014,0.027,0.101
decoded,10000,0.001,20000,1,1,selected,0.12,0.05,0.11,0.02,0.02,0.04,0.07
decoded,10000,0.001,20000,1,3,neutral,0.001,0.001,0.003,0.003,0.008,0.018,0.042
decoded,10000,0.001,20000,1,3,selected,0.11,0.04,0.08,0.0,0.02,0.0,0.02
decoded,10000,0.001,20000,1,5,neutral,0.0,0.0,0.001,0.002,0.005,0.005,0.022
decoded,10000,0.001,20000,1,5,selected,0.09,0.04,0.05,0.0,0.01,0.0,0.01
decoded,10000,0.001,20000,1,10,neutral,0.0,0.0,0.0,0.0,0.0,0.002,0.0
decoded,10000,0.001,20000,1,10,selected,0.02,0.02,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.001,20000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.001,20000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.001,50000,0,1,neutral,0.001,0.001,0.004,0.003,0.012,0.02,0.078
decoded,10000,0.001,50000,0,1,selected,0.06,0.07,0.13,0.0,0.01,0.03,0.05
decoded,10000,0.001,50000,0,3,neutral,0.0,0.0,0.001,0.001,0.003,0.003,0.014
decoded,10000,0.001,50000,0,3,selected,0.01,0.03,0.02,0.0,0.0,0.0,0.0
decoded,10000,0.001,50000,0,5,neutral,0.0,0.0,0.0,0.0,0.0,0.001,0.0
decoded,10000,0.001,50000,0,5,selected,0.01,0.0,0.01,0.0,0.0,0.0,0.0
decoded,10000,0.001,50000,0,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.001,50000,0,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.001,50000,0,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.001,50000,0,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.001,50000,1,1,neutral,0.001,0.001,0.004,0.003,0.012,0.02,0.077
decoded,10000,0.001,50000,1,1,selected,0.05,0.05,0.12,0.0,0.01,0.03,0.05
decoded,10000,0.001,50000,1,3,neutral,0.0,0.0,0.001,0.001,0.003,0.003,0.015
decoded,10000,0.001,50000,1,3,selected,0.02,0.03,0.04,0.0,0.0,0.0,0.0
decoded,10000,0.001,50000,1,5,neutral,0.0,0.0,0.0,0.0,0.0,0.001,0.0
decoded,10000,0.001,50000,1,5,selected,0.01,0.0,0.01,0.0,0.0,0.0,0.0
decoded,10000,0.001,50000,1,10,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.001,50000,1,10,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.001,50000,1,20,neutral,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.001,50000,1,20,selected,0.0,0.0,0.0,0.0,0.0,0.0,0.0
decoded,10000,0.01,10000,0,1,neutral,0.015,0.017,0.034,0.078,0.146,0.311,0.9
decoded,10000,0.01,10000,0,1,selected,0.23,0.19,0.25,0.09,0.13,0.17,0.88
decoded,10000,0.01,10000,0,3,neutral,0.009,0.011,0.027,0.052,0.098,0.203,0.591
decoded,10000,0.01,10000,0,3,selected,0.17,0.15,0.19,0.05,0.11,0.12,0.67
decoded,10000,0.01,10000,0,5,neutral,0.006,0.01,0.021,0.04,0.079,0.156,0.458
decoded,10000,0.01,10000,0,5,selected,0.16,0.12,0.18,0.04,0.1,0.11,0.59
decoded,10000,0.01,10000,0,10,neutral,0.004,0.006,0.011,0.02,0.042,0.078,0.255
decoded,10000,0.01,10000,0,10,selected,0.13,0.09,0.12,0.03,0.05,0.04,0.28
decoded,10000,0.01,10000,0,20,neutral,0.0,0.001,0.002,0.002,0.006,0.009,0.04
decoded,10000,0.01,10000,0,20,selected,0.07,0.06,0.06,0.0,0.0,0.0,0.01
decoded,10000,0.01,10000,1,1,neutral,0.014,0.015,0.031,0.07,0.134,0.278,0.816
decoded,10000,0.01,10000,1,1,selected,0.23,0.14,0.2,0.07,0.12,0.16,0.8
decoded,10000,0.01,10000,1,3,neutral,0.009,0.012,0.028,0.05,0.098,0.199,0.591
decoded,10000,0.01,10000,1,3,selected,0.17,0.13,0.18,0.06,0.1,0.12,0.66
decoded,10000,0.01,10000,1,5,neutral,0.005,0.01,0.021,0.042,0.082,0.154,0.467
decoded,10000,0.01,10000,1,5,selected,0.16,0.12,0.18,0.04,0.09,0.11,0.58
decoded,10000,0.01,10000,1,10,neutral,0.003,0.006,0.012,0.02,0.041,0.082,0.26
decoded,10000,0.01,10000,1,10,selected,0.13,0.09,0.12,0.03,0.05,0.04,0.29
decoded,10000,0.01,10000,1,20,neutral,0.0,0.001,0.003,0.002,0.007,0.009,0.044
decoded,10000,0.01,10000,1,20,selected,0.07,0.06,0.06,0.0,0.01,0.0,0.01
decoded,10000,0.01,20000,0,1,neutral,0.014,0.008,0.033,0.062,0.125,0.262,0.751
decoded,10000,0.01,20000,0,1,selected,0.24,0.11,0.2,0.05,0.13,0.15,0.77
decoded,10000,0.01,20000,0,3,neutral,0.007,0.004,0.025,0.039,0.077,0.143,0.442
decoded,10000,0.01,20000,0,3,selected,0.18,0.09,0.2,0.03,0.09,0.11,0.54
decoded,10000,0.01,20000,0,5,neutral,0.006,0.002,0.015,0.021,0.047,0.088,0.286
decoded,10000,0.01,20000,0,5,selected,0.14,0.08,0.15,0.02,0.05,0.04,0.35
decoded,10000,0.01,20000,0,10,neutral,0.0,0.0,0.003,0.002,0.007,0.01,0.044
decoded,10000,0.01,20000,0,10,selected,0.09,0.04,0.08,0.0,0.0,0.01,0.01
decoded,10000,0.01,20000,0,20,neutral,0.0,0.0,0.0,0.0,0.001,0.0,0.0
decoded,10000,0.01,20000,0,20,selected,0.01,0.01,0.01,0.0,0.0,0.0,0.0
decoded,10000,0.01,20000,1,1,neutral,0.012,0.008,0.032,0.058,0.118,0.244,0.7
decoded,10000,0.01,20000,1,1,selected,0.24,0.09,0.2,0.05,0.1,0.15,0.74
decoded,10000,0.01,20000,1,3,neutral,0.006,0.004,0.025,0.039,0.079,0.143,0.443
decoded,10000,0.01,20000,1,3,selected,0.18,0.08,0.2,0.03,0.09,0.11,0.54
decoded,10000,0.01,20000,1,5,neutral,0.005,0.002,0.016,0.023,0.046,0.09,0.284
decoded,10000,0.01,20000,1,5,selected,0.14,0.08,0.15,0.02,0.05,0.04,0.35
decoded,10000,0.01,20000,1,10,neutral,0.0,0.0,0.004,0.002,0.007,0.014,0.047
decoded,10000,0.01,20000,1,10,selected,0.09,0.05,0.08,0.0,0.01,0.01,0.02
decoded,10000,0.01,20000,1,20,neutral,0.0,0.0,0.0,0.0,0.001,0.0,0.0
