demography_id	target_allele_frequency	selection_coefficient	statistic_scope	metric	statistic	threshold_years	n_selected	mean_within_selection_score	median_within_selection_score	sd_within_selection_score	mean_ci95_low	mean_ci95_high	n_nonzero	n_positive	sign_test_p_upper	bootstrap_draws	bootstrap_seed	sign_test_bh_q_upper
ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	4500	10	0.0387070455933	-0.00575877403845	0.0800783470536	-0.00206150733208	0.0914770763221	10	4	0.828125	2000	2137969966	0.966145833333
ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	10000	10	0.0453190271188	0.00797560096155	0.0837831555129	-0.000858934624414	0.0962413097051	10	5	0.623046875	2000	2000658521	0.872265625
ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	20000	10	0.0521124298271	0.0203559027778	0.0825058333811	0.00851001902356	0.104835605493	10	7	0.171875	2000	1315871783	0.6015625
ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	30000	10	0.0544091153292	0.0224496527779	0.0846670658209	0.00998339472864	0.109816921025	10	6	0.376953125	2000	1228454766	0.65966796875
ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	40000	10	0.0504137105256	0.0160985863095	0.0885406540033	0.0042910915144	0.107787650911	10	6	0.376953125	2000	4168260557	0.65966796875
ancient_eurasia_han_introgression	0.2	0.01	region_mean	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	50000	10	0.0515402813505	0.0225145089285	0.07910091002	0.00987246050901	0.103852643814	10	7	0.171875	2000	2471733435	0.6015625
ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	mean_tmrca_generations	tmrca_hom_ref_minus_hom_alt	0	10	33942.845585	28602.5376377	21160.4142873	22003.1842455	46607.3386765	10	10	0.0009765625	2000	617911352	0.0009765625
ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	normalized_cdf_area	cdf_area_hom_alt_minus_hom_ref	0	10	0.140986427853	0.123177083333	0.189154846292	0.0353422967403	0.261032218524	10	7	0.171875	2000	2147676892	0.171875
ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	1000	10	0.00624819076567	0	0.035480013498	-0.00851063829788	0.03125	3	1	0.875	2000	2188424661	0.96484375
ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	4500	10	-0.00154954535007	-0.0202205882353	0.0492958217302	-0.0274421171838	0.0302762851594	8	2	0.96484375	2000	2875634829	0.96484375
ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	10000	10	0.00966041998046	-0.0215078630898	0.0907938637808	-0.0378727771752	0.065586485095	10	3	0.9453125	2000	1212565519	0.96484375
ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	20000	10	0.0977803344587	0.108333333333	0.217728595108	-0.0160694747759	0.237270111336	10	6	0.376953125	2000	4273744106	0.65966796875
ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	30000	10	0.159137043655	0.138888888889	0.316999467898	-0.00883526672306	0.35601232842	10	6	0.376953125	2000	4043006209	0.65966796875
ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	40000	10	0.241906320008	0.234126984127	0.293155195884	0.0872631360088	0.422034136448	10	7	0.171875	2000	3840117016	0.6015625
ancient_eurasia_han_introgression	0.3	0.005	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	50000	10	0.395826136288	0.337862318841	0.361374452916	0.192585974139	0.612603459252	9	8	0.01953125	2000	2266225771	0.13671875
ancient_eurasia_han_introgression	0.3	0.005	region_mean	mean_tmrca_generations	tmrca_hom_ref_minus_hom_alt	0	10	-113.10946041	-74.2990649	1129.65262776	-785.691337129	572.143177623	10	4	0.828125	2000	871417419	0.828125
ancient_eurasia_han_introgression	0.3	0.005	region_mean	normalized_cdf_area	cdf_area_hom_alt_minus_hom_ref	0	10	-0.00364862934772	0.000775065685662	0.0158917592274	-0.0126669227271	0.00524760392789	10	6	0.376953125	2000	1588086978	0.376953125
