metric,min_strides,alpha,cutoff_years,half_width_bp,s,n,detected,detection,fdr_mean,f1_mean,recall_mean,fp_mean,calls_mean,no_calls,tp_total,fp_total,fn_total,fdp_pooled,f1_pooled,fdp_ci_low,fdp_ci_high,f1_ci_low,f1_ci_high
peak,5,0.05,5000,500000,0.004,100,35,0.35,0.8612655122655123,0.16438095238095238,0.35,2.71,3.06,2,35,271,65,0.8856209150326797,0.1724137931034483,0.8077921536796536,0.9070180375180374,0.11487619047619048,0.21588511904761898
peak,5,0.05,5000,500000,0.005,100,51,0.51,0.7679642857142858,0.24245238095238097,0.51,2.64,3.15,6,51,264,49,0.8380952380952381,0.2457831325301205,0.7072104166666667,0.8217282738095238,0.1899652777777778,0.3002869047619047
peak,5,0.05,5000,500000,0.006,100,53,0.53,0.7623329725829726,0.22982611832611835,0.53,2.86,3.39,8,53,286,47,0.8436578171091446,0.24145785876993167,0.7008477092352091,0.8184623827561327,0.1806590367965368,0.2817340548340548
peak,5,0.05,5000,500000,0.007,100,46,0.46,0.6918333333333335,0.23981818181818182,0.46,2.35,2.81,13,46,235,54,0.8362989323843416,0.24146981627296588,0.6196624999999999,0.7621708333333334,0.1837634199134199,0.29949058441558435
peak,5,0.05,5000,500000,0.008,100,53,0.53,0.7180000000000001,0.2357063492063492,0.53,2.71,3.24,12,53,271,47,0.8364197530864198,0.25,0.6530229166666667,0.779345238095238,0.188181746031746,0.2871660714285713
peak,5,0.05,5000,500000,0.009,100,45,0.45,0.7889126984126985,0.22499084249084247,0.45,3.13,3.58,4,45,313,55,0.8743016759776536,0.1965065502183406,0.7236960317460318,0.844533134920635,0.16792573260073257,0.2894089285714285
peak,5,0.05,5000,500000,0.01,100,48,0.48,0.7626031746031745,0.2290873015873016,0.48,2.69,3.17,7,48,269,52,0.8485804416403786,0.2302158273381295,0.6964421626984126,0.8266172619047618,0.17366666666666666,0.28312202380952367
peak,5,0.05,10000,50000,0.001,100,1,0.01,0.945,0.006666666666666666,0.01,3.37,3.38,5,1,337,99,0.9970414201183432,0.0045662100456621,0.9,0.985,0.0,0.02
peak,5,0.05,10000,50000,0.002,100,12,0.12,0.9372698412698414,0.037880952380952376,0.12,3.58,3.7,4,12,358,88,0.9675675675675676,0.05106382978723404,0.8931738095238096,0.9726531746031745,0.017498214285714287,0.06043035714285714
peak,5,0.05,10000,50000,0.003,100,25,0.25,0.9177103174603175,0.09604711954711954,0.25,4.03,4.28,2,25,403,75,0.9415887850467289,0.0946969696969697,0.8804467261904761,0.951311507936508,0.0605966810966811,0.13311566766566763
peak,5,0.05,10000,50000,0.004,100,39,0.39,0.8884285714285716,0.13117338217338215,0.39,3.89,4.28,3,39,389,61,0.9088785046728972,0.14772727272727273,0.8464454365079365,0.9244671626984126,0.09725844017094017,0.16626260683760682
peak,5,0.05,10000,50000,0.005,100,54,0.54,0.8478730158730159,0.20128571428571426,0.54,3.99,4.53,2,54,399,46,0.8807947019867549,0.19529837251356238,0.8057355158730157,0.885127876984127,0.16074146825396826,0.24503293650793645
peak,5,0.05,10000,50000,0.006,100,69,0.69,0.8084559884559885,0.27299206349206345,0.69,3.77,4.46,1,69,377,31,0.8452914798206278,0.25274725274725274,0.7664617514430014,0.8450195707070707,0.22785932539682538,0.3191674603174603
peak,5,0.05,10000,50000,0.007,100,75,0.75,0.7895277777777778,0.29079459429459426,0.75,3.79,4.54,2,75,379,25,0.8348017621145375,0.27075812274368233,0.7469010912698413,0.8245284722222223,0.24913331529581528,0.3344548520923521
peak,5,0.05,10000,50000,0.008,100,79,0.79,0.8097023809523811,0.2810644355644356,0.79,4.34,5.13,1,79,434,21,0.8460038986354775,0.25774877650897227,0.7751777777777776,0.8413556547619047,0.24437029637029634,0.3197664613164612
peak,5,0.05,10000,50000,0.009,100,70,0.7,0.832118686868687,0.2563347763347763,0.7,4.38,5.08,0,70,438,30,0.8622047244094488,0.23026315789473684,0.7957772186147185,0.863858216089466,0.215349531024531,0.2998343795093794
peak,5,0.05,10000,50000,0.01,100,75,0.75,0.7937619047619049,0.2963261183261183,0.75,3.87,4.62,1,75,387,25,0.8376623376623377,0.2669039145907473,0.7524778769841268,0.8311717261904762,0.2529374458874459,0.33907225829725823
peak,5,0.05,10000,100000,0.001,100,1,0.01,0.945,0.006666666666666666,0.01,3.37,3.38,5,1,337,99,0.9970414201183432,0.0045662100456621,0.895,0.985,0.0,0.02
peak,5,0.05,10000,100000,0.002,100,16,0.16,0.9256031746031746,0.0554047619047619,0.16,3.54,3.7,4,16,354,84,0.9567567567567568,0.06808510638297872,0.8820121031746033,0.9623716269841271,0.031023214285714282,0.08276190476190476
peak,5,0.05,10000,100000,0.003,100,36,0.36,0.8909246031746032,0.1379280719280719,0.36,3.92,4.28,2,36,392,64,0.9158878504672897,0.13636363636363635,0.8528286706349207,0.9242585317460318,0.09792520396270396,0.17907164502164497
peak,5,0.05,10000,100000,0.004,100,45,0.45,0.8731861471861473,0.1545067155067155,0.45,3.83,4.28,3,45,383,55,0.8948598130841121,0.17045454545454544,0.8313842532467535,0.9071036706349206,0.11723568376068375,0.19270929487179483
peak,5,0.05,10000,100000,0.005,100,62,0.62,0.8292777777777778,0.2311190476190476,0.62,3.91,4.53,2,62,391,38,0.8631346578366446,0.22423146473779385,0.7884088293650792,0.8661361111111111,0.18990396825396827,0.27368333333333333
peak,5,0.05,10000,100000,0.006,100,72,0.72,0.8001226551226551,0.28599206349206346,0.72,3.74,4.46,1,72,374,28,0.8385650224215246,0.26373626373626374,0.7608328192640693,0.8364674062049063,0.24262619047619044,0.33000059523809516
peak,5,0.05,10000,100000,0.007,100,78,0.78,0.7795277777777778,0.30579459429459427,0.78,3.76,4.54,2,78,376,22,0.8281938325991189,0.2815884476534296,0.7403326388888888,0.8164072420634919,0.2659224081474081,0.3457340728715729
peak,5,0.05,10000,100000,0.008,100,82,0.82,0.8047857142857144,0.289477133977134,0.82,4.31,5.13,1,82,431,18,0.8401559454191033,0.26753670473083196,0.7713923611111111,0.8357472222222222,0.252167538017538,0.3272651556776557
peak,5,0.05,10000,100000,0.009,100,80,0.8,0.8124318181818184,0.2887157287157287,0.8,4.28,5.08,0,80,428,20,0.84251968503937,0.2631578947368421,0.77920955988456,0.8440591991341991,0.24906987734487732,0.3295366702741702
peak,5,0.05,10000,100000,0.01,100,77,0.77,0.7904285714285715,0.302040404040404,0.77,3.85,4.62,1,77,385,23,0.8333333333333334,0.27402135231316727,0.7495385912698412,0.8277713293650794,0.2603009199134199,0.3473679112554112
peak,5,0.05,10000,250000,0.001,100,13,0.13,0.9101666666666667,0.05938095238095238,0.13,3.25,3.38,5,13,325,87,0.9615384615384616,0.0593607305936073,0.8634999999999999,0.9541749999999999,0.029330952380952385,0.09272023809523805
peak,5,0.05,10000,250000,0.002,100,27,0.27,0.8905634920634921,0.10405627705627704,0.27,3.43,3.7,4,27,343,73,0.927027027027027,0.1148936170212766,0.8420698412698414,0.9338664682539682,0.0678413961038961,0.14055497835497832
peak,5,0.05,10000,250000,0.003,100,44,0.44,0.8773730158730159,0.16086457986457983,0.44,3.84,4.28,2,44,384,56,0.897196261682243,0.16666666666666666,0.839773015873016,0.912190873015873,0.12130879537129538,0.20083272560772555
peak,5,0.05,10000,250000,0.004,100,49,0.49,0.8645194805194807,0.1686971916971917,0.49,3.79,4.28,3,49,379,51,0.8855140186915887,0.1856060606060606,0.8227175595238095,0.9023429563492064,0.1326013888888889,0.20446805555555553
peak,5,0.05,10000,250000,0.005,100,67,0.67,0.8170000000000001,0.24997619047619046,0.67,3.86,4.53,2,67,386,33,0.8520971302428256,0.2423146473779385,0.7737668650793651,0.8527249007936508,0.20712460317460313,0.2965029761904761
peak,5,0.05,10000,250000,0.006,100,79,0.79,0.7811226551226551,0.31565873015873014,0.79,3.67,4.46,1,79,367,21,0.8228699551569507,0.2893772893772894,0.7410836129148629,0.8159209776334777,0.2743454365079365,0.3607970238095238
peak,5,0.05,10000,250000,0.007,100,82,0.82,0.7683611111111113,0.3226517371517372,0.82,3.72,4.54,2,82,372,18,0.8193832599118943,0.296028880866426,0.7282846230158729,0.804040873015873,0.2833491397491397,0.36259638000888
peak,5,0.05,10000,250000,0.008,100,86,0.86,0.7927857142857142,0.307477133977134,0.86,4.27,5.13,1,86,427,14,0.8323586744639376,0.2805872756933116,0.7587634920634921,0.8231010912698412,0.27115644494394486,0.34343814935064926
peak,5,0.05,10000,250000,0.009,100,82,0.82,0.8057651515151517,0.2987157287157287,0.82,4.26,5.08,0,82,426,18,0.8385826771653543,0.26973684210526316,0.772834632034632,0.8367245670995671,0.26161486291486286,0.33663237734487733
peak,5,0.05,10000,250000,0.01,100,78,0.78,0.7887619047619049,0.3048975468975469,0.78,3.84,4.62,1,78,384,22,0.8311688311688312,0.2775800711743772,0.7489521825396827,0.8248160714285715,0.26444278499278495,0.34806899350649345
peak,5,0.05,10000,500000,0.001,100,30,0.3,0.8619999999999999,0.12985714285714287,0.3,3.08,3.38,5,30,308,70,0.9112426035502958,0.136986301369863,0.812325,0.9106833333333332,0.08836785714285715,0.17557619047619047
peak,5,0.05,10000,500000,0.002,100,46,0.46,0.8223611111111111,0.19477849927849927,0.46,3.24,3.7,4,46,324,54,0.8756756756756757,0.19574468085106383,0.7675199404761903,0.8735292658730159,0.14605052308802308,0.2440964285714285
peak,5,0.05,10000,500000,0.003,100,55,0.55,0.8477777777777779,0.20655505605505603,0.55,3.73,4.28,2,55,373,45,0.8714953271028038,0.20833333333333334,0.810819742063492,0.8822541666666667,0.16487369436119437,0.24820574148074143
peak,5,0.05,10000,500000,0.004,100,57,0.57,0.8414242424242425,0.20405433455433455,0.57,3.71,4.28,3,57,371,43,0.866822429906542,0.2159090909090909,0.8007955717893218,0.878206727994228,0.16607956349206346,0.24498492063492056
peak,5,0.05,10000,500000,0.005,100,72,0.72,0.8025555555555555,0.2710238095238095,0.72,3.81,4.53,2,72,381,28,0.8410596026490066,0.2603978300180832,0.7613670634920634,0.8410836309523809,0.22818829365079363,0.31294801587301585
peak,5,0.05,10000,500000,0.006,100,84,0.84,0.7626226551226551,0.3396587301587301,0.84,3.62,4.46,1,84,362,16,0.8116591928251121,0.3076923076923077,0.7199126352813853,0.7992737554112553,0.29941170634920633,0.38347757936507926
peak,5,0.05,10000,500000,0.007,100,82,0.82,0.7683611111111113,0.3226517371517372,0.82,3.72,4.54,2,82,372,18,0.8193832599118943,0.296028880866426,0.7279925595238096,0.8051989087301588,0.28419969336219336,0.36358212481962476
peak,5,0.05,10000,500000,0.008,100,89,0.89,0.7838571428571428,0.32064380064380066,0.89,4.24,5.13,1,89,424,11,0.8265107212475633,0.2903752039151713,0.750908234126984,0.8157391865079365,0.2849249514374514,0.3566020382395382
peak,5,0.05,10000,500000,0.009,100,83,0.83,0.8024318181818184,0.3037157287157287,0.83,4.25,5.08,0,83,425,17,0.8366141732283464,0.2730263157894737,0.769467703823954,0.8336699945887447,0.2646243326118326,0.3421847943722944
peak,5,0.05,10000,500000,0.01,100,84,0.84,0.7751785714285714,0.32678643578643574,0.84,3.78,4.62,1,84,378,16,0.8181818181818182,0.298932384341637,0.7368710317460316,0.8106477182539682,0.2867686688311688,0.36542440476190474
peak,5,0.05,20000,50000,0.001,100,7,0.07,0.9634166666666667,0.025793650793650796,0.07,4.19,4.26,2,7,419,93,0.9835680751173709,0.026615969581749048,0.9284166666666667,0.9883354166666667,0.007936507936507936,0.04873214285714284
peak,5,0.05,20000,50000,0.002,100,12,0.12,0.9576984126984126,0.03738095238095238,0.12,4.0,4.12,2,12,400,88,0.970873786407767,0.046875,0.9248954365079366,0.9826751984126985,0.018523809523809526,0.05952440476190475
peak,5,0.05,20000,50000,0.003,100,24,0.24,0.9312893217893219,0.07827006327006326,0.24,4.54,4.78,2,24,454,76,0.9497907949790795,0.08304498269896193,0.8951725108225107,0.9609081168831168,0.05053792041292041,0.10972814269064267
peak,5,0.05,20000,50000,0.004,100,37,0.37,0.9245964590964592,0.12211183261183262,0.37,4.54,4.91,0,37,454,63,0.924643584521385,0.12521150592216582,0.9021039835164836,0.9461709630647132,0.08828066378066377,0.1561452741702741
peak,5,0.05,20000,50000,0.005,100,64,0.64,0.8265554445554446,0.23332539682539685,0.64,4.37,5.01,2,64,437,36,0.872255489021956,0.2129783693843594,0.7817510822510823,0.8672914384226884,0.1897930555555556,0.27916190476190467
peak,5,0.05,20000,50000,0.006,100,73,0.73,0.8477738095238095,0.24749156399156397,0.73,4.23,4.96,0,73,423,27,0.8528225806451613,0.24496644295302014,0.8256620039682541,0.8706093253968253,0.21272771672771676,0.2812912573537573
peak,5,0.05,20000,50000,0.007,100,83,0.83,0.8252215007215008,0.2797251082251082,0.83,4.86,5.69,0,83,486,17,0.8541300527240774,0.24813153961136025,0.800296617965368,0.8487415313852815,0.24716076839826837,0.3148301406926406
peak,5,0.05,20000,50000,0.008,100,92,0.92,0.798095487845488,0.3004172494172494,0.92,5.09,6.01,1,92,509,8,0.8469217970049917,0.2624821683309558,0.7628404761904763,0.8289588716838718,0.2682416000666001,0.3342863511488511
peak,5,0.05,20000,50000,0.009,100,94,0.94,0.819607031857032,0.2892178932178932,0.94,5.18,6.12,0,94,518,6,0.8464052287581699,0.2640449438202247,0.7908630952380954,0.8440347194472193,0.26143410894660885,0.31908326118326114
peak,5,0.05,20000,50000,0.01,100,89,0.89,0.8033071789321788,0.29397877939054406,0.89,4.69,5.58,1,89,469,11,0.8405017921146953,0.270516717325228,0.7667729662698414,0.8344636769480519,0.2627610654868008,0.3281428401663695
peak,5,0.05,20000,100000,0.001,100,7,0.07,0.9634166666666667,0.025793650793650796,0.07,4.19,4.26,2,7,419,93,0.9835680751173709,0.026615969581749048,0.93175,0.9891666666666665,0.00793452380952381,0.04580555555555549
peak,5,0.05,20000,100000,0.002,100,13,0.13,0.9556984126984126,0.04071428571428571,0.13,3.99,4.12,2,13,399,87,0.9684466019417476,0.05078125,0.9225454365079366,0.9808892857142858,0.021164285714285715,0.061572023809523806
peak,5,0.05,20000,100000,0.003,100,27,0.27,0.9248607503607505,0.08862720612720613,0.27,4.51,4.78,2,27,451,73,0.9435146443514645,0.09342560553633218,0.8922095057720058,0.9553868506493507,0.058730032467532466,0.121418494005994
peak,5,0.05,20000,100000,0.004,100,48,0.48,0.906780982905983,0.15244703335879806,0.48,4.43,4.91,0,48,443,52,0.9022403258655805,0.16243654822335024,0.8834158730158731,0.9287333753052505,0.11695203717850776,0.18822311242678888
peak,5,0.05,20000,100000,0.005,100,75,0.75,0.7990316350316351,0.2758578643578644,0.75,4.26,5.01,2,75,426,25,0.8502994011976048,0.24958402662229617,0.7570934045121546,0.838781965950716,0.23274415584415586,0.31720095598845593
peak,5,0.05,20000,100000,0.006,100,75,0.75,0.8424404761904762,0.2558248973248973,0.75,4.21,4.96,0,75,421,25,0.8487903225806451,0.2516778523489933,0.821058630952381,0.8635685515873017,0.22373314047064044,0.28821485042735034
peak,5,0.05,20000,100000,0.007,100,84,0.84,0.8235548340548341,0.28258225108225105,0.84,4.85,5.69,0,84,485,16,0.8523725834797891,0.25112107623318386,0.7985703282828281,0.8464984938672437,0.24922117604617597,0.31639711399711395
peak,5,0.05,20000,100000,0.008,100,93,0.93,0.7968454878454879,0.30263947163947164,0.93,5.08,6.01,1,93,508,7,0.8452579034941764,0.2653352353780314,0.761649907037407,0.8283149926462426,0.27019010850260844,0.3382674422799422
peak,5,0.05,20000,100000,0.009,100,94,0.94,0.819607031857032,0.2892178932178932,0.94,5.18,6.12,0,94,518,6,0.8464052287581699,0.2640449438202247,0.7913156961094462,0.8432674395049394,0.26268194444444437,0.3185329545454545
peak,5,0.05,20000,100000,0.01,100,89,0.89,0.8033071789321788,0.29397877939054406,0.89,4.69,5.58,1,89,469,11,0.8405017921146953,0.270516717325228,0.7655721230158729,0.8346498331529582,0.2605055534334946,0.32851470057720056
peak,5,0.05,20000,250000,0.001,100,19,0.19,0.9301666666666668,0.07307215007215007,0.19,4.07,4.26,2,19,407,81,0.9553990610328639,0.07224334600760456,0.8900750000000001,0.9630895833333334,0.04161789321789321,0.10871006493506491
peak,5,0.05,20000,250000,0.002,100,23,0.23,0.9315595238095239,0.07826984126984128,0.23,3.89,4.12,2,23,389,77,0.9441747572815534,0.08984375,0.8938097222222222,0.9609647817460317,0.050967261904761904,0.10898749999999997
peak,5,0.05,20000,250000,0.003,100,37,0.37,0.8979044011544012,0.12673038073038073,0.37,4.41,4.78,2,37,441,63,0.9225941422594143,0.12802768166089964,0.8595637265512266,0.9323175955988455,0.0913638764013764,0.16441600482850477
peak,5,0.05,20000,250000,0.004,100,54,0.54,0.8896976495726495,0.1786692555810203,0.54,4.37,4.91,0,54,437,46,0.890020366598778,0.18274111675126903,0.8651409035409036,0.9117729166666666,0.14399512880909937,0.21573242403021806
peak,5,0.05,20000,250000,0.005,100,76,0.76,0.7979205239205239,0.27785786435786436,0.76,4.25,5.01,2,76,425,24,0.8483033932135728,0.2529118136439268,0.753760404872905,0.835728445165945,0.2376882936507936,0.3192233405483405
peak,5,0.05,20000,250000,0.006,100,79,0.79,0.8241071428571428,0.2788248973248973,0.79,4.17,4.96,0,79,417,21,0.8407258064516129,0.2651006711409396,0.7970434523809525,0.8496983134920634,0.24290446081696077,0.3128761183261183
peak,5,0.05,20000,250000,0.007,100,86,0.86,0.8195548340548341,0.2892489177489177,0.86,4.83,5.69,0,86,483,14,0.8488576449912126,0.2571001494768311,0.7941040945165944,0.8414412518037517,0.2587525613275613,0.32333380230880227
peak,5,0.05,20000,250000,0.008,100,95,0.95,0.7934169164169164,0.308472804972805,0.95,5.06,6.01,1,95,506,5,0.8419301164725458,0.2710413694721826,0.7573816232378734,0.8230094218281717,0.2783924603174603,0.3423075577200578
peak,5,0.05,20000,250000,0.009,100,96,0.96,0.8163570318570319,0.29477344877344874,0.96,5.16,6.12,0,96,516,4,0.8431372549019608,0.2696629213483146,0.7881450306637805,0.8403189033189032,0.2686078643578643,0.32173510101010094
peak,5,0.05,20000,250000,0.01,100,91,0.91,0.7979738455988454,0.3023121127238774,0.91,4.67,5.58,1,91,467,9,0.8369175627240143,0.2765957446808511,0.7614327651515151,0.8287537878787877,0.2711437940327646,0.3364389886257533
peak,5,0.05,20000,500000,0.001,100,34,0.34,0.8953769841269842,0.12817532467532466,0.34,3.92,4.26,2,34,392,66,0.92018779342723,0.12927756653992395,0.8539514880952381,0.9320355158730158,0.08807869769119768,0.1711684704184704
peak,5,0.05,20000,500000,0.002,100,36,0.36,0.8893885281385281,0.13762698412698413,0.36,3.76,4.12,2,36,376,64,0.912621359223301,0.140625,0.8478830266955267,0.9261925775613276,0.09820595238095238,0.18118769841269833
peak,5,0.05,20000,500000,0.003,100,47,0.47,0.8777853535353536,0.15965895215895215,0.47,4.31,4.78,2,47,431,53,0.9016736401673641,0.16262975778546712,0.8368435786435787,0.9127825847763349,0.12170930597180599,0.20020512820512817
peak,5,0.05,20000,500000,0.004,100,58,0.58,0.880030982905983,0.19382077073253545,0.58,4.33,4.91,0,58,433,42,0.8818737270875764,0.19627749576988154,0.8562350961538461,0.902529181929182,0.1595838840081487,0.230281492445463
peak,5,0.05,20000,500000,0.005,100,77,0.77,0.7945871905871905,0.28285786435786436,0.77,4.24,5.01,2,77,424,23,0.846307385229541,0.2562396006655574,0.7529332015207014,0.8328636093073594,0.2411811147186147,0.3261857323232322
peak,5,0.05,20000,500000,0.006,100,85,0.85,0.8043452380952381,0.3076582306582306,0.85,4.11,4.96,0,85,411,15,0.8286290322580645,0.28523489932885904,0.7768662698412699,0.8294643849206349,0.2741619047619047,0.34215030663780654
peak,5,0.05,20000,500000,0.007,100,88,0.88,0.8149715007215008,0.29647113997113994,0.88,4.81,5.69,0,88,481,12,0.8453427065026362,0.26307922272047835,0.7910583152958153,0.837869715007215,0.26543910533910536,0.3282136363636362
peak,5,0.05,20000,500000,0.008,100,97,0.97,0.7864169164169165,0.31847280497280495,0.97,5.04,6.01,1,97,504,3,0.8386023294509152,0.2767475035663338,0.7520796536796536,0.8159940746753245,0.2890654567654567,0.35045352286602277
peak,5,0.05,20000,500000,0.009,100,97,0.97,0.8130236985236986,0.29977344877344875,0.97,5.15,6.12,0,97,515,3,0.8415032679738562,0.27247191011235955,0.7844358197358197,0.8368512480574981,0.27341782106782103,0.32867445887445884
peak,5,0.05,20000,500000,0.01,100,93,0.93,0.7921405122655122,0.31131211272387743,0.93,4.65,5.58,1,93,465,7,0.8333333333333334,0.2826747720364742,0.756595973124098,0.8227443181818183,0.2800368591375944,0.3425870575502929
peak,5,0.05,30000,50000,0.001,100,5,0.05,0.945,0.022523809523809522,0.05,3.67,3.72,4,5,367,95,0.9865591397849462,0.0211864406779661,0.9008333333333334,0.9808333333333333,0.005,0.043908333333333306
peak,5,0.05,30000,50000,0.002,100,8,0.08,0.946904761904762,0.032023809523809524,0.08,3.99,4.07,3,8,399,92,0.9803439803439803,0.03155818540433925,0.9060464285714285,0.9803333333333333,0.011538690476190475,0.05785714285714285
peak,5,0.05,30000,50000,0.003,100,22,0.22,0.9325198412698414,0.0761984126984127,0.22,4.1,4.32,2,22,410,78,0.9490740740740741,0.08270676691729323,0.8970193452380952,0.9624613095238095,0.04720873015873016,0.10698095238095236
peak,5,0.05,30000,50000,0.004,100,35,0.35,0.9082371615312792,0.12488838938838938,0.35,4.26,4.61,1,35,426,65,0.9240780911062907,0.12477718360071301,0.8707793650793653,0.9393862103174603,0.08878338744588746,0.16334673520923515
peak,5,0.05,30000,50000,0.005,100,62,0.62,0.8140155122655122,0.2531443001443001,0.62,3.7,4.32,1,62,370,38,0.8564814814814815,0.23308270676691728,0.7665553571428572,0.8580581800144299,0.20413544372294373,0.3037464285714286
peak,5,0.05,30000,50000,0.006,100,71,0.71,0.8111269841269843,0.26553846153846156,0.71,3.81,4.52,2,71,381,29,0.8429203539823009,0.2572463768115942,0.7756957341269841,0.843965873015873,0.22688131868131867,0.30368690476190474
peak,5,0.05,30000,50000,0.007,100,82,0.82,0.8168802308802309,0.292540404040404,0.82,4.4,5.22,0,82,440,18,0.842911877394636,0.26366559485530544,0.7946075487012989,0.8396060425685425,0.2586784812409812,0.32492949134199134
peak,5,0.05,30000,50000,0.008,100,92,0.92,0.807209595959596,0.29934271284271285,0.92,4.65,5.57,1,92,465,8,0.8348294434470377,0.2800608828006088,0.7831378427128427,0.8273320165945166,0.2747660714285714,0.3240597222222222
peak,5,0.05,30000,50000,0.009,100,94,0.94,0.8016031746031744,0.31676334776334775,0.94,4.54,5.48,0,94,454,6,0.8284671532846716,0.29012345679012347,0.7757022817460316,0.8236936507936506,0.2893568542568542,0.34628024891774895
peak,5,0.05,30000,50000,0.01,100,93,0.93,0.7731865079365079,0.3398672438672439,0.93,4.13,5.06,1,93,413,7,0.8162055335968379,0.3069306930693069,0.7442371031746032,0.800951388888889,0.3082316017316017,0.37284350649350656
peak,5,0.05,30000,100000,0.001,100,5,0.05,0.945,0.022523809523809522,0.05,3.67,3.72,4,5,367,95,0.9865591397849462,0.0211864406779661,0.8975,0.9808541666666667,0.004,0.0443880952380952
peak,5,0.05,30000,100000,0.002,100,11,0.11,0.9416547619047619,0.04091269841269841,0.11,3.96,4.07,3,11,396,89,0.972972972972973,0.04339250493096647,0.8998306547619049,0.97675,0.018055555555555557,0.07035912698412695
peak,5,0.05,30000,100000,0.003,100,26,0.26,0.9225198412698414,0.09205555555555556,0.26,4.06,4.32,2,26,406,74,0.9398148148148148,0.09774436090225563,0.8872680555555555,0.9521907738095238,0.06272996031746031,0.1271063492063492
peak,5,0.05,30000,100000,0.004,100,41,0.41,0.8951260504201681,0.14607886557886557,0.41,4.2,4.61,1,41,420,59,0.911062906724512,0.14616755793226383,0.8575433531746033,0.9268041433239963,0.107446645021645,0.19068353035853028
peak,5,0.05,30000,100000,0.005,100,68,0.68,0.8002536075036075,0.27469191919191915,0.68,3.64,4.32,1,68,364,32,0.8425925925925926,0.2556390977443609,0.7536821428571429,0.8464716179653679,0.22342624458874455,0.3252747655122655
peak,5,0.05,30000,100000,0.006,100,74,0.74,0.8046984126984128,0.2758956043956044,0.74,3.78,4.52,2,74,378,26,0.8362831858407079,0.26811594202898553,0.7711388888888889,0.83805,0.23827321428571424,0.31408253968253963
peak,5,0.05,30000,100000,0.007,100,82,0.82,0.8168802308802309,0.292540404040404,0.82,4.4,5.22,0,82,440,18,0.842911877394636,0.26366559485530544,0.7938309613997114,0.8397732864357864,0.2590830627705627,0.32624300144300145
peak,5,0.05,30000,100000,0.008,100,93,0.93,0.797209595959596,0.3093427128427128,0.93,4.64,5.57,1,93,464,7,0.8330341113105925,0.2831050228310502,0.7679588834776334,0.8225298430735932,0.2822981601731602,0.3375616702741703
peak,5,0.05,30000,100000,0.009,100,94,0.94,0.8016031746031744,0.31676334776334775,0.94,4.54,5.48,0,94,454,6,0.8284671532846716,0.29012345679012347,0.7753107142857141,0.8235208333333333,0.2888454906204906,0.34661946248196246
peak,5,0.05,30000,100000,0.01,100,93,0.93,0.7731865079365079,0.3398672438672439,0.93,4.13,5.06,1,93,413,7,0.8162055335968379,0.3069306930693069,0.7452757936507935,0.8008169642857141,0.30680652958152954,0.3714286796536796
peak,5,0.05,30000,250000,0.001,100,11,0.11,0.9285714285714286,0.04769047619047619,0.11,3.61,3.72,4,11,361,89,0.9704301075268817,0.046610169491525424,0.8829553571428571,0.9663095238095238,0.021163095238095238,0.07719880952380949
peak,5,0.05,30000,250000,0.002,100,19,0.19,0.9214761904761906,0.07249206349206348,0.19,3.88,4.07,3,19,388,81,0.9533169533169533,0.07495069033530571,0.8787127976190475,0.9570619047619048,0.043372023809523805,0.10907440476190475
peak,5,0.05,30000,250000,0.003,100,34,0.34,0.9012579365079365,0.12474603174603174,0.34,3.98,4.32,2,34,398,66,0.9212962962962963,0.12781954887218044,0.8649145833333334,0.9332094246031747,0.08707876984126985,0.16168392857142855
peak,5,0.05,30000,250000,0.004,100,49,0.49,0.869514939309057,0.1814121989121989,0.49,4.12,4.61,1,49,412,51,0.8937093275488069,0.1746880570409982,0.8292575163398694,0.9058366654995331,0.13834743867243868,0.22436745337995337
peak,5,0.05,30000,250000,0.005,100,71,0.71,0.7949758297258298,0.283549062049062,0.71,3.61,4.32,1,71,361,29,0.8356481481481481,0.2669172932330827,0.7483895652958152,0.837584117965368,0.23700349927849926,0.33165221861471844
peak,5,0.05,30000,250000,0.006,100,79,0.79,0.7888650793650794,0.299562271062271,0.79,3.73,4.52,2,79,373,21,0.8252212389380531,0.286231884057971,0.753198015873016,0.8208435515873017,0.2620054945054945,0.33562000915750917
peak,5,0.05,30000,250000,0.007,100,85,0.85,0.811213564213564,0.30206421356421354,0.85,4.37,5.22,0,85,437,15,0.8371647509578544,0.2733118971061093,0.788843740981241,0.8324455086580086,0.2707393939393939,0.33350362554112545
peak,5,0.05,30000,250000,0.008,100,94,0.94,0.795209595959596,0.31267604617604616,0.94,4.63,5.57,1,94,463,6,0.8312387791741472,0.2861491628614916,0.7661706619769123,0.8200151605339105,0.2864020021645021,0.3409402236652236
peak,5,0.05,30000,250000,0.009,100,96,0.96,0.7979365079365079,0.322953823953824,0.96,4.52,5.48,0,96,452,4,0.8248175182481752,0.2962962962962963,0.7736375000000001,0.8191554563492064,0.29723558802308797,0.3498241522366522
peak,5,0.05,30000,250000,0.01,100,93,0.93,0.7731865079365079,0.3398672438672439,0.93,4.13,5.06,1,93,413,7,0.8162055335968379,0.3069306930693069,0.7435069444444447,0.8001397817460317,0.30745266955266953,0.37095750360750357
peak,5,0.05,30000,500000,0.001,100,27,0.27,0.8896428571428572,0.10847619047619046,0.27,3.45,3.72,4,27,345,73,0.9274193548387096,0.11440677966101695,0.841972619047619,0.9319345238095237,0.0727827380952381,0.1448630952380952
