source,cutoff_years,alpha,stride_bp,max_gap_strides,min_significant_strides,200_selected_n,200_selected_called,200_selected_fraction,200_neutral_n,200_neutral_called,200_neutral_fraction,400_selected_n,400_selected_called,400_selected_fraction,400_neutral_n,400_neutral_called,400_neutral_fraction
decoded,50000,0.05,20000,1,20,100,2,0.02,1000,5,0.005,100,2,0.02,1000,4,0.004
decoded,50000,0.05,20000,1,3,100,98,0.98,1000,960,0.96,100,97,0.97,1000,958,0.958
decoded,50000,0.05,20000,1,5,100,78,0.78,1000,675,0.675,100,77,0.77,1000,690,0.69
decoded,50000,0.05,50000,0,1,100,100,1.0,1000,999,0.999,100,100,1.0,1000,1000,1.0
decoded,50000,0.05,50000,0,10,100,0,0.0,1000,1,0.001,100,0,0.0,1000,1,0.001
decoded,50000,0.05,50000,0,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
decoded,50000,0.05,50000,0,3,100,55,0.55,1000,441,0.441,100,54,0.54,1000,445,0.445
decoded,50000,0.05,50000,0,5,100,18,0.18,1000,64,0.064,100,14,0.14,1000,60,0.06
decoded,50000,0.05,50000,1,1,100,100,1.0,1000,999,0.999,100,100,1.0,1000,1000,1.0
decoded,50000,0.05,50000,1,10,100,1,0.01,1000,4,0.004,100,1,0.01,1000,2,0.002
decoded,50000,0.05,50000,1,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
decoded,50000,0.05,50000,1,3,100,65,0.65,1000,524,0.524,100,57,0.57,1000,538,0.538
decoded,50000,0.05,50000,1,5,100,21,0.21,1000,101,0.101,100,22,0.22,1000,104,0.104
truth,10000,0.001,10000,0,1,100,24,0.24,1000,200,0.2,100,17,0.17,1000,208,0.208
truth,10000,0.001,10000,0,10,100,0,0.0,1000,6,0.006,100,0,0.0,1000,10,0.01
truth,10000,0.001,10000,0,20,100,0,0.0,1000,1,0.001,100,0,0.0,1000,1,0.001
truth,10000,0.001,10000,0,3,100,12,0.12,1000,91,0.091,100,6,0.06,1000,84,0.084
truth,10000,0.001,10000,0,5,100,6,0.06,1000,49,0.049,100,1,0.01,1000,40,0.04
truth,10000,0.001,10000,1,1,100,24,0.24,1000,200,0.2,100,17,0.17,1000,208,0.208
truth,10000,0.001,10000,1,10,100,1,0.01,1000,10,0.01,100,0,0.0,1000,12,0.012
truth,10000,0.001,10000,1,20,100,0,0.0,1000,1,0.001,100,0,0.0,1000,1,0.001
truth,10000,0.001,10000,1,3,100,13,0.13,1000,97,0.097,100,6,0.06,1000,88,0.088
truth,10000,0.001,10000,1,5,100,7,0.07,1000,57,0.057,100,3,0.03,1000,47,0.047
truth,10000,0.001,20000,0,1,100,21,0.21,1000,161,0.161,100,13,0.13,1000,169,0.169
truth,10000,0.001,20000,0,10,100,0,0.0,1000,1,0.001,100,0,0.0,1000,1,0.001
truth,10000,0.001,20000,0,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,10000,0.001,20000,0,3,100,7,0.07,1000,44,0.044,100,1,0.01,1000,45,0.045
truth,10000,0.001,20000,0,5,100,1,0.01,1000,9,0.009,100,0,0.0,1000,15,0.015
truth,10000,0.001,20000,1,1,100,21,0.21,1000,161,0.161,100,13,0.13,1000,169,0.169
truth,10000,0.001,20000,1,10,100,0,0.0,1000,1,0.001,100,0,0.0,1000,2,0.002
truth,10000,0.001,20000,1,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,10000,0.001,20000,1,3,100,8,0.08,1000,49,0.049,100,2,0.02,1000,47,0.047
truth,10000,0.001,20000,1,5,100,3,0.03,1000,13,0.013,100,0,0.0,1000,18,0.018
truth,10000,0.001,50000,0,1,100,11,0.11,1000,114,0.114,100,8,0.08,1000,112,0.112
truth,10000,0.001,50000,0,10,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,10000,0.001,50000,0,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,10000,0.001,50000,0,3,100,2,0.02,1000,5,0.005,100,0,0.0,1000,10,0.01
truth,10000,0.001,50000,0,5,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,10000,0.001,50000,1,1,100,11,0.11,1000,114,0.114,100,8,0.08,1000,112,0.112
truth,10000,0.001,50000,1,10,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,10000,0.001,50000,1,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,10000,0.001,50000,1,3,100,2,0.02,1000,5,0.005,100,0,0.0,1000,10,0.01
truth,10000,0.001,50000,1,5,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,10000,0.01,10000,0,1,100,88,0.88,1000,750,0.75,100,73,0.73,1000,727,0.727
truth,10000,0.01,10000,0,10,100,22,0.22,1000,157,0.157,100,12,0.12,1000,168,0.168
truth,10000,0.01,10000,0,20,100,4,0.04,1000,35,0.035,100,3,0.03,1000,39,0.039
truth,10000,0.01,10000,0,3,100,67,0.67,1000,524,0.524,100,44,0.44,1000,485,0.485
truth,10000,0.01,10000,0,5,100,46,0.46,1000,374,0.374,100,28,0.28,1000,373,0.373
truth,10000,0.01,10000,1,1,100,88,0.88,1000,750,0.75,100,73,0.73,1000,727,0.727
truth,10000,0.01,10000,1,10,100,28,0.28,1000,183,0.183,100,12,0.12,1000,200,0.2
truth,10000,0.01,10000,1,20,100,9,0.09,1000,42,0.042,100,6,0.06,1000,52,0.052
truth,10000,0.01,10000,1,3,100,70,0.7,1000,541,0.541,100,48,0.48,1000,508,0.508
truth,10000,0.01,10000,1,5,100,47,0.47,1000,411,0.411,100,33,0.33,1000,399,0.399
truth,10000,0.01,20000,0,1,100,80,0.8,1000,702,0.702,100,66,0.66,1000,667,0.667
truth,10000,0.01,20000,0,10,100,7,0.07,1000,42,0.042,100,5,0.05,1000,53,0.053
truth,10000,0.01,20000,0,20,100,0,0.0,1000,3,0.003,100,0,0.0,1000,2,0.002
truth,10000,0.01,20000,0,3,100,46,0.46,1000,363,0.363,100,30,0.3,1000,379,0.379
truth,10000,0.01,20000,0,5,100,27,0.27,1000,194,0.194,100,14,0.14,1000,214,0.214
truth,10000,0.01,20000,1,1,100,80,0.8,1000,702,0.702,100,66,0.66,1000,667,0.667
truth,10000,0.01,20000,1,10,100,9,0.09,1000,55,0.055,100,7,0.07,1000,68,0.068
truth,10000,0.01,20000,1,20,100,1,0.01,1000,7,0.007,100,1,0.01,1000,3,0.003
truth,10000,0.01,20000,1,3,100,48,0.48,1000,388,0.388,100,32,0.32,1000,392,0.392
truth,10000,0.01,20000,1,5,100,28,0.28,1000,227,0.227,100,17,0.17,1000,248,0.248
truth,10000,0.01,50000,0,1,100,72,0.72,1000,599,0.599,100,50,0.5,1000,562,0.562
truth,10000,0.01,50000,0,10,100,0,0.0,1000,2,0.002,100,0,0.0,1000,1,0.001
truth,10000,0.01,50000,0,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,10000,0.01,50000,0,3,100,22,0.22,1000,142,0.142,100,15,0.15,1000,167,0.167
truth,10000,0.01,50000,0,5,100,6,0.06,1000,35,0.035,100,4,0.04,1000,42,0.042
truth,10000,0.01,50000,1,1,100,72,0.72,1000,599,0.599,100,50,0.5,1000,562,0.562
truth,10000,0.01,50000,1,10,100,1,0.01,1000,5,0.005,100,0,0.0,1000,2,0.002
truth,10000,0.01,50000,1,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,10000,0.01,50000,1,3,100,25,0.25,1000,164,0.164,100,17,0.17,1000,192,0.192
truth,10000,0.01,50000,1,5,100,9,0.09,1000,51,0.051,100,6,0.06,1000,57,0.057
truth,10000,0.05,10000,0,1,100,99,0.99,1000,987,0.987,100,97,0.97,1000,988,0.988
truth,10000,0.05,10000,0,10,100,75,0.75,1000,645,0.645,100,62,0.62,1000,644,0.644
truth,10000,0.05,10000,0,20,100,33,0.33,1000,282,0.282,100,23,0.23,1000,307,0.307
truth,10000,0.05,10000,0,3,100,97,0.97,1000,938,0.938,100,95,0.95,1000,940,0.94
truth,10000,0.05,10000,0,5,100,91,0.91,1000,876,0.876,100,87,0.87,1000,874,0.874
truth,10000,0.05,10000,1,1,100,99,0.99,1000,987,0.987,100,97,0.97,1000,988,0.988
truth,10000,0.05,10000,1,10,100,80,0.8,1000,697,0.697,100,65,0.65,1000,695,0.695
truth,10000,0.05,10000,1,20,100,38,0.38,1000,331,0.331,100,26,0.26,1000,358,0.358
truth,10000,0.05,10000,1,3,100,98,0.98,1000,943,0.943,100,95,0.95,1000,948,0.948
truth,10000,0.05,10000,1,5,100,93,0.93,1000,889,0.889,100,89,0.89,1000,890,0.89
truth,10000,0.05,20000,0,1,100,99,0.99,1000,977,0.977,100,97,0.97,1000,981,0.981
truth,10000,0.05,20000,0,10,100,39,0.39,1000,328,0.328,100,27,0.27,1000,351,0.351
truth,10000,0.05,20000,0,20,100,8,0.08,1000,55,0.055,100,6,0.06,1000,64,0.064
truth,10000,0.05,20000,0,3,100,91,0.91,1000,870,0.87,100,85,0.85,1000,875,0.875
truth,10000,0.05,20000,0,5,100,84,0.84,1000,701,0.701,100,68,0.68,1000,695,0.695
truth,10000,0.05,20000,1,1,100,99,0.99,1000,977,0.977,100,97,0.97,1000,981,0.981
truth,10000,0.05,20000,1,10,100,41,0.41,1000,403,0.403,100,33,0.33,1000,414,0.414
truth,10000,0.05,20000,1,20,100,11,0.11,1000,84,0.084,100,7,0.07,1000,93,0.093
truth,10000,0.05,20000,1,3,100,92,0.92,1000,888,0.888,100,87,0.87,1000,890,0.89
truth,10000,0.05,20000,1,5,100,86,0.86,1000,738,0.738,100,72,0.72,1000,738,0.738
truth,10000,0.05,50000,0,1,100,99,0.99,1000,958,0.958,100,95,0.95,1000,953,0.953
truth,10000,0.05,50000,0,10,100,7,0.07,1000,45,0.045,100,4,0.04,1000,43,0.043
truth,10000,0.05,50000,0,20,100,0,0.0,1000,1,0.001,100,0,0.0,1000,0,0.0
truth,10000,0.05,50000,0,3,100,75,0.75,1000,621,0.621,100,56,0.56,1000,624,0.624
truth,10000,0.05,50000,0,5,100,31,0.31,1000,288,0.288,100,25,0.25,1000,320,0.32
truth,10000,0.05,50000,1,1,100,99,0.99,1000,958,0.958,100,95,0.95,1000,953,0.953
truth,10000,0.05,50000,1,10,100,10,0.1,1000,67,0.067,100,5,0.05,1000,74,0.074
truth,10000,0.05,50000,1,20,100,0,0.0,1000,2,0.002,100,0,0.0,1000,2,0.002
truth,10000,0.05,50000,1,3,100,80,0.8,1000,670,0.67,100,61,0.61,1000,660,0.66
truth,10000,0.05,50000,1,5,100,43,0.43,1000,364,0.364,100,32,0.32,1000,372,0.372
truth,20000,0.001,10000,0,1,100,30,0.3,1000,223,0.223,100,32,0.32,1000,200,0.2
truth,20000,0.001,10000,0,10,100,6,0.06,1000,11,0.011,100,6,0.06,1000,18,0.018
truth,20000,0.001,10000,0,20,100,3,0.03,1000,2,0.002,100,3,0.03,1000,1,0.001
truth,20000,0.001,10000,0,3,100,17,0.17,1000,85,0.085,100,16,0.16,1000,95,0.095
truth,20000,0.001,10000,0,5,100,11,0.11,1000,43,0.043,100,11,0.11,1000,50,0.05
truth,20000,0.001,10000,1,1,100,30,0.3,1000,223,0.223,100,32,0.32,1000,200,0.2
truth,20000,0.001,10000,1,10,100,6,0.06,1000,13,0.013,100,6,0.06,1000,21,0.021
truth,20000,0.001,10000,1,20,100,3,0.03,1000,3,0.003,100,3,0.03,1000,1,0.001
truth,20000,0.001,10000,1,3,100,18,0.18,1000,101,0.101,100,17,0.17,1000,101,0.101
truth,20000,0.001,10000,1,5,100,12,0.12,1000,47,0.047,100,12,0.12,1000,53,0.053
truth,20000,0.001,20000,0,1,100,28,0.28,1000,182,0.182,100,28,0.28,1000,168,0.168
truth,20000,0.001,20000,0,10,100,3,0.03,1000,2,0.002,100,3,0.03,1000,1,0.001
truth,20000,0.001,20000,0,20,100,1,0.01,1000,0,0.0,100,2,0.02,1000,0,0.0
truth,20000,0.001,20000,0,3,100,10,0.1,1000,47,0.047,100,12,0.12,1000,49,0.049
truth,20000,0.001,20000,0,5,100,7,0.07,1000,15,0.015,100,6,0.06,1000,22,0.022
truth,20000,0.001,20000,1,1,100,28,0.28,1000,182,0.182,100,28,0.28,1000,168,0.168
truth,20000,0.001,20000,1,10,100,3,0.03,1000,3,0.003,100,3,0.03,1000,3,0.003
truth,20000,0.001,20000,1,20,100,2,0.02,1000,0,0.0,100,2,0.02,1000,0,0.0
truth,20000,0.001,20000,1,3,100,11,0.11,1000,50,0.05,100,12,0.12,1000,54,0.054
truth,20000,0.001,20000,1,5,100,8,0.08,1000,21,0.021,100,6,0.06,1000,27,0.027
truth,20000,0.001,50000,0,1,100,19,0.19,1000,125,0.125,100,24,0.24,1000,120,0.12
truth,20000,0.001,50000,0,10,100,0,0.0,1000,0,0.0,100,1,0.01,1000,0,0.0
truth,20000,0.001,50000,0,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,20000,0.001,50000,0,3,100,7,0.07,1000,8,0.008,100,6,0.06,1000,15,0.015
truth,20000,0.001,50000,0,5,100,3,0.03,1000,3,0.003,100,3,0.03,1000,0,0.0
truth,20000,0.001,50000,1,1,100,19,0.19,1000,125,0.125,100,24,0.24,1000,120,0.12
truth,20000,0.001,50000,1,10,100,0,0.0,1000,0,0.0,100,1,0.01,1000,0,0.0
truth,20000,0.001,50000,1,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,20000,0.001,50000,1,3,100,8,0.08,1000,12,0.012,100,6,0.06,1000,17,0.017
truth,20000,0.001,50000,1,5,100,3,0.03,1000,4,0.004,100,3,0.03,1000,0,0.0
truth,20000,0.01,10000,0,1,100,86,0.86,1000,744,0.744,100,80,0.8,1000,719,0.719
truth,20000,0.01,10000,0,10,100,27,0.27,1000,175,0.175,100,34,0.34,1000,185,0.185
truth,20000,0.01,10000,0,20,100,13,0.13,1000,43,0.043,100,11,0.11,1000,56,0.056
truth,20000,0.01,10000,0,3,100,60,0.6,1000,551,0.551,100,65,0.65,1000,516,0.516
truth,20000,0.01,10000,0,5,100,49,0.49,1000,392,0.392,100,53,0.53,1000,383,0.383
truth,20000,0.01,10000,1,1,100,86,0.86,1000,744,0.744,100,80,0.8,1000,719,0.719
truth,20000,0.01,10000,1,10,100,32,0.32,1000,201,0.201,100,40,0.4,1000,210,0.21
truth,20000,0.01,10000,1,20,100,15,0.15,1000,58,0.058,100,13,0.13,1000,68,0.068
truth,20000,0.01,10000,1,3,100,61,0.61,1000,565,0.565,100,65,0.65,1000,538,0.538
truth,20000,0.01,10000,1,5,100,53,0.53,1000,414,0.414,100,54,0.54,1000,413,0.413
truth,20000,0.01,20000,0,1,100,79,0.79,1000,700,0.7,100,75,0.75,1000,674,0.674
truth,20000,0.01,20000,0,10,100,16,0.16,1000,55,0.055,100,13,0.13,1000,68,0.068
truth,20000,0.01,20000,0,20,100,3,0.03,1000,5,0.005,100,4,0.04,1000,5,0.005
truth,20000,0.01,20000,0,3,100,45,0.45,1000,384,0.384,100,54,0.54,1000,391,0.391
truth,20000,0.01,20000,0,5,100,33,0.33,1000,208,0.208,100,39,0.39,1000,218,0.218
truth,20000,0.01,20000,1,1,100,79,0.79,1000,700,0.7,100,75,0.75,1000,674,0.674
truth,20000,0.01,20000,1,10,100,17,0.17,1000,71,0.071,100,17,0.17,1000,87,0.087
truth,20000,0.01,20000,1,20,100,3,0.03,1000,6,0.006,100,4,0.04,1000,7,0.007
truth,20000,0.01,20000,1,3,100,47,0.47,1000,406,0.406,100,55,0.55,1000,414,0.414
truth,20000,0.01,20000,1,5,100,35,0.35,1000,241,0.241,100,42,0.42,1000,248,0.248
truth,20000,0.01,50000,0,1,100,70,0.7,1000,614,0.614,100,66,0.66,1000,571,0.571
truth,20000,0.01,50000,0,10,100,2,0.02,1000,2,0.002,100,3,0.03,1000,3,0.003
truth,20000,0.01,50000,0,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,20000,0.01,50000,0,3,100,28,0.28,1000,164,0.164,100,32,0.32,1000,177,0.177
truth,20000,0.01,50000,0,5,100,12,0.12,1000,44,0.044,100,14,0.14,1000,58,0.058
truth,20000,0.01,50000,1,1,100,70,0.7,1000,614,0.614,100,66,0.66,1000,571,0.571
truth,20000,0.01,50000,1,10,100,2,0.02,1000,2,0.002,100,3,0.03,1000,6,0.006
truth,20000,0.01,50000,1,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,20000,0.01,50000,1,3,100,29,0.29,1000,181,0.181,100,34,0.34,1000,200,0.2
truth,20000,0.01,50000,1,5,100,14,0.14,1000,57,0.057,100,17,0.17,1000,72,0.072
truth,20000,0.05,10000,0,1,100,100,1.0,1000,990,0.99,100,100,1.0,1000,990,0.99
truth,20000,0.05,10000,0,10,100,81,0.81,1000,675,0.675,100,77,0.77,1000,691,0.691
truth,20000,0.05,10000,0,20,100,39,0.39,1000,299,0.299,100,50,0.5,1000,329,0.329
truth,20000,0.05,10000,0,3,100,98,0.98,1000,956,0.956,100,98,0.98,1000,957,0.957
truth,20000,0.05,10000,0,5,100,96,0.96,1000,889,0.889,100,95,0.95,1000,884,0.884
truth,20000,0.05,10000,1,1,100,100,1.0,1000,990,0.99,100,100,1.0,1000,990,0.99
truth,20000,0.05,10000,1,10,100,84,0.84,1000,724,0.724,100,80,0.8,1000,736,0.736
truth,20000,0.05,10000,1,20,100,46,0.46,1000,345,0.345,100,52,0.52,1000,368,0.368
truth,20000,0.05,10000,1,3,100,98,0.98,1000,961,0.961,100,98,0.98,1000,966,0.966
truth,20000,0.05,10000,1,5,100,96,0.96,1000,908,0.908,100,97,0.97,1000,900,0.9
truth,20000,0.05,20000,0,1,100,100,1.0,1000,985,0.985,100,100,1.0,1000,988,0.988
truth,20000,0.05,20000,0,10,100,46,0.46,1000,340,0.34,100,52,0.52,1000,368,0.368
truth,20000,0.05,20000,0,20,100,11,0.11,1000,56,0.056,100,19,0.19,1000,70,0.07
truth,20000,0.05,20000,0,3,100,96,0.96,1000,889,0.889,100,94,0.94,1000,883,0.883
truth,20000,0.05,20000,0,5,100,83,0.83,1000,730,0.73,100,82,0.82,1000,736,0.736
truth,20000,0.05,20000,1,1,100,100,1.0,1000,985,0.985,100,100,1.0,1000,988,0.988
truth,20000,0.05,20000,1,10,100,53,0.53,1000,411,0.411,100,53,0.53,1000,429,0.429
truth,20000,0.05,20000,1,20,100,14,0.14,1000,81,0.081,100,20,0.2,1000,100,0.1
truth,20000,0.05,20000,1,3,100,96,0.96,1000,903,0.903,100,94,0.94,1000,897,0.897
truth,20000,0.05,20000,1,5,100,88,0.88,1000,776,0.776,100,84,0.84,1000,765,0.765
truth,20000,0.05,50000,0,1,100,98,0.98,1000,973,0.973,100,99,0.99,1000,968,0.968
truth,20000,0.05,50000,0,10,100,6,0.06,1000,41,0.041,100,11,0.11,1000,50,0.05
truth,20000,0.05,50000,0,20,100,1,0.01,1000,0,0.0,100,1,0.01,1000,2,0.002
truth,20000,0.05,50000,0,3,100,75,0.75,1000,638,0.638,100,75,0.75,1000,648,0.648
truth,20000,0.05,50000,0,5,100,45,0.45,1000,320,0.32,100,49,0.49,1000,350,0.35
truth,20000,0.05,50000,1,1,100,98,0.98,1000,973,0.973,100,99,0.99,1000,968,0.968
truth,20000,0.05,50000,1,10,100,9,0.09,1000,63,0.063,100,16,0.16,1000,72,0.072
truth,20000,0.05,50000,1,20,100,1,0.01,1000,2,0.002,100,1,0.01,1000,3,0.003
truth,20000,0.05,50000,1,3,100,84,0.84,1000,689,0.689,100,79,0.79,1000,697,0.697
truth,20000,0.05,50000,1,5,100,54,0.54,1000,391,0.391,100,55,0.55,1000,411,0.411
truth,30000,0.001,10000,0,1,100,36,0.36,1000,243,0.243,100,26,0.26,1000,234,0.234
truth,30000,0.001,10000,0,10,100,5,0.05,1000,10,0.01,100,4,0.04,1000,12,0.012
truth,30000,0.001,10000,0,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,1,0.001
truth,30000,0.001,10000,0,3,100,16,0.16,1000,90,0.09,100,14,0.14,1000,100,0.1
truth,30000,0.001,10000,0,5,100,12,0.12,1000,41,0.041,100,9,0.09,1000,51,0.051
truth,30000,0.001,10000,1,1,100,36,0.36,1000,243,0.243,100,26,0.26,1000,234,0.234
truth,30000,0.001,10000,1,10,100,7,0.07,1000,13,0.013,100,4,0.04,1000,13,0.013
truth,30000,0.001,10000,1,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,1,0.001
truth,30000,0.001,10000,1,3,100,17,0.17,1000,103,0.103,100,14,0.14,1000,107,0.107
truth,30000,0.001,10000,1,5,100,13,0.13,1000,53,0.053,100,10,0.1,1000,58,0.058
truth,30000,0.001,20000,0,1,100,31,0.31,1000,194,0.194,100,21,0.21,1000,194,0.194
truth,30000,0.001,20000,0,10,100,0,0.0,1000,0,0.0,100,0,0.0,1000,1,0.001
truth,30000,0.001,20000,0,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,30000,0.001,20000,0,3,100,12,0.12,1000,49,0.049,100,9,0.09,1000,52,0.052
truth,30000,0.001,20000,0,5,100,6,0.06,1000,13,0.013,100,5,0.05,1000,15,0.015
truth,30000,0.001,20000,1,1,100,31,0.31,1000,194,0.194,100,21,0.21,1000,194,0.194
truth,30000,0.001,20000,1,10,100,1,0.01,1000,2,0.002,100,0,0.0,1000,2,0.002
truth,30000,0.001,20000,1,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,30000,0.001,20000,1,3,100,12,0.12,1000,54,0.054,100,10,0.1,1000,58,0.058
truth,30000,0.001,20000,1,5,100,8,0.08,1000,17,0.017,100,6,0.06,1000,18,0.018
truth,30000,0.001,50000,0,1,100,27,0.27,1000,125,0.125,100,18,0.18,1000,133,0.133
truth,30000,0.001,50000,0,10,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,30000,0.001,50000,0,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,30000,0.001,50000,0,3,100,4,0.04,1000,9,0.009,100,2,0.02,1000,8,0.008
truth,30000,0.001,50000,0,5,100,0,0.0,1000,0,0.0,100,1,0.01,1000,1,0.001
truth,30000,0.001,50000,1,1,100,27,0.27,1000,125,0.125,100,18,0.18,1000,133,0.133
truth,30000,0.001,50000,1,10,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,30000,0.001,50000,1,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,30000,0.001,50000,1,3,100,7,0.07,1000,11,0.011,100,2,0.02,1000,10,0.01
truth,30000,0.001,50000,1,5,100,0,0.0,1000,1,0.001,100,1,0.01,1000,2,0.002
truth,30000,0.01,10000,0,1,100,93,0.93,1000,820,0.82,100,90,0.9,1000,785,0.785
truth,30000,0.01,10000,0,10,100,34,0.34,1000,180,0.18,100,34,0.34,1000,182,0.182
truth,30000,0.01,10000,0,20,100,13,0.13,1000,30,0.03,100,15,0.15,1000,39,0.039
truth,30000,0.01,10000,0,3,100,77,0.77,1000,596,0.596,100,73,0.73,1000,592,0.592
truth,30000,0.01,10000,0,5,100,62,0.62,1000,426,0.426,100,61,0.61,1000,422,0.422
truth,30000,0.01,10000,1,1,100,93,0.93,1000,820,0.82,100,90,0.9,1000,785,0.785
truth,30000,0.01,10000,1,10,100,39,0.39,1000,210,0.21,100,38,0.38,1000,211,0.211
truth,30000,0.01,10000,1,20,100,17,0.17,1000,38,0.038,100,16,0.16,1000,46,0.046
truth,30000,0.01,10000,1,3,100,77,0.77,1000,613,0.613,100,73,0.73,1000,605,0.605
truth,30000,0.01,10000,1,5,100,64,0.64,1000,452,0.452,100,63,0.63,1000,447,0.447
truth,30000,0.01,20000,0,1,100,93,0.93,1000,773,0.773,100,89,0.89,1000,733,0.733
truth,30000,0.01,20000,0,10,100,14,0.14,1000,36,0.036,100,16,0.16,1000,43,0.043
truth,30000,0.01,20000,0,20,100,2,0.02,1000,0,0.0,100,2,0.02,1000,2,0.002
truth,30000,0.01,20000,0,3,100,59,0.59,1000,418,0.418,100,60,0.6,1000,402,0.402
truth,30000,0.01,20000,0,5,100,40,0.4,1000,209,0.209,100,42,0.42,1000,220,0.22
truth,30000,0.01,20000,1,1,100,93,0.93,1000,773,0.773,100,89,0.89,1000,733,0.733
truth,30000,0.01,20000,1,10,100,20,0.2,1000,47,0.047,100,18,0.18,1000,58,0.058
truth,30000,0.01,20000,1,20,100,3,0.03,1000,3,0.003,100,3,0.03,1000,3,0.003
truth,30000,0.01,20000,1,3,100,61,0.61,1000,441,0.441,100,62,0.62,1000,431,0.431
truth,30000,0.01,20000,1,5,100,43,0.43,1000,247,0.247,100,44,0.44,1000,245,0.245
truth,30000,0.01,50000,0,1,100,80,0.8,1000,654,0.654,100,82,0.82,1000,635,0.635
truth,30000,0.01,50000,0,10,100,1,0.01,1000,2,0.002,100,1,0.01,1000,2,0.002
truth,30000,0.01,50000,0,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,30000,0.01,50000,0,3,100,32,0.32,1000,153,0.153,100,33,0.33,1000,155,0.155
truth,30000,0.01,50000,0,5,100,13,0.13,1000,28,0.028,100,13,0.13,1000,34,0.034
truth,30000,0.01,50000,1,1,100,80,0.8,1000,654,0.654,100,82,0.82,1000,635,0.635
truth,30000,0.01,50000,1,10,100,2,0.02,1000,2,0.002,100,1,0.01,1000,2,0.002
truth,30000,0.01,50000,1,20,100,0,0.0,1000,0,0.0,100,0,0.0,1000,0,0.0
truth,30000,0.01,50000,1,3,100,36,0.36,1000,179,0.179,100,37,0.37,1000,180,0.18
truth,30000,0.01,50000,1,5,100,18,0.18,1000,37,0.037,100,19,0.19,1000,44,0.044
truth,30000,0.05,10000,0,1,100,100,1.0,1000,1000,1.0,100,100,1.0,1000,998,0.998
truth,30000,0.05,10000,0,10,100,81,0.81,1000,657,0.657,100,82,0.82,1000,681,0.681
truth,30000,0.05,10000,0,20,100,43,0.43,1000,252,0.252,100,47,0.47,1000,263,0.263
truth,30000,0.05,10000,0,3,100,100,1.0,1000,986,0.986,100,99,0.99,1000,973,0.973
truth,30000,0.05,10000,0,5,100,95,0.95,1000,927,0.927,100,93,0.93,1000,921,0.921
truth,30000,0.05,10000,1,1,100,100,1.0,1000,1000,1.0,100,100,1.0,1000,998,0.998
truth,30000,0.05,10000,1,10,100,85,0.85,1000,712,0.712,100,86,0.86,1000,719,0.719
truth,30000,0.05,10000,1,20,100,48,0.48,1000,309,0.309,100,53,0.53,1000,317,0.317
truth,30000,0.05,10000,1,3,100,100,1.0,1000,989,0.989,100,99,0.99,1000,976,0.976
truth,30000,0.05,10000,1,5,100,95,0.95,1000,939,0.939,100,94,0.94,1000,936,0.936
truth,30000,0.05,20000,0,1,100,100,1.0,1000,998,0.998,100,100,1.0,1000,996,0.996
truth,30000,0.05,20000,0,10,100,47,0.47,1000,309,0.309,100,52,0.52,1000,322,0.322
truth,30000,0.05,20000,0,20,100,12,0.12,1000,29,0.029,100,11,0.11,1000,45,0.045
truth,30000,0.05,20000,0,3,100,94,0.94,1000,923,0.923,100,94,0.94,1000,921,0.921
truth,30000,0.05,20000,0,5,100,85,0.85,1000,729,0.729,100,84,0.84,1000,737,0.737
truth,30000,0.05,20000,1,1,100,100,1.0,1000,998,0.998,100,100,1.0,1000,996,0.996
truth,30000,0.05,20000,1,10,100,54,0.54,1000,366,0.366,100,57,0.57,1000,373,0.373
truth,30000,0.05,20000,1,20,100,18,0.18,1000,47,0.047,100,17,0.17,1000,64,0.064
