demography_id	target_allele_frequency	statistic_scope	metric	statistic	threshold_years	selection_coefficient	n_selected	n_neutral	mean_selected_score	mean_neutral_score	mean_selected_minus_neutral	mean_difference_ci95_low	mean_difference_ci95_high	roc_auc	roc_auc_ci95_low	roc_auc_ci95_high	bootstrap_draws	bootstrap_seed	difference_bootstrap_seed	mann_whitney_u	mann_whitney_p_upper	mean_unit_label_permutation_p_upper	auc_unit_label_permutation_p_upper	unit_label_permutation_draws	unit_label_permutation_seed	mean_unit_label_permutation_exceedances	auc_unit_label_permutation_exceedances	unit_label_permutation_method	unit_label_permutation_family	neutral_bank_scope	mann_whitney_bh_q_upper	mann_whitney_global_bh_q_upper	mean_unit_label_permutation_bh_q_upper	mean_unit_label_permutation_global_bh_q_upper	auc_unit_label_permutation_bh_q_upper	auc_unit_label_permutation_global_bh_q_upper
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	30000	0.005	10	100	0.493866051996	0.257559851501	0.236306200495	0.130898408181	0.33858997843	0.803	0.664	0.914	2000	2063675657	1387422971	803	0.000829738308169	0.0003	0.0009	9999	409472888	2	8	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.0019360560524	0.00464653452575	0.0007	0.00168	0.0021	0.00444705882353
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	30000	0.01	10	100	0.575308964884	0.257559851501	0.317749113383	0.24408926856	0.390230365658	0.932	0.862	0.984	2000	3301710510	1482556471	932	3.61973909816e-06	0.0001	0.0001	9999	4291826498	0	0	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	6.33454342178e-06	7.60145210614e-05	0.000116666666667	0.00084	0.000116666666667	0.00105
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	40000	0.005	10	100	0.532682079015	0.283592016327	0.249090062688	0.146717549725	0.351811410019	0.817	0.685975	0.934	2000	2254572854	3492306976	817	0.000499496279338	0.0003	0.0006	9999	409472888	2	5	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.00174823697768	0.00310965909988	0.0007	0.00168	0.0021	0.0036
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	40000	0.01	10	100	0.5788947079	0.283592016327	0.295302691573	0.217161153002	0.370207837492	0.9	0.813	0.967	2000	1529073358	4125836779	900	1.63497212957e-05	0.0001	0.0001	9999	4291826498	0	0	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	1.9074674845e-05	0.00022889609814	0.000116666666667	0.00084	0.000116666666667	0.00105
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	50000	0.005	10	100	0.550040655756	0.298533702001	0.251506953754	0.149686832519	0.348903523912	0.82	0.681	0.939025	2000	3353374652	509683286	820	0.000446868961008	0.0003	0.0007	9999	409472888	2	6	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.00174823697768	0.00310965909988	0.0007	0.00168	0.0021	0.00392
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_alt_minus_hom_ref	50000	0.01	10	100	0.567183100033	0.298533702001	0.268649398032	0.189443392511	0.347645162462	0.865	0.766	0.941	2000	884218875	3875029020	865	7.53568432277e-05	0.0002	0.0002	9999	4291826498	1	1	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	7.53568432277e-05	0.000904282118733	0.0002	0.00152727272727	0.0002	0.00152727272727
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	1000	0.005	10	100	0.00963255229082	0.0142639926091	-0.00463144031825	-0.00683506073899	-0.00248623642007	0.265	0.153	0.389	2000	2025326469	2750872601	265	0.992829616188	0.993	0.9938	9999	409472888	9929	9937	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.996826986642	0.996826986642	0.9975	0.9975	0.9981	0.9981
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	1000	0.01	10	100	0.0155343124944	0.0142639926091	0.00127031988529	-0.00420755098721	0.00778702162001	0.477	0.254	0.704	2000	53579798	1820154417	477	0.596516775298	0.2818	0.5982	9999	4291826498	2817	5981	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.82664095787	0.996826986642	0.8097	0.9975	0.8284	0.9981
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	4500	0.005	10	100	0.0440332020491	0.0626790035295	-0.0186458014803	-0.0265527704412	-0.0106676110575	0.247	0.14	0.366	2000	2895005483	4007024987	247	0.995802638443	0.9965	0.9972	9999	409472888	9964	9971	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.996826986642	0.996826986642	0.9975	0.9975	0.9981	0.9981
eas_phlash_median	0.3	focal_nearest	p_tmrca_lt_threshold	p_hom_ref	4500	0.01	10	100	0.0575777543831	0.0626790035295	-0.00510124914635	-0.0184100058139	0.00908385602326	0.421	0.23195	0.614025	2000	3420241875	2367766891	421	0.795768556072	0.7411	0.795	9999	4291826498	7410	7949	seeded_monte_carlo_preserve_group_sizes_plus_one	same unit-label draws reused across estimands within cell and s	shared_by_demography_and_af_across_selection_coefficients	0.82664095787	0.996826986642	0.8097	0.9975	0.8284	0.9981
