threshold_years	genotype_class	window_bp	af_bin	n	mean_statistic	null_mean	null_sd	auc	power
50000.0	carrier_carrier	4000000	[0.25, 0.45)	121	0.22905550507857905	0.20312935743973398	0.015909101862557503	0.8343526170798898	0.08264462809917356
50000.0	carrier_carrier	4000000	[0.45, 0.6)	109	0.22814869314543745	0.20312935743973398	0.015909101862557503	0.8146177370030582	0.11009174311926606
50000.0	carrier_carrier	4000000	[0.6, 1.01)	453	0.23353269757080825	0.20312935743973398	0.015909101862557503	0.825849889624724	0.1986754966887417
50000.0	overall	10000	[0.0, 0.15)	162	0.19344382716049383	0.20062233333333335	0.060613879123212644	0.46257201646090534	0.006172839506172839
50000.0	overall	10000	[0.15, 0.25)	55	0.16367454545454546	0.20062233333333335	0.060613879123212644	0.29687878787878785	0.0
50000.0	overall	10000	[0.25, 0.45)	121	0.21959586776859505	0.20062233333333335	0.060613879123212644	0.6326584022038567	0.008264462809917356
50000.0	overall	10000	[0.45, 0.6)	109	0.30545688073394484	0.20062233333333335	0.060613879123212644	0.865290519877676	0.05504587155963303
50000.0	overall	10000	[0.6, 1.01)	453	0.5769002207505518	0.20062233333333335	0.060613879123212644	0.9783406916850624	0.717439293598234
50000.0	overall	100000	[0.0, 0.15)	162	0.19457979797979796	0.1993740606060606	0.05132674855211027	0.4676131687242799	0.006172839506172839
50000.0	overall	100000	[0.15, 0.25)	55	0.17384694214876031	0.1993740606060606	0.05132674855211027	0.3502727272727272	0.0
50000.0	overall	100000	[0.25, 0.45)	121	0.2174726521412472	0.1993740606060606	0.05132674855211027	0.6416942148760331	0.0
50000.0	overall	100000	[0.45, 0.6)	109	0.2718316096747289	0.1993740606060606	0.05132674855211027	0.8190214067278286	0.05504587155963303
50000.0	overall	100000	[0.6, 1.01)	453	0.4830665462572747	0.1993740606060606	0.05132674855211027	0.9670125091979397	0.5673289183222958
50000.0	overall	500000	[0.0, 0.15)	162	0.19825480513192933	0.20021296078431372	0.034185078096683634	0.47139917695473255	0.006172839506172839
50000.0	overall	500000	[0.15, 0.25)	55	0.19043155080213908	0.20021296078431372	0.034185078096683634	0.4147878787878788	0.0
