calibration_id	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	duration_multiplier	analytic_selection_end_generations_ago	analytic_selection_duration_generations	requested_selection_end_generations_ago	realized_selection_end_generations_ago	slim_scaling_factor	candidate_pool_diploids	draw_index	seed
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw008	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	8	1074195909
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw009	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	9	1911105150
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw010	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	10	1556902746
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw011	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	11	980645139
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw012	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	12	1358458493
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw013	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	13	278442094
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw014	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	14	1351337320
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw015	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	15	1487283065
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw016	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	16	845967597
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw017	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	17	779971618
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw018	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	18	1018513388
han_calibration__s0.010000__af0.200000__m0.500000__q5__draw019	0.01	0.2	0.17500000000000002	0.225	0.5	1291.1152869182924	980.8847130817076	1781.5576434591462	1780.0	5.0	500	19	421596018
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw000	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	0	1360709226
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw001	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	1	21391465
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw002	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	2	168466107
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw003	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	3	946155654
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw004	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	4	328968768
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw005	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	5	1647075891
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw006	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	6	1170026987
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw007	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	7	291281912
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw008	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	8	951008939
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw009	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	9	601657732
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw010	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	10	1251329435
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw011	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	11	1857608733
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw012	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	12	1087572206
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw013	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	13	5488492
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw014	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	14	1125053315
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw015	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	15	1292761118
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw016	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	16	286867958
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw017	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	17	146293597
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw018	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	18	1416881972
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw019	0.01	0.3	0.27499999999999997	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	19	49857446
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw000	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	0	1355028288
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw001	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	1	1497728284
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw002	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	2	1144445305
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw003	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	3	1652843422
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw004	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	4	1354047067
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw005	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	5	2050362095
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw006	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	6	2068531934
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw007	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	7	795930503
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw008	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	8	954068193
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw009	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	9	1366556413
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw010	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	10	851265290
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw011	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	11	453540769
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw012	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	12	1742455754
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw013	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	13	736201118
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw014	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	14	364862587
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw015	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	15	361491779
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw016	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	16	1258709138
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw017	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	17	454408908
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw018	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	18	821826950
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw019	0.01	0.3	0.27499999999999997	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	19	797597478
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw000	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	0	773636990
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw001	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	1	64560064
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw002	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	2	158070973
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw003	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	3	1851012422
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw004	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	4	1252425205
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw005	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	5	2069940809
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw006	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	6	1919855040
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw007	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	7	2094463618
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw008	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	8	619440341
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw009	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	9	1815625705
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw010	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	10	2091416656
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw011	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	11	422555066
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw012	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	12	2085497918
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw013	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	13	1211151331
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw014	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	14	1770903970
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw015	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	15	591751934
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw016	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	16	559778587
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw017	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	17	714857935
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw018	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	18	646766881
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw019	0.01	0.3	0.27499999999999997	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	19	1088868988
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw000	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	0	216092841
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw001	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	1	1507170342
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw002	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	2	1858806297
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw003	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	3	652440096
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw004	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	4	390042011
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw005	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	5	2070357251
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw006	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	6	573723693
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw007	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	7	1888428042
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw008	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	8	1862854836
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw009	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	9	1870701761
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw010	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	10	1874190132
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw011	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	11	1274536192
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw012	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	12	1467583542
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw013	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	13	1599680566
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw014	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	14	1808611510
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw015	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	15	339650556
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw016	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	16	310449395
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw017	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	17	278727059
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw018	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	18	1303024987
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw019	0.01	0.3	0.27499999999999997	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315265	1945.0	5.0	500	19	1756879404
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw000	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	0	76649988
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw001	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	1	438643001
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw002	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	2	245787153
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw003	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	3	2062769785
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw004	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	4	1981903625
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw005	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	5	1952876515
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw006	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	6	808048827
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw007	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	7	1547167836
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw008	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	8	532335835
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw009	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	9	1570598441
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw010	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	10	1506174444
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw011	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	11	912437670
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw012	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	12	900338353
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw013	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	13	880136160
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw014	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	14	1045758706
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw015	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	15	1653471251
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw016	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	16	208540087
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw017	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	17	1433586961
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw018	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	18	83498748
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw019	0.01	0.3	0.27499999999999997	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	19	1016859887
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw000	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	0	1749730257
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw001	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	1	289954198
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw002	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	2	66830156
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw003	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	3	2065603411
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw004	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	4	1604454649
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw005	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	5	1988266370
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw006	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	6	2134672447
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw007	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	7	687327662
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw008	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	8	26235714
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw009	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	9	1946819959
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw010	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	10	1921086031
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw011	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	11	643549963
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw012	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	12	2043140310
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw013	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	13	704791821
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw014	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	14	599882080
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw015	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	15	1502875589
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw016	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	16	1141626042
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw017	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	17	1419320756
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw018	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	18	1945189608
han_calibration__s0.010000__af0.300000__m0.400000__q5__draw019	0.01	0.3	0.27499999999999997	0.325	0.4	1183.315986771755	1088.684013228245	1836.526394708702	1835.0	5.0	500	19	77861100
han_calibration__s0.010000__af0.300000__m0.500000__q5__draw000	0.01	0.3	0.27499999999999997	0.325	0.5	1183.315986771755	1088.684013228245	1727.6579933858775	1730.0	5.0	500	0	616780273
han_calibration__s0.010000__af0.300000__m0.500000__q5__draw001	0.01	0.3	0.27499999999999997	0.325	0.5	1183.315986771755	1088.684013228245	1727.6579933858775	1730.0	5.0	500	1	548580753
han_calibration__s0.010000__af0.300000__m0.500000__q5__draw002	0.01	0.3	0.27499999999999997	0.325	0.5	1183.315986771755	1088.684013228245	1727.6579933858775	1730.0	5.0	500	2	2146658083
han_calibration__s0.010000__af0.300000__m0.500000__q5__draw003	0.01	0.3	0.27499999999999997	0.325	0.5	1183.315986771755	1088.684013228245	1727.6579933858775	1730.0	5.0	500	3	1174327728
han_calibration__s0.010000__af0.300000__m0.500000__q5__draw004	0.01	0.3	0.27499999999999997	0.325	0.5	1183.315986771755	1088.684013228245	1727.6579933858775	1730.0	5.0	500	4	1682219127
han_calibration__s0.010000__af0.300000__m0.500000__q5__draw005	0.01	0.3	0.27499999999999997	0.325	0.5	1183.315986771755	1088.684013228245	1727.6579933858775	1730.0	5.0	500	5	354004296
han_calibration__s0.010000__af0.300000__m0.500000__q5__draw006	0.01	0.3	0.27499999999999997	0.325	0.5	1183.315986771755	1088.684013228245	1727.6579933858775	1730.0	5.0	500	6	2034442271
han_calibration__s0.010000__af0.300000__m0.500000__q5__draw007	0.01	0.3	0.27499999999999997	0.325	0.5	1183.315986771755	1088.684013228245	1727.6579933858775	1730.0	5.0	500	7	1096334850
han_calibration__s0.010000__af0.300000__m0.500000__q5__draw008	0.01	0.3	0.27499999999999997	0.325	0.5	1183.315986771755	1088.684013228245	1727.6579933858775	1730.0	5.0	500	8	366442550
