calibration_id	selection_coefficient	target_allele_frequency	population_af_lower	population_af_upper	duration_multiplier	analytic_selection_end_generations_ago	analytic_selection_duration_generations	requested_selection_end_generations_ago	realized_selection_end_generations_ago	slim_scaling_factor	candidate_pool_diploids	draw_index	seed	status	evaluable	terminal_class	candidate_pool_alt_count	candidate_pool_af	candidate_pool_frequency_gate_passed	exact_panel_feasible	elapsed_seconds	error	selection_intervals_json	canonical_result_source	reconciliation_id	reconciliation_mode	original_status	original_terminal_class	original_error	original_plan_sha256	original_ledger_sha256	stdpopsim_recapitation_applied	post_slim_neutral_mutation_overlay_applied	selected_focal_identity_json	trajectory_sha256
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw011	0.01	0.3	0.2749999999999999	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	11	1857608733	complete	True	segregating	27.0	0.027	False	False	78.492252151		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw012	0.01	0.3	0.2749999999999999	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	12	1087572206	complete	True	segregating	18.0	0.018	False	False	84.76364281399992		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw013	0.01	0.3	0.2749999999999999	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	13	5488492	complete	True	segregating	33.0	0.033	False	False	83.63356272300007		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw014	0.01	0.3	0.2749999999999999	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	14	1125053315	complete	True	segregating	264.0	0.264	False	True	97.85452459599992		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw015	0.01	0.3	0.2749999999999999	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	15	1292761118	complete	True	segregating	111.0	0.111	False	True	84.41475569199997		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw016	0.01	0.3	0.2749999999999999	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	16	286867958	complete	True	segregating	105.0	0.105	False	True	75.06898521100015		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw017	0.01	0.3	0.2749999999999999	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	17	146293597	complete	True	segregating	70.0	0.07	False	False	119.5803535760001		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw018	0.01	0.3	0.2749999999999999	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	18	1416881972	complete	True	segregating	272.0	0.272	False	True	93.73437477800007		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.150000__q5__draw019	0.01	0.3	0.2749999999999999	0.325	0.15	1183.315986771755	1088.684013228245	2108.697398015763	2110.0	5.0	500	19	49857446	complete	True	segregating	20.0	0.02	False	False	82.6576804629999		"[{""end_time"":2110.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw000	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	0	1355028288	complete	True	segregating	29.0	0.029	False	False	73.16341440699989		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw001	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	1	1497728284	complete	True	segregating	60.0	0.06	False	False	70.98463659200002		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw002	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	2	1144445305	complete	True	segregating	103.0	0.103	False	True	87.1650040070001		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw003	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	3	1652843422	complete	True	segregating	14.0	0.014	False	False	77.98652631599998		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw004	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	4	1354047067	complete	True	segregating	43.0	0.043	False	False	93.43149482699982		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw005	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	5	2050362095	complete	True	segregating	319.0	0.319	True	True	104.82072038899992		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw006	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	6	2068531934	complete	True	segregating	186.0	0.186	False	True	81.09750795100013		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw007	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	7	795930503	complete	True	segregating	100.0	0.1	False	True	84.54275695599995		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw008	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	8	954068193	complete	True	segregating	63.0	0.063	False	False	78.44622970899991		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw009	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	9	1366556413	complete	True	segregating	53.0	0.053	False	False	74.49422778100006		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw010	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	10	851265290	complete	True	segregating	477.0	0.477	False	True	79.61853480400009		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw011	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	11	453540769	complete	True	segregating	10.0	0.01	False	False	134.933607489		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw012	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	12	1742455754	complete	True	segregating	149.0	0.149	False	True	106.10137983699995		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw013	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	13	736201118	complete	True	segregating	203.0	0.203	False	True	90.37622522800008		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw014	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	14	364862587	complete	True	segregating	352.0	0.352	False	True	80.396014982		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw015	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	15	361491779	complete	True	segregating	34.0	0.034	False	False	81.51266959000009		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw016	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	16	1258709138	complete	True	segregating	193.0	0.193	False	True	75.46481749000009		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw017	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	17	454408908	complete	True	segregating	152.0	0.152	False	True	72.12677868200012		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw018	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	18	821826950	complete	True	segregating	31.0	0.031	False	False	92.81158953700016		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.200000__q5__draw019	0.01	0.3	0.2749999999999999	0.325	0.2	1183.315986771755	1088.684013228245	2054.263197354351	2055.0	5.0	500	19	797597478	complete	True	segregating	47.0	0.047	False	False	80.917717176		"[{""end_time"":2055.0,""population"":""Loschbour"",""start_time"":2272.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw000	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	0	773636990	complete	True	segregating	250.0	0.25	False	True	92.98621247799996		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw001	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	1	64560064	complete	True	segregating	168.0	0.168	False	True	79.7126905099999		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw002	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	2	158070973	complete	True	segregating	107.0	0.107	False	True	75.13706898799978		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw003	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	3	1851012422	complete	True	segregating	108.0	0.108	False	True	81.18007904899991		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw004	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	4	1252425205	complete	True	segregating	154.0	0.154	False	True	87.25761058900002		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw005	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	5	2069940809	complete	True	segregating	167.0	0.167	False	True	83.71150952899984		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw006	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	6	1919855040	complete	True	segregating	35.0	0.035	False	False	88.66021881499978		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw007	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	7	2094463618	complete	True	segregating	17.0	0.017	False	False	75.31616639699996		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw008	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	8	619440341	complete	True	segregating	15.0	0.015	False	False	85.63272456599998		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw009	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	9	1815625705	complete	True	segregating	268.0	0.268	False	True	83.30396420699981		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw010	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	10	2091416656	complete	True	segregating	362.0	0.362	False	True	80.358136823		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw011	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	11	422555066	complete	True	segregating	11.0	0.011	False	False	90.242691402		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw012	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	12	2085497918	complete	True	segregating	78.0	0.078	False	True	88.94252031299993		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw013	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	13	1211151331	complete	True	segregating	59.0	0.059	False	False	77.97010796599989		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw014	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	14	1770903970	complete	True	segregating	24.0	0.024	False	False	84.01810043799992		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw015	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	15	591751934	complete	True	segregating	28.0	0.028	False	False	83.23285277100013		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw016	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	16	559778587	complete	True	segregating	81.0	0.081	False	True	110.09359651399996		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw017	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	17	714857935	complete	True	segregating	184.0	0.184	False	True	74.33365763799998		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw018	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	18	646766881	complete	True	segregating	174.0	0.174	False	True	79.22431833999985		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.250000__q5__draw019	0.01	0.3	0.2749999999999999	0.325	0.25	1183.315986771755	1088.684013228245	1999.8289966929387	2000.0	5.0	500	19	1088868988	complete	True	segregating	16.0	0.016	False	False	99.21520878599996		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":2000.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw000	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	0	216092841	complete	True	segregating	196.0	0.196	False	True	77.44902429000012		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw001	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	1	1507170342	complete	True	segregating	292.0	0.292	True	True	75.02140900799986		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw002	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	2	1858806297	complete	True	segregating	88.0	0.088	False	True	70.92400774599992		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw003	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	3	652440096	complete	True	segregating	59.0	0.059	False	False	97.18079525500002		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw004	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	4	390042011	complete	True	segregating	714.0	0.714	False	True	118.10362367800008		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw005	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	5	2070357251	complete	True	segregating	371.0	0.371	False	True	86.51627893100022		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw006	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	6	573723693	complete	True	segregating	128.0	0.128	False	True	86.2413222969999		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw007	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	7	1888428042	complete	True	segregating	184.0	0.184	False	True	72.46910515600007		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw008	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	8	1862854836	complete	True	segregating	37.0	0.037	False	False	81.404920253		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw009	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	9	1870701761	complete	True	segregating	132.0	0.132	False	True	80.11953358599999		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw010	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	10	1874190132	complete	True	segregating	108.0	0.108	False	True	77.4399590349999		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw011	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	11	1274536192	complete	True	segregating	110.0	0.11	False	True	87.6394024990002		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw012	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	12	1467583542	complete	True	segregating	20.0	0.02	False	False	91.32034939799996		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw013	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	13	1599680566	complete	True	segregating	21.0	0.021	False	False	80.51848303199995		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw014	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	14	1808611510	complete	True	segregating	134.0	0.134	False	True	75.89466564199984		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw015	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	15	339650556	complete	True	segregating	122.0	0.122	False	True	77.30368906700005		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw016	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	16	310449395	complete	True	segregating	29.0	0.029	False	False	96.58993982799984		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw017	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	17	278727059	complete	True	segregating	279.0	0.279	True	True	73.421734389		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw018	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	18	1303024987	complete	True	segregating	100.0	0.1	False	True	85.95939902400005		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.300000__q5__draw019	0.01	0.3	0.2749999999999999	0.325	0.3	1183.315986771755	1088.684013228245	1945.3947960315263	1945.0	5.0	500	19	1756879404	complete	True	segregating	31.0	0.031	False	False	80.9506707290002		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1945.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw000	0.01	0.3	0.2749999999999999	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	0	76649988	complete	True	segregating	257.0	0.257	False	True	75.84938376499986		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1890.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
han_calibration__s0.010000__af0.300000__m0.350000__q5__draw001	0.01	0.3	0.2749999999999999	0.325	0.35	1183.315986771755	1088.684013228245	1890.9605953701143	1890.0	5.0	500	1	438643001	complete	True	segregating	52.0	0.052	False	False	108.55257884700018		"[{""end_time"":2015.0,""population"":""Loschbour"",""start_time"":2272.0},{""end_time"":1890.0,""population"":""Han"",""start_time"":2015.0}]"	original_screen											
