unit_id	simulation_class	selection_coefficient	seed	source	window	threshold_years	score	final_population_af	sample_alt_count	sample_af	sample_detected
neutral_0008	neutral	0.0	1392978277	gamma_smc	local_100kb	4500	0.0121779025847	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	gamma_smc	local_100kb	10000	0.0262086164945	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	gamma_smc	local_100kb	20000	0.0468449336805	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	gamma_smc	local_100kb	30000	0.0624495876155	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	gamma_smc	local_100kb	40000	0.0746241383664	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	gamma_smc	local_100kb	50000	0.084511328721	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	tree_truth	focal	1000	0.0	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	tree_truth	focal	4500	0.0	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	tree_truth	focal	10000	0.0	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	tree_truth	focal	20000	0.06	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	tree_truth	focal	30000	0.08	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	tree_truth	focal	40000	0.13	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	tree_truth	focal	50000	0.2	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	tree_truth	local_100kb	1000	0.0	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	tree_truth	local_100kb	4500	0.00047619047619	0.114285714286	17	0.085	True
neutral_0008	neutral	0.0	1392978277	tree_truth	local_100kb	10000	0.00047619047619	0.114285714286	17	0.085	True
