scheme,source,method,alpha,onset_years,selected_called,selected_n,neutral_called,neutral_n,power,neutral_call_fraction,power_low,power_high,neutral_low,neutral_high,fdr_prevalence_0.5,f1_prevalence_0.5,fdr_prevalence_0.1,f1_prevalence_0.1,fdr_prevalence_0.01,f1_prevalence_0.01
archaic_sites,decoded,contrast_g0_r1_T5000,0.01,50000,0,100,6,1000,0.0,0.006,3.469446951953614e-18,0.03699349820698568,0.0027526691418763745,0.01302816824185209,1.0,0.0,1.0,0.0,1.0,0.0
archaic_sites,decoded,contrast_g0_r1_T5000,0.05,50000,5,100,46,1000,0.05,0.046,0.02154367915436796,0.11175046923191913,0.03466249276326498,0.06081220394161907,0.47916666666666663,0.09124087591240876,0.8922413793103449,0.06830601092896176,0.9891398783666377,0.017844396859386154
archaic_sites,decoded,contrast_g0_r1_T5000,0.1,50000,10,100,97,1000,0.1,0.097,0.0552291370606751,0.17436566150491345,0.08016916179032305,0.1169152055490344,0.49238578680203043,0.1670843776106934,0.8972250770811923,0.10136847440446022,0.9896939091002782,0.01868634962160142
archaic_sites,decoded,contrast_g0_r1_T50000,0.01,50000,2,100,11,1000,0.02,0.011,0.00550196755016235,0.07001179072854388,0.006153174098086638,0.019589395700786275,0.3548387096774193,0.038797284190106696,0.8319327731092436,0.035746201966041107,0.9819657348963029,0.01896633475580844
archaic_sites,decoded,contrast_g0_r1_T50000,0.05,50000,9,100,51,1000,0.09,0.051,0.04807254000256516,0.1622621285271631,0.03900094277526684,0.06643548634476165,0.3617021276595745,0.15775635407537247,0.8360655737704917,0.11620400258231116,0.9824868651488616,0.029320736276266496
archaic_sites,decoded,contrast_g0_r1_T50000,0.1,50000,14,100,100,1000,0.14,0.1,0.08526343659939134,0.22137188210963837,0.08290944359309571,0.1201519631953484,0.41666666666666663,0.22580645161290322,0.8653846153846154,0.13725490196078433,0.9860557768924303,0.025362318840579712
archaic_sites,decoded,contrast_g50_r1_T10000,0.01,50000,1,100,12,1000,0.01,0.012,0.0017674320641406505,0.054486196178705315,0.006877647806403522,0.02085726847549828,0.5454545454545455,0.019569471624266144,0.9152542372881355,0.017889087656529516,0.991652754590985,0.009099181073703368
archaic_sites,decoded,contrast_g50_r1_T10000,0.05,50000,4,100,59,1000,0.04,0.059,0.01566330399154762,0.0983707143588792,0.04601429821280047,0.07536090277145915,0.5959595959595959,0.07279344858962694,0.9299474605954466,0.05092297899427116,0.9931984356401973,0.01162621711960471
archaic_sites,decoded,contrast_g50_r1_T10000,0.1,50000,6,100,93,1000,0.06,0.093,0.027786123963188192,0.1247681544589592,0.07652372564174531,0.11259125576549656,0.607843137254902,0.10407632263660017,0.9331103678929765,0.0632577754348972,0.9935254127549369,0.01168793220999318
archaic_sites,decoded,contrast_g50_r1_T20000,0.01,50000,1,100,8,1000,0.01,0.008,0.0017674320641406505,0.054486196178705315,0.004059195818806103,0.015706334530980144,0.4444444444444444,0.019646365422396856,0.8780487804878049,0.018484288354898334,0.9875311720698255,0.011098779134295227
archaic_sites,decoded,contrast_g50_r1_T20000,0.05,50000,2,100,40,1000,0.02,0.04,0.00550196755016235,0.07001179072854388,0.02951097368545276,0.05400964412125796,0.6666666666666667,0.03773584905660377,0.9473684210526315,0.02898550724637681,0.9949748743718593,0.008032128514056224
archaic_sites,decoded,contrast_g50_r1_T20000,0.1,50000,7,100,94,1000,0.07,0.094,0.03431926106727268,0.137495147390735,0.07743417357376373,0.11367315431650704,0.573170731707317,0.12027491408934708,0.9235807860262009,0.07306889352818371,0.9925341296928327,0.013492675404780264
archaic_sites,decoded,contrast_g50_r1_T30000,0.01,50000,2,100,3,1000,0.02,0.003,0.00550196755016235,0.07001179072854388,0.0010207838811386186,0.008783014053503173,0.13043478260869565,0.03910068426197459,0.574468085106383,0.038204393505253106,0.9369085173501577,0.030372057706909643
archaic_sites,decoded,contrast_g50_r1_T30000,0.05,50000,7,100,46,1000,0.07,0.046,0.03431926106727268,0.137495147390735,0.03466249276326498,0.06081220394161907,0.396551724137931,0.12544802867383512,0.8553719008264463,0.09433962264150944,0.9848615916955017,0.02489331436699858
